"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","ALESSIA CARA","Here",17305,"-82",-307,"-169",102.223,"-1.192",191,"20",1,17621,1489,109.076
"2",2,"=","JUSTIN BIEBER","Love Yourself",17019,"+499",2326,"+117",117.315,"+1.712",53,"2",2,17019,4103,117.315
"3",3,"=","JUSTIN BIEBER","Sorry",15858,"-370",-1549,"-259",106.573,"-1.374",96,"8",1,19494,3902,127.324
"4",4,"=","SELENA GOMEZ","Same Old Love",15652,"-467",-2466,"-316",96.51,"-2.694",133,"16",1,18836,1774,120.08
"5",5,"=","THE WEEKND","In The Night",14760,"+201",636,"+108",85.599,"+1.067",75,"32",4,14760,3011,85.599
"6",6,"=","TWENTY ONE PILOTS","Stressed Out",14417,"+344",1836,"+50",89.554,"+2.075",72,"1",6,14417,2702,89.554
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",11730,"+126",538,"-6",71.891,"+0.960",121,"7",7,11730,2023,71.891
"8",8,"=","ADELE","Hello",10808,"-162",-1449,"+83",79.323,"-1.604",95,"5",1,19167,4705,124.831
"9",9,"=","DAYA","Hide Away",9485,"+36",541,"-117",53.443,"+0.162",163,"14",9,9485,883,53.443
"10",10,"+1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8223,"+87",537,"+73",41.832,"+0.535",63,"15",10,8223,1989,41.832
"11",11,"-1","MEGHAN TRAINOR","Like I'm Gonna Lose You",8011,"-612",-3176,"-333",46.206,"-2.670",211,"24",5,13735,1275,83.171
"12",12,"=","DNCE","Cake By The Ocean",7609,"+116",820,"-31",40.2,"+0.548",118,"13",12,7609,1111,40.2
"13",13,"=","ADELE","When We Were Young",7516,"+82",505,"+4",36.247,"+0.026",41,"12",12,7516,1962,36.247
"14",14,"+2","FLO RIDA","My House",6654,"+285",1304,"+78",39.113,"+1.789",99,"3",14,6654,1338,39.113
"15",15,"+2","TAYLOR SWIFT","Out Of The Woods",6582,"+220",1175,"-28",39.76,"+1.054",23,"52",15,6582,2806,39.76
"16",16,"-2","ONE DIRECTION","Perfect",6499,"-366",-1832,"-364",34.475,"-1.492",100,"30",10,8635,1211,42.552
"17",17,"-2","DEMI LOVATO","Confident",6133,"-411",-2311,"-333",32.446,"-1.875",117,"61",9,9049,1761,48.443
"18",18,"=","ELLIE GOULDING","On My Mind",5943,"-180",-1286,"+139",43.816,"-0.653",131,"74",4,14332,3457,82.642
"19",19,"=","SELENA GOMEZ","Hands To Myself",5925,"+199",1582,"-89",33.715,"+0.878",23,"4",19,5925,1952,33.715
"20",20,"=","CHARLIE PUTH","One Call Away",5541,"+65",437,"-23",24.781,"+0.292",78,"9",19,5541,819,24.781
"21",21,"=","DRAKE","Hotline Bling",5024,"-52",-710,"+58",32.161,"-0.192",134,"34",2,16016,2377,99.499
"22",22,"=","JASON DERULO","Get Ugly",4260,"+63",407,"+3",18.245,"+0.315",44,"55",22,4260,1110,18.245
"23",23,"=","FALL OUT BOY","Irresistible f/Demi Lovato",4003,"-24",-198,"-41",15.851,"-0.205",90,"48",21,4199,560,17.263
"24",24,"=","ELLIE GOULDING","Something In The Way You Move",3949,"+233",1569,"-16",21.633,"+1.207",18,"124",24,3949,1673,21.633
"25",25,"+1","ROBIN SCHULZ","Sugar f/Francesco Yates",3555,"+142",560,"+69",19.518,"+0.615",60,"65",25,3555,560,19.518
"26",26,"-1","TORI KELLY","Hollow",3552,"+42",206,"+23",12.621,"+0.264",79,"114",24,3552,501,12.621
"27",27,"+1","G-EAZY","Me Myself And I f/Bebe Rexha",2982,"+247",1355,"+131",18.079,"+1.508",19,"6",27,2982,1355,18.079
"28",28,"-1","TRAVI$ SCOTT","Antidote",2978,"+79",432,"+8",12.079,"+0.122",58,"39",26,2978,545,12.148
"29",29,"=","RACHEL PLATTEN","Stand By You",2550,"+20",430,"-52",13.009,"+0.105",88,"17",28,2550,482,13.009
"30",30,"=","DAVID GUETTA","Bang My Head f/Sia",2230,"-3",324,"-71",12.386,"+0.010",47,"158",30,2233,395,12.386
"31",31,"=","POST MALONE","White Iverson",2199,"-27",-182,"-22",8.12,"+0.148",72,"22",27,2470,451,8.258
"32",32,"=","R. CITY","Make Up f/Chloe Angelides",1879,"+14",13,"+5",8.385,"-0.101",51,"135",31,1879,348,9.56
"33",33,"=","BORNS","Electric Love",1749,"+23",166,"+13",4.762,"-0.017",58,"128",33,1749,225,4.779
"34",34,"=","DIPLO & SLEEPY TOM","Be Right There",1706,"-19",124,"-60",10.044,"-0.250",64,"191",33,1769,271,10.721
"35",35,"=","JUSTIN TIMBERLAKE","Drink You Away",1530,"+53",86,"+31",5.689,"+0.102",39,"111",35,1530,390,5.689
"36",36,"=","MIKE POSNER","I Took A Pill In Ibiza",1466,"+89",660,"+40",11.835,"+0.868",11,"41",36,1466,660,11.835
"37",37,"+2","TROYE SIVAN","Youth",1336,"+67",466,"+36",4.706,"+0.312",23,"126",37,1336,466,4.706
"38",38,"=","SHAWN HOOK","Sound Of Your Heart",1322,"+38",332,"-2",3.574,"+0.143",16,"486",38,1322,576,3.574
"39",39,"-2","FETTY WAP","679 f/Remy Boyz...",1300,"-24",-50,"-35",6.683,"+0.139",142,"44",19,5210,769,28.742
"40",40,"=","CHRIS BROWN","Zero",1001,"-188",-832,"-154",3.699,"-0.517",91,"268",31,2128,391,9.008
"41",41,"=","DJ SNAKE","Middle f/Bipolar Sunshine",956,"+40",292,"+10",8.837,"+0.133",9,"80",41,956,292,8.837
"42",42,"+1","LUKAS GRAHAM","7 Years",838,"+44",299,"-10",2.75,"+0.165",9,"28",42,838,388,2.75
"43",43,"-1","PITBULL","El Taxi f/Sensato & O. Garcia",803,"+7",157,"-14",5.645,"-0.039",11,"331",42,803,219,5.684
"44",44,"=","DAWIN","Dessert",746,"+15",-83,"+31",3.116,"+0.017",64,"100",44,989,118,4.548
"45",45,"+1","DRAKE & FUTURE","Jumpman",644,"+38",267,"+22",2.528,"+0.059",4,"38",45,644,267,2.528
"46",46,"-1","ANDY GRAMMER","Good To Be Alive (Hallelujah)",581,"-60",-374,"-21",1.848,"-0.118",105,"42",41,1261,177,3.294
"47",47,"=","ADAM LAMBERT","Another Lonely Night",504,"-81",-376,"-88",0.958,"-0.231",49,"1349",43,962,129,2.993
"48",48,"=","COLDPLAY","Adventure Of A Lifetime",458,"+5",-25,"+8",2.225,"+0.008",15,"40",48,507,29,2.836
"49",49,"=","AUDIODAMN!","Radar",395,"+24",165,"-10",0.382,"+0.043",2,"--",49,395,175,0.382
"50",50,"--","NATHAN SYKES","Over And Over Again f/A.Grande",326,"--",181,"--",0.781,"--",1,"460",50,326,181,0.781
