"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ELLIE GOULDING","Lights",13999,59,281,-119,100.365,1.511,184,"12",1,13999,1482,100.365
2,"=","KATY PERRY","Wide Awake",13760,-128,-235,-59,96.466,-1.183,82,"6",1,14124,2824,100.029
3,"+2","DAVID GUETTA","Titanium f/Sia",10704,95,343,24,77.748,1.414,126,"15",3,10704,1091,77.748
4,"-1","RIHANNA","Where Have You Been",10598,-268,-1148,-24,78.958,-1.449,119,"32",2,12963,1884,95.69
5,"-1","MAROON 5","Payphone f/Wiz Khali...",10413,-358,-1079,-58,80.163,-4.085,118,"25",1,14353,3415,107.136
6,"+1","CALVIN HARRIS","Let's Go f/Ne-Yo",9128,116,403,-12,58.599,1.479,106,"28",6,9128,1254,58.599
7,"+2","DEMI LOVATO","Give Your Heart A Br...",8874,85,502,-183,64.907,1.422,165,"21",7,8874,1250,64.907
8,"-2","CARLY RAE JEPSEN","Call Me Maybe",8796,-315,-1260,24,60.648,-1.706,154,"4",1,14563,1711,111.23
9,"-1","USHER","Scream",8512,-350,-915,-214,59.001,-3.07,108,"29",6,9627,2323,68.266
10,"=","PINK","Blow Me (One Last Ki...",7832,209,633,108,51.484,1.209,39,"13/86",10,7832,2737,51.484
11,"=","FLO RIDA","Whistle",7730,236,860,-33,53.983,1.018,68,"1",11,7730,1412,53.983
12,"=","CHER LLOYD","Want U Back",7299,98,376,-28,44.265,1.073,92,"10",11,7299,1103,44.265
13,"=","GOTYE","Somebody That I Used...",6679,-215,-891,-26,45.762,-1.19,164,"22",1,14242,2018,106.819
14,"=","OWL CITY & CARLY RAE...","Good Time",6369,55,422,-109,41.343,0.858,47,"9",14,6369,1961,41.343
15,"=","HAVANA BROWN","We Run The Night f/P...",5394,-88,-266,-160,39.444,-0.805,182,"45",14,5660,544,41.835
16,"=","NEON TREES","Everybody Talks",5368,359,1114,111,34.527,0.859,125,"16",16,5368,1114,34.527
17,"=","THE WANTED","Chasing The Sun",4580,72,168,104,26.17,-0.29,100,"42",16,4580,656,26.67
18,"=","JUSTIN BIEBER","As Long As You Love ...",4516,207,775,16,30.236,1.142,38,"7",18,4516,1096,30.236
19,"=","MAROON 5","One More Night",4035,228,942,-124,24.326,1.972,25,"5",19,4035,1236,24.326
20,"=","NO DOUBT","Settle Down",3837,124,635,-25,22.161,0.379,25,"64",19,3837,1467,22.161
21,"+1","NICKI MINAJ","Pound The Alarm",3334,161,721,-65,22.28,1.653,27,"18",21,3334,1036,22.28
22,"-1","FUN.","Some Nights",3328,130,584,-42,21.438,1.128,63,"3",21,3328,715,21.438
23,"=","KELLY CLARKSON","Dark Side",3111,0,181,-111,18.169,-0.146,64,"34",20,3111,493,18.315
24,"=","GROUPLOVE","Tongue Tied",2904,-51,60,-132,17.476,-0.677,110,"47",20,2955,433,18.208
25,"=","JASON MRAZ","I Won't Give Up",2829,30,235,-32,19.226,0.075,119,"19",22,2829,276,19.226
26,"+1","ALEX CLARE","Too Close",2651,84,316,-40,17.277,0.618,75,"14",26,2651,468,17.277
27,"-1","ONE DIRECTION","One Thing",2458,-255,-1436,226,12.028,-1.792,98,"48",13,5433,975,29.694
28,"=","OUTASIGHT","Now Or Never",2208,-41,-14,-106,12.067,-0.013,94,"176",25,2249,320,12.08
29,"+2","CHRIS BROWN","Don't Wake Me Up",1531,113,266,15,9.989,1.796,56,"49",29,1531,326,9.989
30,"-1","JUSTIN BIEBER","Boyfriend",1403,-61,-292,-23,7.033,-0.142,139,"55",9,7937,4726,51.515
31,"+1","OLLY MURS","Heart Skips A Beat",1365,60,173,-4,6.949,0.107,30,"131",31,1365,343,6.949
32,"-2","PITBULL","Back In Time",1233,-188,-473,-171,10.525,-0.887,136,"68",14,6235,925,42.751
33,"=","B.O.B","Both Of Us f/Taylor ...",1187,-61,-131,-47,9.752,0.004,91,"78",23,3144,577,17.595
34,"=","LINKIN PARK","Burn It Down",1181,2,76,-15,4.694,-0.059,67,"66",34,1181,217,4.753
35,"=","GYM CLASS HEROES","Fighter f/Ryan Tedde...",1009,-32,-268,227,6.319,-0.463,104,"57",13,5862,1441,35.394
36,"=","K'NAAN","Hurt Me Tomorrow",938,-36,-42,-51,3.141,-0.087,57,"201",36,997,308,3.679
37,"+1","PITBULL","Get It Started f/Sha...",932,81,259,17,4.13,0.179,28,"194",37,932,259,4.13
38,"-1","MATCHBOX TWENTY","She's So Mean",921,-14,-61,-39,4.036,-0.079,56,"39",34,1028,574,4.492
39,"+3","DAVID GUETTA","I Can Only Imagine f...",769,124,299,100,5.351,0.896,14,"244",39,769,299,5.351
40,"=","CONOR MAYNARD","Vegas Girl",756,53,196,13,2.605,0.339,15,"--",40,756,205,2.605
41,"+3","KARMIN","Hello",738,125,427,19,2.97,0.484,5,"--",41,738,427,2.97
42,"-3","CA$H OUT","Cashin' Out",679,-29,-7,-91,1.987,-0.122,23,"52",39,728,137,2.21
43,"-2","MARINA AND THE DIAMO...","Primadonna",667,21,51,-8,2.042,0.111,35,"230",41,667,93,2.411
44,"+4","NE-YO","Let Me Love You",649,155,341,125,6.757,0.836,3,"125",44,649,341,6.757
