"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",14229,"-9",114,"-35",95.034,"-0.016",87,"2",1,14238,2184,95.285
"2",2,"=","BRUNO MARS It Will Rain",12607,"+156",1101,"-44",76.211,"+1.132",79,"3",2,12607,2024,76.211
"3",3,"=","KATY PERRY The One That Got Away",12230,"+141",944,"+28",74.638,"+0.502",75,"6",3,12230,1631,74.638
"4",4,"=","LMFAO Sexy And I Know It",11594,"-34",-222,"+0",71.826,"-0.419",116,"1",2,12000,1530,74.768
"5",5,"=","DAVID GUETTA Without You f/Usher",10441,"-142",-943,"+4",64.072,"-0.377",116,"19",1,13428,1586,84.476
"6",6,"=","FLO RIDA Good Feeling",10021,"+111",623,"+26",65.165,"+0.730",87,"4",6,10021,1207,65.165
"7",7,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8857,"-115",-751,"-32",59.933,"-0.637",175,"16",1,13951,1685,86.013
"8",8,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",6974,"+129",728,"+6",35.985,"+0.667",120,"32",8,6974,1048,35.985
"9",9,"-1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6927,"-146",-795,"-39",48.431,"-1.110",165,"13",1,14127,1893,93.336
"10",10,"=","T-PAIN 5 O'clock f/Wiz Khalifa",6566,"+23",420,"-72",33.795,"-0.057",74,"10",10,6566,1264,33.875
"11",11,"+1","KELLY CLARKSON Mr. Know It All",6323,"-11",-86,"-15",32.123,"-0.163",108,"38",11,6408,1093,34.137
"12",12,"-1","ADELE Someone Like You",6282,"-142",-1006,"-25",45.652,"-1.268",136,"8",2,13563,2614,91.686
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6071,"-56",-586,"+63",38.947,"-0.214",190,"43",4,11548,1097,70.438
"14",14,"=","LADY GAGA Marry The Night",5457,"+49",337,"-7",30.656,"+0.140",42,"42",14,5457,1570,30.656
"15",15,"=","GAVIN DEGRAW Not Over You",4925,"+84",494,"-14",24.338,"+0.584",118,"15",15,4925,545,24.338
"16",16,"=","JESSIE J Domino",4800,"+103",769,"+15",27.553,"+0.937",96,"24",16,4800,769,27.553
"17",17,"=","ADELE Set Fire To The Rain",4545,"+190",1556,"-19",28.665,"+1.506",26,"5",17,4545,1581,28.665
"18",18,"=","DRAKE Headlines",4307,"+26",304,"-12",28.544,"+0.260",66,"27",17,4307,754,28.544
"19",19,"=","J. COLE Workout",4103,"+72",572,"-47",27.615,"+0.438",58,"22",19,4103,659,27.615
"20",20,"+1","RIHANNA You Da One",3966,"+22",130,"+6",21.944,"-0.062",40,"25",19,3966,3394,36.963
"21",21,"-1","DEV In The Dark",3918,"-27",-652,"+24",31.078,"-0.611",145,"97",8,8037,1224,51.486
"22",22,"=","BREATHE CAROLINA Blackout",3655,"+58",334,"+0",19.859,"+0.142",118,"39",21,3655,498,19.859
"23",23,"=","HOT CHELLE RAE I Like It Like That f/New...",3576,"+55",533,"+14",15.783,"+0.248",82,"31",23,3576,533,15.783
"24",24,"=","JAY Z & KANYE WEST N***** In Paris",3569,"+112",713,"+26",27.021,"+1.306",45,"7",24,3569,785,27.021
"25",25,"=","JASON DERULO It Girl",2650,"-92",-593,"+8",11.289,"-0.550",125,"46",10,6647,1048,29.647
"26",26,"=","OUTASIGHT Tonight Is The Night",2606,"+60",242,"+55",13.788,"+0.242",50,"49",26,2606,500,13.788
"27",27,"=","FRAY Heartbeat",2457,"+25",70,"+18",11.988,"+0.147",55,"82",27,2457,677,12.101
"28",28,"=","PITBULL F/CHRIS BROWN International Love",2368,"+87",416,"+68",17.993,"+0.208",48,"26",28,2368,418,17.993
"29",29,"=","NICKI MINAJ Fly f/Rihanna",2104,"-157",-1208,"+91",12.415,"-0.466",94,"61",15,4998,987,27.303
"30",30,"=","LADY ANTEBELLUM Just A Kiss",2031,"-68",-515,"-12",8.888,"-0.454",91,"48",23,2755,525,13.059
"31",31,"=","AVRIL LAVIGNE Wish You Were Here",1964,"+12",119,"-21",7.477,"-0.088",45,"88",31,1965,503,7.725
"32",32,"=","GYM CLASS HEROES Ass Back Home",1806,"+82",459,"+19",13.072,"+0.651",27,"131",32,1806,459,13.072
"33",33,"=","ALEXANDRA STAN Mr. Saxobeat",1586,"-20",-248,"+33",14.819,"-0.253",150,"139",18,4585,673,38.816
"34",34,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",1325,"+89",724,"-6",9.623,"+0.708",10,"55",34,1325,730,9.623
"35",35,"=","LADY GAGA You And I",1198,"-12",-227,"+106",5.823,"-0.075",134,"66",7,7824,1553,44.474
"36",36,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",1157,"+37",307,"+25",6.194,"+0.178",27,"11",36,1157,307,6.194
"37",37,"=","TIMBALAND Pass At Me f/Pitbull",1092,"-9",-30,"+3",7.138,"-0.070",38,"275",35,1142,319,7.395
"38",38,"+1","BIG TIME RUSH Music Sounds Better With U",1081,"+42",147,"+34",3.547,"+0.130",24,"770",38,1081,221,3.547
"39",39,"-1","KARMIN Crash Your Party",1036,"-7",-29,"-20",4.927,"+0.178",38,"--",35,1073,234,5.128
"40",40,"=","WE THE KINGS Say You Like Me",985,"-17",-39,"-31",2.516,"-0.030",93,"537",37,1050,320,2.605
"41",41,"=","JOJO Disaster",973,"+11",75,"-17",2.493,"+0.029",38,"525",40,973,197,2.493
"42",42,"=","WILL.I.AM T.H.E (The Hardest Ever)",916,"+7",257,"-61",2.096,"-0.021",13,"153",42,916,355,2.117
