"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",14246,"+21",394,"-14",95.613,"+0.029",29,1,14246,2273,95.613
2,"=","KATY PERRY E.T.",12321,"-227",-719,"-175",84.048,"-1.570",29,1,14624,0,96.745
3,"=","BLACK EYED PEAS Just Can't Get Enough",12025,"-148",-1030,"-45",76.94,"-0.823",29,2,13366,715,84.474
4,"=","BRUNO MARS Lazy Song",11405,"+40",924,"-42",61.553,"+0.175",29,4,11405,1054,61.553
5,"=","BRITNEY SPEARS Till The World Ends",10634,"-215",-819,"-131",70.324,"-0.961",29,3,11896,966,75.819
6,"=","PITBULL Give Me Everything f/Ne-Yo",10380,"+291",1453,"+87",74.352,"+1.475",29,6,10380,1811,74.352
7,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9338,"-179",-687,"-161",58.597,"-0.192",29,5,10169,668,65.118
8,"+2","LADY GAGA The Edge Of Glory",7146,"+272",1523,"+131",42.669,"+1.180",29,8,7146,2193,42.669
9,"=","LUPE FIASCO The Show Goes On",7109,"+88",1000,"-43",42.92,"+0.293",29,9,7109,1043,42.92
10,"-2","TINIE TEMPAH Written In The Stars",7010,"-212",-1103,"-110",38.431,"-1.319",29,7,8819,756,54.175
11,"=","KE$HA Blow",5388,"-161",-786,"-79",33.585,"-0.831",29,4,10135,0,56.264
12,"=","RIHANNA S&M",5312,"-90",-576,"+13",35.305,"-0.720",29,5,10081,0,64.524
13,"+2","LMFAO Party Rock Anthem",5231,"+199",1204,"+69",38.46,"+1.823",29,13,5231,1204,38.46
14,"=","JASON DERULO Don't Wanna Go Home",5151,"+77",1049,"-108",27.993,"+0.532",27,14,5151,1463,27.993
15,"-2","JESSIE J Price Tag f/B.O.B",5069,"-177",-635,"-125",24.699,"-0.932",29,12,5959,582,30.453
16,"=","THE SCRIPT For The First Time",4810,"-128",-971,"-13",27.849,"-0.539",29,11,6229,433,33.625
17,"=","WIZ KHALIFA Roll Up",4756,"+57",356,"+44",26.358,"+0.339",29,16,4756,725,26.358
18,"=","HOT CHELLE RAE Tonight Tonight",4603,"+75",592,"-7",22.532,"+0.455",29,18,4603,643,22.532
19,"=","SELENA GOMEZ & THE SCENE Who Says",4450,"+23",274,"+2",26.022,"+0.021",29,17,4450,707,26.291
20,"+1","ONEREPUBLIC Good Life",4184,"+67",335,"-2",21.326,"+0.248",29,20,4184,580,21.326
