"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","LMFAO Party Rock Anthem",13839,172,784,99,91.552,0.557,74,"1",1,13839,1859,91.552
"2",2,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",13556,93,844,-122,84.858,0.38,57,"2",2,13556,2322,84.858
"3",3,"-1","PITBULL Give Me Everything f/Ne-Yo",13510,-23,-554,56,91.239,-0.648,74,"6",1,14233,1811,95.596
"4",4,"=","LADY GAGA The Edge Of Glory",10804,-21,-752,37,65.865,-0.354,74,"13",3,11672,2193,68.045
"5",5,"=","ADELE Rolling In The Deep",10331,-120,-1294,13,69.481,-0.713,74,"8",1,14295,2273,96.15
"6",6,"=","NICKI MINAJ Super Bass",9183,207,1064,134,57.51,1.049,74,"7",6,9183,1188,57.51
"7",7,"=","ONEREPUBLIC Good Life",8399,175,843,127,46.448,0.817,74,"10",7,8399,898,46.448
"8",8,"=","HOT CHELLE RAE Tonight Tonight",8222,104,673,-85,43.677,0.214,74,"3",7,8222,838,43.677
"9",9,"=","BRITNEY SPEARS I Wanna Go",7470,236,1339,62,49.169,1.867,40,"9",9,7470,1768,49.169
"10",10,"=","JASON DERULO Don't Wanna Go Home",7038,-78,-236,-60,35.811,-0.543,72,"21",9,7292,1463,37.775
"11",11,"=","LUPE FIASCO The Show Goes On",6984,-110,-1057,27,41.433,-1.068,74,"42",6,8825,1043,53.459
"12",12,"=","BLACK EYED PEAS Just Can't Get Enough",6133,-18,-720,43,42.417,-0.668,74,"43",2,13366,715,84.474
"13",13,"=","KATY PERRY E.T.",5936,-17,-672,137,41.515,-0.893,74,"53/94",1,14624,0,96.745
"14",14,"=","LIL WAYNE How To Love",5256,159,1103,-28,30.145,1.113,49,"5",14,5256,1328,30.145
"15",15,"=","BRUNO MARS Lazy Song",4881,-25,-1015,151,23.034,-0.615,74,"25",3,11422,1054,61.587
"16",16,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4618,72,465,59,23.969,0.156,74,"29",16,4618,615,23.969
"17",17,"+2","THE BAND PERRY If I Die Young",4398,144,229,118,24.04,0.296,74,"16",17,4398,655,24.04
"18",18,"-1","NICOLE SCHERZINGER Right There",4314,-28,15,-6,18.493,-0.376,58,"32",16,4411,720,21.085
"19",19,"+1","BEYONCE Best Thing I Never Had",4222,93,397,33,20.428,0.197,46,"22",19,4222,856,20.428
"20",20,"-2","BRITNEY SPEARS Till The World Ends",4219,-68,-708,23,31.402,-0.541,74,"59",3,11896,966,75.819
"21",21,"=","BAD MEETS EVIL Lighters f/Bruno Mars",3946,193,1450,17,23.524,1.173,28,"4",21,3946,1450,23.524
"22",22,"=","RIHANNA California King Bed",3392,-82,-407,-37,13.981,-0.278,69,"28",19,3856,616,16.018
"23",23,"=","CHRIS BROWN She Ain't You",3332,55,391,5,17.643,0.288,63,"51",22,3332,635,17.643
