"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",13865,7,-366,16,92.706,0.101,94,"3",1,14238,2184,95.493
"2",2,"=","BRUNO MARS It Will Rain",12695,45,85,-114,78.314,0.709,86,"2",2,12856,2024,78.935
"3",3,"=","KATY PERRY The One That Got Away",12532,90,300,-52,71.761,0.036,82,"5",3,12596,1631,75.028
"4",4,"=","LMFAO Sexy And I Know It",10715,-96,-881,-63,65.957,-0.139,123,"1",2,12000,1530,74.768
"5",5,"=","FLO RIDA Good Feeling",10141,60,119,-52,65.55,0.173,94,"6",5,10297,1207,67.253
"6",6,"=","DAVID GUETTA Without You f/Usher",9499,-40,-942,104,59.417,-0.243,123,"15",1,13428,1586,84.476
"7",7,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8171,-30,-687,88,57.772,0.16,182,"10",1,13951,1685,86.013
"8",8,"=","SELENA GOMEZ & THE SCENE Love You Like A...",7315,38,341,-90,36.971,0.164,127,"32",8,7315,1048,37.84
"9",9,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6523,-21,-404,125,41.266,-0.158,172,"12",1,14127,1893,93.336
"10",10,"=","T-PAIN 5 O'clock f/Wiz Khalifa",6360,3,-207,-21,32.363,-0.061,81,"14",10,6640,1264,34.118
"11",11,"=","ADELE Someone Like You",5932,22,-351,163,43.028,0.109,143,"7",2,13563,2614,91.686
"12",12,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",5883,7,-188,65,38.526,0.099,197,"34",4,11548,1097,70.438
"13",13,"=","KELLY CLARKSON Mr. Know It All",5612,-64,-711,-53,28.589,-0.293,115,"35",11,6408,1093,34.137
"14",14,"=","LADY GAGA Marry The Night",5201,-16,-257,-66,28.48,0.097,49,"53",14,5499,1570,30.701
"15",15,"=","GAVIN DEGRAW Not Over You",5030,45,104,-40,24.39,0.198,125,"22",15,5190,547,25.648
"16",16,"=","ADELE Set Fire To The Rain",4974,32,429,-158,32.153,0.383,33,"4",16,4974,1581,32.153
"17",17,"=","JESSIE J Domino",4938,27,138,-74,29.313,0.165,103,"25",16,4985,769,29.681
"18",18,"=","J. COLE Workout",4652,64,549,-8,31.356,0.521,65,"21",18,4652,659,31.356
"19",19,"=","DRAKE Headlines",4533,48,225,21,30.214,0.5,73,"17",17,4533,754,30.214
"20",20,"=","RIHANNA You Da One",3994,41,28,19,22.331,0.389,47,"24",19,4063,3394,36.963
"21",21,"=","JAY Z & KANYE WEST N***** In Paris",3809,53,240,-59,29.936,0.338,52,"8",21,3809,785,29.936
"22",22,"=","BREATHE CAROLINA Blackout",3746,21,90,-38,18.584,0.121,125,"51",21,3781,498,20.033
"23",23,"=","DEV In The Dark",3524,-47,-394,-19,27.163,0.083,152,"86",8,8037,1224,51.486
"24",24,"=","HOT CHELLE RAE I Like It Like That f/New...",3511,30,-65,-25,15.555,0.218,89,"26",23,3602,535,16.585
"25",25,"=","OUTASIGHT Tonight Is The Night",2901,-1,295,-61,14.538,0.115,57,"61",25,2902,500,14.667
"26",26,"=","PITBULL F/CHRIS BROWN International Love",2688,59,320,-28,18.571,0.432,55,"29",26,2688,507,18.864
"27",27,"=","FRAY Heartbeat",2345,1,-113,-25,10.729,-0.001,62,"101",27,2515,677,12.362
"28",28,"+1","GYM CLASS HEROES Ass Back Home",2240,54,434,-28,14.994,-0.011,34,"159",28,2240,514,15.005
"29",29,"-1","JASON DERULO It Girl",2209,6,-441,98,9.515,0.17,132,"20",10,6647,1048,29.647
"30",30,"=","AVRIL LAVIGNE Wish You Were Here",1869,-1,-95,-13,6.424,-0.013,52,"77",30,1965,503,7.725
"31",31,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",1847,65,522,-23,12.601,0.417,17,"71",31,1847,730,12.601
"32",32,"=","LADY ANTEBELLUM Just A Kiss",1574,-35,-457,33,6.372,-0.069,98,"43",23,2755,525,13.059
"33",33,"=","NICKI MINAJ Fly f/Rihanna",1441,8,-663,166,9.211,0.001,101,"50",15,4998,987,27.303
"34",34,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",1335,36,178,-1,7.491,0.17,34,"11",34,1335,307,7.491
"35",35,"-1","ALEXANDRA STAN Mr. Saxobeat",1325,11,-261,31,13.123,-0.022,157,"130",18,4585,673,38.816
"36",36,"=","BIG TIME RUSH Music Sounds Better With U",1176,17,95,-23,3.568,0.051,31,"500",36,1176,221,3.568
"37",37,"=","LADY GAGA You And I",1063,0,-135,12,5.93,0.109,141,"54",7,7824,1553,44.474
"38",38,"=","WE THE KINGS Say You Like Me",1037,16,52,33,2.573,0.065,100,"424",37,1050,320,2.605
"39",39,"=","WILL.I.AM T.H.E (The Hardest Ever)",1012,8,96,1,2.738,0.071,20,"245",38,1029,355,2.738
"40",40,"=","JOJO Disaster",992,1,19,-10,2.786,0.085,45,"624",39,1010,197,2.786
"41",41,"=","TIMBALAND Pass At Me f/Pitbull",929,-13,-163,-4,6.563,0.065,45,"673",35,1142,319,7.395
