"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",17038,274,1354,-8,113.2,1.129,79,1,1,17038,3126,113.2
"2",2,"=","TAYLOR SWIFT","Blank Space",14838,-251,-761,-139,105.632,-0.475,92,9,1,18014,3248,118.647
"3",3,"=","NICK JONAS","Jealous",14100,-306,-1929,-289,87.744,-1.396,139,24,1,16139,1846,98.442
"4",4,"=","SAM SMITH","I'm Not The Only One",14049,-236,-581,-274,85.202,-0.943,125,19,4,14636,2111,89.299
"5",5,"=","HOZIER","Take Me To Church",13799,55,265,-33,86.404,0.027,107,7,5,13799,2004,86.404
"6",6,"+1","MEGHAN TRAINOR","Lips Are Movin",12052,321,1898,188,71.494,1.356,100,11,6,12052,1898,71.494
"7",7,"+1","ED SHEERAN","Thinking Out Loud",11855,305,1408,-8,79.554,1.747,52,2,7,11855,3319,79.554
"8",8,"-2","ARIANA GRANDE & THE WEEKND","Love Me Harder",11851,-390,-2818,-29,67.417,-2.029,113,45,3,15619,1751,93.102
"9",9,"=","SELENA GOMEZ","The Heart Wants What It Wants",10198,-166,-348,-249,64.471,-1.469,83,26,7,10523,2058,67.628
"10",10,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",7114,-196,-536,-124,32.51,-2.164,51,56,10,7777,2403,48.466
"11",11,"+1","LILLYWOOD & ROBIN SCHULZ","Prayer In C",6917,167,832,29,46.2,1.466,87,41,11,6917,1413,46.2
"12",12,"-1","ALESSO","Heroes",6822,-68,-154,-67,37.471,-0.229,142,48,11,7022,896,44.035
"13",13,"+1","PITBULL","Time Of Our Lives f/Ne-Yo",6636,178,820,65,39.869,1.354,61,13,13,6636,1390,39.869
"14",14,"-1","FALL OUT BOY","Centuries",6538,62,541,-35,33.842,0.313,133,10,13,6538,756,33.842
"15",15,"=","ELLA HENDERSON","Ghost",6440,49,383,-10,29.806,0.392,139,17,13,6440,1207,29.806
"16",16,"=","MAROON 5","Animals",6147,-141,-1427,110,37.782,-1.198,127,40,1,17381,3186,114.705
"17",17,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",5659,6,138,-66,30.231,-0.23,55,31,17,5669,1306,31.259
"18",18,"+1","TAYLOR SWIFT","Style",5179,301,1643,54,33.457,1.511,23,12,18,5179,1993,33.457
"19",19,"-1","ONEREPUBLIC","I Lived",5081,18,81,-40,23.504,0.148,75,35,18,5081,1083,23.504
"20",20,"=","CALVIN HARRIS","Blame f/John Newman",4585,-78,-927,140,36.253,-1.377,142,99,3,13993,1988,88.09
