"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13242,"-22",-682,"+8",84.131,"+0.012",134,"12",1,13951,1685,86.013
"2",2,"=","ADELE Someone Like You",12725,"-166",-676,"-138",83.866,"-1.531",95,"7",2,13563,2614,91.686
"3",3,"=","DAVID GUETTA Without You f/Usher",12182,"+105",924,"-66",70.981,"+0.619",75,"5",3,12182,1586,70.981
"4",4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",11799,"-114",-1102,"+42",83.574,"-0.017",124,"10",1,14127,1893,93.336
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11499,"+8",-13,"-43",67.537,"-0.277",149,"18",4,11548,1097,70.438
"6",6,"+1","RIHANNA We Found Love f/Calvin Harris",10205,"+280",1582,"+27",72.088,"+2.153",46,"3",6,10205,2184,72.088
"7",7,"-1","LMFAO Sexy And I Know It",10052,"+68",475,"-100",64.801,"+0.530",75,"4",6,10052,1530,64.801
"8",8,"=","FOSTER THE PEOPLE Pumped Up Kicks",8218,"-188",-1538,"+112",48.38,"-1.171",119,"9",3,12112,1356,70.246
"9",9,"=","DEV In The Dark",7830,"-39",-140,"-141",51.3,"-0.186",104,"41",8,8037,1224,51.486
"10",10,"=","JASON DERULO It Girl",6558,"+15",84,"+13",29.094,"+0.147",84,"22",10,6558,1048,29.094
"11",11,"=","KATY PERRY The One That Got Away",5979,"+76",1008,"-114",37.371,"+0.607",34,"16",11,5979,1631,37.371
"12",12,"+1","BRUNO MARS It Will Rain",5831,"+139",856,"+20",34.19,"+0.851",38,"--",12,5831,1337,34.19
"13",13,"+1","KELLY CLARKSON Mr. Know It All",5700,"+107",367,"+99",29.195,"+0.331",67,"32",13,5700,1093,29.195
"14",14,"-2","LMFAO Party Rock Anthem",5664,"-45",-679,"+59",36.119,"-0.805",183,"19",1,14043,1859,94.193
"15",15,"+1","FLO RIDA Good Feeling",5175,"+142",945,"-1",31.868,"+1.148",46,"6",15,5175,1207,31.868
"16",16,"-1","LADY GAGA You And I",5004,"-300",-2038,"-93",25.426,"-1.493",93,"44",7,7824,1553,44.474
"17",17,"+1","NICKI MINAJ Fly f/Rihanna",4676,"+57",353,"-40",25.139,"+0.063",53,"45",17,4676,987,25.139
"18",18,"-1","BAD MEETS EVIL Lighters f/Bruno Mars",4522,"-128",-764,"-70",28.688,"-0.982",137,"106",2,11835,1599,78.403
"19",19,"=","BRITNEY SPEARS Criminal",3412,"-10",65,"+2",16.213,"-0.115",50,"66",19,3422,669,17.372
"20",20,"=","ALEXANDRA STAN Mr. Saxobeat",3158,"-101",-789,"-11",30.486,"-1.006",109,"148",18,4585,673,38.816
"21",21,"=","SELENA GOMEZ & THE SCENE Love You Like A...",3124,"+75",343,"+52",15.953,"+0.198",79,"58",21,3124,366,15.953
"22",22,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2697,"+95",529,"-4",17.469,"+0.636",33,"11",22,2697,637,17.469
"23",23,"=","GAVIN DEGRAW Not Over You",2412,"+78",475,"+24",11.271,"+0.507",77,"51",23,2412,475,11.271
"24",24,"=","JESSIE J Domino",2118,"+37",285,"-19",10.247,"+0.420",55,"55",24,2118,335,10.247
"25",25,"=","LADY ANTEBELLUM Just A Kiss",2053,"+64",415,"+8",8.39,"+0.345",50,"33",25,2053,415,8.39
"26",26,"=","ANDY GRAMMER Keep Your Head Up",1885,"-74",-822,"+69",8.813,"-0.428",137,"156",21,3215,355,13.959
"27",27,"=","DRAKE Headlines",1803,"+69",190,"+25",13.336,"+0.736",25,"35",27,1803,618,13.336
"28",28,"+3","BREATHE CAROLINA Blackout",1581,"+64",257,"+44",6.692,"+0.501",77,"118",28,1581,257,6.692
"29",29,"+1","HOT CHELLE RAE I Like It Like That f/New...",1550,"+21",47,"+5",6.425,"+0.000",41,"73",29,1550,407,6.476
"30",30,"+2","NICKELBACK When We Stand Together",1540,"+25",174,"+10",5.365,"+0.097",39,"64",30,1540,457,5.365
"31",31,"-2","NICOLE SCHERZINGER Don't Hold Your Breat...",1526,"-26",-11,"-42",4.768,"-0.045",45,"181",29,1562,446,5.007
"32",32,"-4","THE SCRIPT Nothing",1473,"-118",-875,"+59",8.208,"-0.724",103,"70",18,4360,722,20.667
"33",33,"=","JENNIFER LOPEZ Papi",1421,"-22",105,"-111",5.99,"-0.072",33,"260",33,1443,488,6.062
"34",34,"=","FRAY Heartbeat",1393,"+91",677,"+16",5.755,"+0.430",14,"277",34,1393,677,5.755
"35",35,"=","RIHANNA Cheers (Drink To That)",1093,"-17",-255,"+63",6.206,"-0.152",105,"62",10,8085,1594,43.942
"36",36,"+1","OUTASIGHT Tonight Is The Night",1047,"+47",459,"-30",4.77,"+0.268",9,"129",36,1047,500,4.77
"37",37,"-1","BEYONCE Countdown",1046,"+16",209,"+6",3.641,"+0.103",26,"89",36,1046,255,3.641
"38",38,"=","J. COLE Workout",1043,"+52",356,"+17",11.583,"+0.886",17,"40",37,1043,367,11.583
"39",39,"=","PITBULL F/CHRIS BROWN International Love",949,"+48",418,"+6",6.618,"+0.346",7,"135",39,949,418,6.618
"40",40,"+1","JAY Z & KANYE WEST N***** In Paris",744,"+68",345,"+13",4.633,"+0.419",4,"26",40,744,345,4.633
"41",41,"-1","COLDPLAY Paradise",743,"-47",-11,"-71",2.367,"-0.141",27,"455",38,892,255,2.679
"42",42,"+3","AVRIL LAVIGNE Wish You Were Here",686,"+53",198,"+46",2.191,"+0.160",4,"--",42,686,198,2.191
"43",43,"-1","WE THE KINGS Say You Like Me",676,"+11",51,"+13",1.587,"+0.035",52,"--",42,676,320,1.587
"44",44,"=","TAIO CRUZ Hangover f/Flo Rida",647,"+12",106,"-17",2.006,"-0.010",13,"383",44,647,194,2.016
"45",45,"+1","THE CAB Bad",578,"+4",26,"+0",1.117,"+0.040",23,"615",45,578,106,1.117
"46",46,"-3","ENRIQUE IGLESIAS I Like How It Feels",568,"-75",-469,"-18",1.552,"-0.237",39,"458",37,1222,322,5.77
"47",47,"+1","DAUGHTRY Crawling Back To You",546,"+5",33,"+1",1.662,"-0.008",13,"184",47,546,134,1.67
"48",48,"--","LADY GAGA Marry The Night",530,"--",414,"--",6.169,"--",1,"579",48,530,414,6.169
"49",49,"=","COLBIE CAILLAT Brighter Than The Sun",520,"+14",93,"-4",1.674,"-0.003",4,"103",49,520,106,1.677
"50",50,"-3","LLOYD Dedication To My Ex...",508,"-36",-494,"+46",2.162,"-0.127",68,"478",29,1808,315,6.04
