"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","CARLY RAE JEPSEN Call Me Maybe",14560,-2,888,-185,111.144,-0.086,97,"1",1,14562,1711,111.23
"2",2,"=","GOTYE Somebody That I Used To Know",13429,2,-442,85,100.956,-0.044,107,"3",1,14242,2018,106.819
"3",3,"=","MAROON 5 Payphone f/Wiz Khalifa",13059,151,1282,-14,91.031,0.629,61,"4",3,13059,3415,91.031
"4",4,"=","ONE DIRECTION What Makes You Beautiful",11353,-117,-429,-76,78.788,-0.524,108,"10",3,11838,1579,80.433
"5",5,"=","NICKI MINAJ Starships",9844,-206,-1234,-85,74.659,-0.965,123,"24/46",3,12071,1834,87.938
"6",6,"=","FUN. We Are Young f/Janelle Monae",9359,-159,-1308,36,67.276,-1.193,115,"16",1,14439,2738,110.772
"7",7,"+1","RIHANNA Where Have You Been",8569,151,898,21,67.104,1.001,62,"8",7,8569,1884,67.104
"8",8,"-1","FLO RIDA Wild Ones f/Sia",8396,-105,-644,-15,66.613,-1.2,133,"14",2,12595,1940,93.589
"9",9,"=","USHER Scream",7694,44,163,32,52.404,0.33,51,"--",9,7694,2323,52.502
"10",10,"=","JUSTIN BIEBER Boyfriend",7609,-7,-23,-13,49.464,-0.618,82,"9",9,7937,4726,51.515
"11",11,"=","WANTED Glad You Came",7442,-58,-471,11,58.832,0.103,160,"28",1,13712,1363,101.962
"12",12,"=","KARMIN Broken Hearted",7287,0,14,9,44.802,0.075,118,"15",10,7320,936,47.276
"13",13,"=","ELLIE GOULDING Lights",7237,104,867,14,50.349,0.385,127,"11",13,7237,867,50.349
"14",14,"=","KATY PERRY Wide Awake",6787,154,1265,-30,49.035,0.739,25,"2",14,6787,2824,49.035
"15",15,"=","PITBULL Back In Time",6117,1,413,-34,40.415,0.788,79,"7",14,6117,925,40.415
"16",16,"=","DAVID GUETTA Titanium f/Sia",5981,96,570,-2,42.591,1.266,69,"12",16,5981,987,42.591
"17",17,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",5378,40,300,-15,33.961,0.025,47,"20",17,5378,1441,33.961
"18",18,"=","TRAIN Drive By",4446,-212,-1178,-133,27.699,-1.053,153,"26",13,6123,601,36.311
"19",19,"=","KATY PERRY Part Of Me",4293,-68,-593,18,30.333,-0.417,124,"60",3,12039,3625,78.553
"20",20,"=","DEMI LOVATO Give Your Heart A Break",3920,11,199,-6,28.559,0.352,108,"27",20,3920,665,28.559
"21",21,"=","ONE DIRECTION One Thing",3702,98,851,6,19.89,0.433,41,"34",21,3702,975,19.89
"22",22,"=","CALVIN HARRIS Let's Go f/Ne-Yo",3471,2,560,-107,26.345,0.44,49,"51",22,3471,836,26.345
"23",23,"+1","HAVANA BROWN We Run The Night f/Pitbull",3208,26,330,3,24.602,0.092,125,"39",23,3208,330,24.602
"24",24,"-1","ADELE Rumour Has It",3156,-78,-750,95,21.719,-1.166,104,"62",8,8497,1514,56.313
"25",25,"=","CALVIN HARRIS Feel So Close",2959,-78,-909,38,22.559,0.083,128,"31",7,8145,1329,55.352
"26",26,"=","RITA ORA How We Do (Party)",2932,59,334,29,15.995,0.432,51,"48",25,2932,620,15.995
"27",27,"=","B.O.B Both Of Us f/Taylor Swift",2131,108,527,90,11.858,0.345,34,"45",27,2131,536,11.858
"28",28,"=","KIRKO BANGZ Drank In My Cup",1847,14,42,7,10.333,0.164,74,"71",28,1847,312,10.333
"29",29,"+1","CHER LLOYD Want U Back",1808,144,615,107,10.852,0.812,35,"43",29,1808,615,10.852
"30",30,"-1","THE WANTED Chasing The Sun",1751,36,166,21,12.88,0.254,43,"55",29,1751,423,12.88
"31",31,"=","NEON TREES Everybody Talks",1670,16,182,-10,9.475,-0.066,68,"17",30,1670,240,9.541
"32",32,"+1","JASON MRAZ I Won't Give Up",1404,50,276,29,7.147,0.35,62,"23",32,1404,276,7.147
"33",33,"-1","GROUPLOVE Tongue Tied",1390,9,141,20,8.749,-0.198,53,"50",31,1390,284,8.947
"34",34,"=","DRAKE The Motto f/Lil Wayne",1132,-29,-82,-20,13.243,-0.397,118,"52",25,2047,321,19.147
"35",35,"=","OUTASIGHT Now Or Never",937,24,131,1,3.013,0.14,37,"--",35,937,206,3.013
"36",36,"=","COLDPLAY Paradise",860,-28,-74,-25,5.751,-0.086,87,"59",35,943,255,5.988
"37",37,"=","SAMMY ADAMS Only One",821,21,69,12,3.795,0.123,28,"376",37,821,230,3.795
"38",38,"+2","FLO RIDA Whistle",660,54,290,22,4.235,0.274,11,"61",38,660,290,4.235
"39",39,"=","KELLY CLARKSON Dark Side",651,44,354,-27,3.342,0.326,7,"239",39,651,406,3.342
"40",40,"-2","ALEX CLARE Too Close",639,7,159,-13,1.677,0.033,18,"42",38,639,194,1.677
"41",41,"=","LINKIN PARK Burn It Down",543,41,217,32,1.592,0.138,10,"67",41,543,217,1.592
"42",42,"+2","SEAN KINGSTON Back 2 Life (Live It Up) f...",477,32,261,-7,2.639,0.292,6,"362",42,477,305,2.639
"43",43,"=","CHIDDY BANG Mind Your Manners f/Icona Po...",471,15,47,9,1.347,0.003,24,"--",41,471,99,1.347
"44",44,"+1","BREATHE CAROLINA Hit And Run",452,20,249,-15,0.777,0.033,4,"--",44,452,272,0.777
"45",45,"+1","JAY SEAN I'm All Yours f/Pitbull",436,6,36,-9,0.928,-0.02,16,"--",42,436,205,0.948
"46",46,"-4","CHRIS RENE Young Homie",434,-31,-379,38,1.941,-0.143,97,"172",25,1933,226,8.787
"47",47,"+2","FUN. Some Nights",405,11,108,-8,2.309,0.048,6,"32",47,405,116,2.309
"48",48,"-1","THE CAB La La",404,-7,6,-11,0.947,-0.037,70,"--",43,412,82,0.995
