"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TAYLOR SWIFT","Wildest Dreams",18381,"-170",-421,"-137",109.39,"-0.348",69,"12",1,18848,3531,112.715
"2",2,"=","SHAWN MENDES","Stitches",17516,"+61",627,"-82",105.635,"+0.670",166,"9",2,17516,2130,105.635
"3",3,"=","THE WEEKND","The Hills",16671,"-241",-716,"-183",101.814,"-0.791",94,"14",2,17451,2705,105.256
"4",4,"=","JUSTIN BIEBER","What Do You Mean?",15899,"-405",-1761,"-332",98.47,"-2.659",68,"10",1,18691,5900,114.523
"5",5,"=","DRAKE","Hotline Bling",12310,"+293",1941,"+1",73.902,"+1.555",51,"3",5,12310,2189,73.902
"6",6,"=","ONE DIRECTION","Drag Me Down",10310,"-37",-59,"-57",52.083,"-0.328",96,"31",5,10402,3358,53.211
"7",7,"=","ELLIE GOULDING","On My Mind",10041,"+38",751,"-143",56.486,"+0.476",48,"15",7,10041,3457,56.486
"8",8,"=","X AMBASSADORS","Renegades",9568,"+117",293,"+76",48.413,"+0.004",86,"21",8,9568,1573,48.458
"9",9,"=","ALESSIA CARA","Here",9292,"+226",1287,"+75",54.465,"+1.472",108,"11",9,9292,1287,54.465
"10",10,"=","ELLE KING","Ex's and Oh's",9245,"+205",1189,"+27",55.249,"+1.313",82,"6",10,9245,1189,55.249
"11",11,"+1","SELENA GOMEZ","Same Old Love",8775,"+230",1290,"+88",50.334,"+2.331",50,"13",11,8775,1534,50.334
"12",12,"-1","R. CITY","Locked Away f/Adam Levine",8446,"-262",-1772,"+121",51.288,"-1.035",117,"19",1,17400,2155,103.625
"13",13,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",7708,"-201",-1476,"+90",54.026,"-0.819",135,"61",1,18426,4663,107.401
"14",14,"=","MACKLEMORE & RYAN LEWIS","Downtown",7447,"-389",-1242,"-376",31.943,"-2.247",69,"18/64",8,8714,3957,42.27
"15",15,"=","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",7380,"+8",151,"-98",48.178,"-0.569",101,"35",15,7390,1033,48.997
"16",16,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",6919,"+161",1230,"+40",35.327,"+0.819",128,"5",16,6919,1248,35.327
"17",17,"+1","ADELE","Hello",6627,"+647",3528,"+27",44.773,"+2.972",12,"1",17,6627,4698,44.773
"18",18,"-1","DEMI LOVATO","Confident",6420,"+112",1009,"-4",33.285,"+0.333",34,"24",17,6420,1761,33.285
"19",19,"=","JUSTIN BIEBER","Sorry",5708,"+367",2519,"-231",35.564,"+1.609",13,"2",19,5708,3902,35.564
"20",20,"=","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",5028,"+106",479,"+23",24.579,"+0.348",35,"43",19,5028,1343,24.579
"21",21,"=","FETTY WAP","679 f/Remy Boyz...",3765,"+80",673,"-46",21.383,"+0.350",59,"16",21,3765,769,21.383
