"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","KATY PERRY","Dark Horse",17485,"+30",233,"-48",123.167,"+0.230",92,"2",1,17485,2780,123.167
2,"=","ELLIE GOULDING","Burn",13771,"-185",-718,"-106",88.714,"-0.745",139,"27",2,14810,1623,95.425
3,"=","LORDE","Team",13672,"+216",1471,"+83",90.049,"+0.128",91,"8",3,13672,1641,90.049
4,"+1","ONE DIRECTION","Story Of My Life",12896,"+17",132,"-25",79.709,"+0.118",115,"23",4,12896,1527,82.164
5,"-1","ONEREPUBLIC","Counting Stars",12658,"-327",-2123,"-152",92.817,"-1.994",133,"14",1,16524,2609,113.696
6,"=","PITBULL","Timber f/Ke$ha",11279,"-339",-2158,"-15",80.917,"-1.800",131,"7",1,16901,2001,117.778
7,"=","BASTILLE","Pompeii",10948,"+98",986,"-114",77.577,"+0.859",106,"6",7,10948,1308,77.577
8,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",10483,"+34",266,"+14",64.376,"+0.938",92,"9",7,10483,1506,64.376
9,"=","JASON DERULO","Talk Dirty f/2 Chainz",10173,"+177",1156,"+33",63.358,"+1.364",55,"4",9,10173,2775,63.358
10,"=","PHARRELL WILLIAMS","Happy",9343,"+277",1794,"-12",70.061,"+1.964",35,"1",10,9343,2386,70.061
11,"=","PASSENGER","Let Her Go",8141,"-296",-1284,"-185",46.62,"-1.641",146,"11",7,9912,1223,59.781
12,"=","EMINEM","The Monster f/Rihanna",8045,"-152",-894,"+66",60.36,"-0.838",116,"31",1,16414,2904,117.022
13,"=","BRUNO MARS","Young Girls",7672,"+59",555,"-42",43.998,"+0.044",71,"44",12,7672,938,43.998
14,"=","JOHN NEWMAN","Love Me Again",6655,"-29",179,"-24",32.589,"-0.189",141,"34",13,6684,697,35.821
15,"=","ALOE BLACC","The Man",6310,"+85",966,"-121",35.395,"+0.697",31,"5",15,6310,1722,35.395
16,"=","MILEY CYRUS","Adore You",5579,"-119",-261,"-136",25.7,"-0.432",58,"21",15,5927,1542,27.855
17,"=","CASH CASH","Take Me Home f/Bebe Rexha",5554,"+105",405,"+54",31.135,"+0.588",97,"62",17,5554,1074,31.326
18,"=","DEMI LOVATO","Neon Lights",5491,"+79",452,"-16",30.607,"-0.011",86,"24",18,5491,671,30.618
19,"=","AVICII","Hey Brother",4895,"+60",723,"-25",27.664,"+0.422",79,"16",19,4895,789,27.664
20,"=","ZENDAYA","Replay",4660,"-3",213,"-89",19.934,"+0.109",128,"40",20,4663,472,19.934
21,"+1","AMERICAN AUTHORS","Best Day Of My Life",3973,"+85",559,"-1",19.149,"+0.711",75,"15",21,3973,746,19.149
22,"-1","ZEDD","Stay The Night f/H. Williams",3862,"-79",-1016,"+161",26.678,"-0.619",146,"88",5,10105,1238,64.483
23,"+1","SHAKIRA F/RIHANNA","Can't Remember To Forget You",3691,"+27",400,"-19",19.211,"+0.189",40,"46",23,3691,1848,20.193
24,"-1","CALVIN HARRIS","Thinking About You",3673,"+4",-88,"-32",18.645,"-0.157",113,"186",22,3761,605,22.25
25,"=","BEYONCE","Drunk In Love f/Jay Z",3444,"+158",1128,"-15",22.393,"+0.600",34,"10",25,3444,1231,22.393
26,"=","MARTIN GARRIX","Animals",3198,"+61",761,"-17",26.79,"+0.114",83,"32",26,3198,778,26.79
27,"=","KID INK","Show Me f/Chris Brown",3090,"+99",644,"+45",20.295,"+0.391",48,"22",27,3090,644,20.295
28,"+1","JOHN LEGEND","All Of Me",3046,"+223",1270,"+67",25.005,"+1.274",24,"3",28,3046,1270,25.005
29,"-1","THE 1975","Chocolate",2892,"-36",-97,"-51",12.902,"-0.110",90,"69",25,2989,389,13.87
30,"=","NAUGHTY BOY","La La La f/Sam Smith",2332,"+52",444,"-39",9.015,"+0.506",41,"112",30,2332,585,9.015
31,"=","SARA BAREILLES","Brave",2136,"-135",-795,"-46",12.033,"-0.616",174,"41",21,3348,380,19.453
32,"+1","MKTO","Classic",1747,"+29",207,"+10",5.551,"+0.059",83,"61",32,1747,209,5.551
33,"-1","MACKLEMORE & RYAN LEWIS","White Walls f/ScHoolboy Q",1689,"-39",-383,"+122",10.193,"-0.273",161,"85",12,7258,764,39.457
34,"=","LADY GAGA","Do What U Want f/R. Kelly",1436,"-94",-1168,"+164",7.582,"-0.436",116,"120",7,9983,1408,60.79
35,"=","NONONO","Pumpin Blood",1340,"+12",144,"+11",5.059,"+0.001",74,"269",34,1340,237,5.059
36,"=","DJ SNAKE & LIL JON","Turn Down For What",1279,"+7",172,"+0",6.96,"+0.226",34,"12",36,1279,353,6.96
37,"=","AUSTIN MAHONE","Mmm Yeah f/Pitbull",1241,"+44",394,"+20",4.423,"+0.145",18,"140",37,1241,458,4.423
38,"+1","PARAMORE","Ain't It Fun",955,"+19",208,"-35",6.473,"+0.340",14,"147",38,955,554,6.473
39,"+1","DISCLOSURE","Latch f/Sam Smith",891,"+31",144,"+10",5.665,"+0.241",20,"110",39,891,331,5.665
40,"-2","CHRIS WALLACE","Keep Me Crazy",824,"-149",-516,"-121",2.722,"-0.379",171,"--",31,1461,138,4.169
41,"=","ENRIQUE IGLESIAS","I'm A Freak f/Pitbull",810,"+24",-18,"+43",2.576,"-0.208",32,"255",37,888,349,4.591
42,"+1","KARMIN","I Want It All",769,"+19",166,"+2",2.138,"+0.013",20,"--",42,769,311,2.179
43,"-1","CAMRYN","LoveSick",736,"-15",33,"-8",1.128,"-0.015",60,"--",39,758,125,1.148
44,"=","DAUGHTRY","Waiting For Superman",703,"+4",73,"-8",2.089,"-0.010",33,"72",41,703,191,2.154
45,"=","ICONA POP","Just Another Night",674,"+11",87,"-2",1.85,"+0.071",21,"--",44,674,159,1.85
46,"=","THE CHAINSMOKERS","#Selfie",650,"+91",487,"+49",5.518,"+0.608",5,"55",46,650,487,5.518
47,"=","NEON TREES","Sleeping With A Friend",544,"+5",72,"-23",2.81,"+0.070",17,"139",46,544,157,2.81
48,"=","EMINEM","Headlights",494,"+30",197,"+18",4.307,"+0.091",7,"210",48,494,197,4.307
49,"=","B.O.B","John Doe f/Priscilla",423,"+25",202,"-7",3.22,"+0.011",4,"--",49,423,245,3.22
50,"--","TIESTO","Red Lights",413,"--",203,"--",3.964,"--",1,"--",50,413,203,3.964
