"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PITBULL Give Me Everything f/Ne-Yo",13933,-48,-301,-84,93.539,-0.645,69,"6",1,14233,1811,95.596
"2",2,"=","LMFAO Party Rock Anthem",13256,97,755,-51,88.125,1.096,69,"1/99",2,13256,1859,88.125
"3",3,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13043,228,1569,-91,81.625,1.588,52,"2",3,13043,2322,81.625
"4",4,"=","LADY GAGA The Edge Of Glory",11547,-19,-78,7,67.884,0.745,69,"13",3,11672,2193,67.884
"5",5,"=","ADELE Rolling In The Deep",11289,-190,-1017,-94,74.223,-1.951,69,"7",1,14295,2273,96.15
"6",6,"=","NICKI MINAJ Super Bass",8345,100,600,3,53.225,0.492,69,"5",6,8345,1188,53.225
"7",7,"=","LUPE FIASCO The Show Goes On",7780,-145,-979,-99,46.508,-0.804,69,"37",6,8825,1043,53.459
"8",8,"=","ONEREPUBLIC Good Life",7779,147,554,165,43.432,0.592,69,"8",8,7779,898,43.432
"9",9,"=","HOT CHELLE RAE Tonight Tonight",7711,82,618,18,41.228,0.699,69,"4",9,7711,838,41.228
"10",10,"=","JASON DERULO Don't Wanna Go Home",7286,17,12,29,37.636,0.494,67,"18",9,7292,1463,37.775
"11",11,"=","BLACK EYED PEAS Just Can't Get Enough",6694,-109,-759,6,46.973,-1.254,69,"40",2,13366,715,84.474
"12",12,"+1","BRITNEY SPEARS I Wanna Go",6525,190,1194,85,41.431,0.916,35,"12",12,6525,1768,41.431
"13",13,"-1","KATY PERRY E.T.",6359,-95,-1085,34,45.315,-1.045,69,"45/85",1,14624,0,96.745
"14",14,"=","BRUNO MARS Lazy Song",5468,-210,-1216,-168,26.337,-1.178,69,"23",3,11422,1054,61.587
"15",15,"=","BRITNEY SPEARS Till The World Ends",4741,-135,-755,-39,33.278,-0.157,69,"54",3,11896,966,75.819
"16",16,"+1","LIL WAYNE How To Love",4424,141,1140,-46,24.465,0.875,44,"3",16,4424,1328,24.465
"17",17,"-1","NICOLE SCHERZINGER Right There",4389,42,159,76,19.968,0.06,53,"28",16,4389,720,21.085
"18",18,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4244,56,262,-1,22.612,0.308,69,"30",17,4244,615,22.612
"19",19,"-1","THE BAND PERRY If I Die Young",4239,29,284,-48,22.818,0.364,69,"15",17,4239,655,22.818
"20",20,"=","BEYONCE Best Thing I Never Had",3973,87,472,27,19.741,0.247,41,"21",20,3973,856,19.741
"21",21,"=","RIHANNA California King Bed",3853,30,53,54,15.479,0.081,64,"32",19,3856,616,16.018
"22",22,"=","CHRIS BROWN She Ain't You",3070,61,384,31,15.317,0.297,58,"46",22,3070,635,15.317
"23",23,"=","BAD MEETS EVIL Lighters f/Bruno Mars",2952,228,1315,100,17.841,1.328,23,"10",23,2952,1315,17.841
"24",24,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2530,55,295,50,13.715,0.468,44,"63",23,2530,569,13.715
"25",25,"=","MAROON 5 Never Gonna Leave This Bed",2210,-41,-184,-33,9.665,-0.183,69,"88",23,2433,312,10.24
"26",26,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",1782,80,454,50,9.989,0.733,35,"48",26,1782,454,9.989
"27",27,"+1","AVRIL LAVIGNE Smile",1668,36,125,19,6.574,0.171,51,"65",27,1668,226,6.574
"28",28,"-2","TAYLOR SWIFT The Story Of Us",1600,-122,-1078,34,8.251,-0.612,69,"115",21,3295,587,17.303
"29",29,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1578,-4,-699,177,16.472,-0.193,69,"47",18,4031,605,23.761
"30",30,"+1","IYAZ Pretty Girls",1481,23,203,14,5.638,0.076,44,"121",30,1481,271,5.638
"31",31,"+1","COLDPLAY Every Teardrop Is A Waterfall",1430,38,256,3,6.709,0.232,24,"62",31,1430,446,6.709
"32",32,"+1","BLACK EYED PEAS Don't Stop The Party",1412,52,392,17,5.808,0.431,17,"272",32,1412,492,5.808
"33",33,"+1","T-PAIN Best Love Song f/Chris Brown",1333,-18,-37,11,7.234,-0.187,67,"31",33,1399,260,7.852
"34",34,"-4","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1304,-202,-1267,25,7.932,-0.6,67,"68",18,3879,864,21.943
"35",35,"+2","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1263,70,583,-8,7.211,0.25,10,"39",35,1263,591,7.211
"36",36,"-1","WIZ KHALIFA Roll Up",1237,-98,-858,83,6.277,-0.459,69,"69",14,5043,725,26.478
"37",37,"-1","SELENA GOMEZ & THE SCENE Who Says",1188,-72,-898,111,7.024,0.114,69,"38",17,4559,707,27.282
"38",38,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1124,31,240,-15,4.378,0.107,20,"72",38,1124,380,4.378
"39",39,"+1","PITBULL Rain Over Me",1121,98,573,68,10.048,0.583,9,"230",39,1121,573,10.048
"40",40,"-1","BIG SEAN My Last f/Chris Brown",1051,16,118,-5,6.457,0.195,44,"78",39,1051,169,6.457
"41",41,"=","AFROJACK Take Over Control f/Eva Simons",990,30,189,39,11.162,0.534,29,"86",41,990,234,11.162
"42",42,"=","ANDY GRAMMER Keep Your Head Up",935,16,95,-9,3.095,0.007,23,"70",42,935,280,3.095
"43",43,"+1","ALL TIME LOW I Feel Like Dancin�",874,-1,3,-7,2.297,-0.032,30,"--",41,881,294,2.442
"44",44,"-1","CEE LO GREEN Bright Lights Bigger City",862,-31,-170,-19,2.376,-0.183,50,"175",37,1044,170,3.418
"45",45,"=","KELLY ROWLAND Motivation f/Lil Wayne",809,29,162,5,2.459,0.023,14,"35",45,809,248,2.483
"46",46,"=","FOSTER THE PEOPLE Pumped Up Kicks",758,60,317,40,4.101,0.352,5,"26",46,758,317,4.101
"47",47,"=","CODY SIMPSON On My Mind",585,2,34,-22,1.701,-0.017,29,"372",47,585,104,1.799
"48",48,"=","JOE JONAS See No More",571,8,83,9,2.502,0.085,5,"237",48,571,157,2.502
"49",49,"=","MATT NATHANSON Faster",536,7,39,-11,1.683,-0.009,7,"256",49,536,166,1.731
"50",50,"=","TRAIN Save Me San Francisco",481,-11,-50,-19,1.957,-0.042,46,"128",44,551,92,2.229
