"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FLO RIDA","Whistle",12109,"-46",152,"-175",74.772,"-0.770",104,"7",1,12179,1412,76.089
"2",2,"=","PINK","Blow Me (One Last Ki...",11826,"+158",1090,"-7",77.37,"+0.878",75,"13/82",2,11826,2737,77.37
"3",3,"=","DEMI LOVATO","Give Your Heart A Br...",11002,"-141",-859,"-150",72.868,"-0.864",201,"29",1,11880,1256,80.294
"4",4,"=","NEON TREES","Everybody Talks",10739,"+113",830,"+30",65.643,"-0.161",161,"11",4,10739,1632,66.269
"5",5,"+1","MAROON 5","One More Night",10120,"+181",1494,"+92",70.362,"+0.903",61,"3",5,10120,1494,70.362
"6",6,"-1","ELLIE GOULDING","Lights",9694,"-262",-1436,"-256",75.733,"-2.205",220,"37",1,13999,1482,101.262
"7",7,"=","OWL CITY & CARLY RAE...","Good Time",9328,"+131",893,"+30",64.319,"+1.217",83,"8",7,9328,1961,64.319
"8",8,"=","JUSTIN BIEBER","As Long As You Love ...",9133,"+130",944,"-37",66.508,"+1.177",74,"9",8,9133,1300,66.508
"9",9,"=","KATY PERRY","Wide Awake",8473,"-174",-1484,"-68",55.461,"-1.317",118,"31",1,14124,2824,100.029
"10",10,"=","DAVID GUETTA","Titanium f/Sia",8185,"-321",-1793,"-292",61.247,"-1.699",162,"30",3,11268,1091,79.723
"11",11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",8025,"+56",526,"-73",53.423,"+0.628",34,"2",11,8025,4592,53.423
"12",12,"=","FUN.","Some Nights",7374,"+132",970,"+59",46.958,"+1.031",99,"4",12,7374,1097,46.958
"13",13,"=","ALEX CLARE","Too Close",6581,"+228",1142,"+155",43.098,"+0.947",111,"5",13,6581,1142,43.098
"14",14,"=","NICKI MINAJ","Pound The Alarm",6255,"+25",464,"-116",42.422,"+1.008",63,"21",13,6255,1036,42.422
"15",15,"=","CHRIS BROWN","Don't Wake Me Up",5099,"+74",667,"+1",39.027,"+0.713",92,"18",15,5099,982,39.027
"16",16,"=","CHER LLOYD","Want U Back",4840,"-160",-1489,"-21",25.586,"-0.698",128,"16",9,8069,1103,45.503
"17",17,"+1","KARMIN","Hello",4197,"+59",425,"-112",24.327,"+0.458",41,"54",17,4197,1012,24.327
"18",18,"-1","CALVIN HARRIS","Let's Go f/Ne-Yo",4152,"-216",-1561,"-41",27.697,"-1.354",142,"61",5,9398,1254,61.384
"19",19,"=","ENRIQUE IGLESIAS","Finally Found You f/...",3783,"+203",1586,"-78",26.544,"+1.113",19,"--",19,3783,1803,26.544
"20",20,"=","JASON MRAZ","I Won't Give Up",3365,"-107",-394,"-101",24.915,"-0.037",155,"20",20,3773,443,26.174
"21",21,"+1","TRAIN","50 Ways To Say Goodb...",3201,"+66",359,"-34",17.864,"+0.445",44,"14",21,3201,717,17.864
"22",22,"+1","DAVID GUETTA","I Can Only Imagine f...",3061,"+61",428,"-74",19.933,"+0.497",50,"67",22,3061,589,19.933
"23",23,"+1","NE-YO","Let Me Love You",3002,"+79",616,"-23",22.558,"+1.046",39,"23",23,3002,639,22.558
"24",24,"+1","KELLY CLARKSON","Dark Side",2737,"-158",-822,"-197",16.569,"-0.558",100,"57",20,3559,493,18.412
"25",25,"+1","LINKIN PARK","Burn It Down",2463,"+53",475,"+21",10.419,"+0.295",103,"74",25,2463,475,10.419
"26",26,"+1","OLLY MURS","Heart Skips A Beat",2325,"-27",72,"-104",12.796,"-0.140",66,"87",26,2352,401,12.936
"27",27,"+1","CONOR MAYNARD","Vegas Girl",1833,"+62",271,"+10",8.694,"+0.498",51,"134",27,1833,280,8.694
"28",28,"+1","PSY","Gangnam Style",1791,"+276",1257,"+207",15.406,"+2.077",8,"1",28,1791,1257,15.406
"29",29,"+4","USHER","Numb",1530,"+151",726,"+117",6.947,"+0.624",15,"357",29,1530,726,6.947
"30",30,"+1","ONEREPUBLIC","Feel Again",1523,"+98",738,"+27",7.278,"+0.548",11,"59",30,1523,738,7.278
"31",31,"+1","PHILLIP PHILLIPS","Home",1430,"+16",163,"-33",7.658,"+0.210",68,"10",30,1430,311,7.658
"32",32,"+2","ED SHEERAN","The A Team",1142,"+8",185,"-24",7.381,"-0.042",29,"55",32,1142,213,7.423
"33",33,"+4","CHRISTINA AGUILERA","Your Body",1141,"+173",1141,"+173",12.626,"+1.400",3,"120",33,1141,1141,12.626
