"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","SELENA GOMEZ","Same Old Love",18827,"+177",1328,"+150",119.674,"+2.057",118,"14/58",1,18827,1774,119.674
2,"=","JUSTIN BIEBER","Sorry",18555,"+128",347,"+220",123.302,"+1.133",81,"4",1,19494,3902,127.324
3,"=","ALESSIA CARA","Here",16653,"+304",1356,"+412",98.264,"+1.984",176,"23",3,16653,1467,98.324
4,"=","ADELE","Hello",14713,"-291",-1707,"-194",102.695,"-1.065",80,"3",1,19167,4705,124.831
5,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",13108,"+82",277,"+111",76.867,"+1.200",196,"15",5,13735,1275,83.171
6,"=","THE WEEKND","In The Night",13099,"+420",1883,"+413",77.139,"+3.017",60,"26",6,13099,3011,77.139
7,"+1","JUSTIN BIEBER","Love Yourself",11266,"+538",3357,"+454",79.323,"+3.644",38,"1",7,11266,3357,79.323
8,"-1","ELLIE GOULDING","On My Mind",10540,"-295",-1753,"+4",68.943,"-0.906",116,"35",4,14332,3457,82.642
9,"=","THE CHAINSMOKERS","Roses f/Rozes",10107,"+397",1835,"+377",57.816,"+2.642",106,"6",9,10107,1835,57.816
10,"=","TWENTY ONE PILOTS","Stressed Out",9857,"+390",1969,"+369",60.57,"+3.625",57,"2",10,9857,1969,60.57
11,"=","DEMI LOVATO","Confident",8898,"+103",324,"+94",48.443,"+1.018",102,"25",9,9049,1761,48.443
12,"+1","ONE DIRECTION","Perfect",8635,"+170",572,"+148",42.552,"+1.171",85,"18",10,8635,1211,42.552
13,"+1","DAYA","Hide Away",8525,"+233",781,"+320",47.583,"+2.131",148,"12",12,8525,851,47.583
14,"+2","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7144,"+173",873,"+76",37.262,"+1.790",48,"7",14,7144,1989,37.262
15,"=","DRAKE","Hotline Bling",7093,"+49",-426,"+149",42.388,"+0.667",119,"16",2,16016,2377,99.499
16,"+1","TAYLOR SWIFT","Wildest Dreams",6032,"+27",-677,"+115",40.98,"+0.345",137,"33",1,18848,3531,112.715
17,"+1","ADELE","When We Were Young",5894,"+383",1655,"+185",31.856,"+2.154",26,"21",17,5894,1655,31.856
18,"+1","DNCE","Cake By The Ocean",5727,"+251",870,"+187",27.227,"+1.707",103,"17",18,5727,870,27.227
19,"+1","JUSTIN BIEBER","What Do You Mean?",5137,"-63",-353,"-241",45.455,"-0.168",136,"19",1,18691,5900,114.523
20,"+3","CHARLIE PUTH","One Call Away",4579,"+171",524,"+138",20.387,"+1.361",63,"9",20,4579,819,20.387
21,"=","GWEN STEFANI","Used To Love You",4539,"-16",-289,"-97",18.296,"+0.298",74,"53",19,5224,1038,22.087
22,"+2","FALL OUT BOY","Irresistible f/Demi Lovato",4095,"+99",274,"+37",16.983,"+0.473",75,"48",22,4095,560,16.983
23,"+2","FLO RIDA","My House",3998,"+254",886,"+242",18.595,"+2.057",84,"5",23,3998,886,18.595
24,"+2","JASON DERULO","Get Ugly",3257,"+60",442,"+28",13.722,"+0.401",29,"76",24,3257,1110,13.722
25,"+2","TORI KELLY","Hollow",3106,"+69",239,"+59",11.441,"+0.586",64,"131",25,3106,501,11.441
26,"+3","TAYLOR SWIFT","Out Of The Woods",2778,"+401",2101,"+339",19.211,"+1.953",8,"60",26,2778,2101,19.211
27,"+1","HALSEY","New Americana",2597,"+72",-310,"+72",7.607,"+0.504",106,"73",25,3060,537,9.352
28,"+2","ROBIN SCHULZ","Sugar f/Francesco Yates",2506,"+154",342,"+179",13.698,"+0.978",45,"120",28,2506,451,13.698
29,"+3","SELENA GOMEZ","Hands To Myself",2485,"+410",1563,"+301",14.431,"+2.563",8,"22",29,2485,1563,14.431
30,"+1","POST MALONE","White Iverson",2384,"+94",224,"+82",8.115,"+0.708",57,"29",30,2384,451,8.115
31,"+2","CHRIS BROWN","Zero",2128,"+59",168,"+108",9.008,"+0.802",76,"220",31,2128,391,9.008
32,"+2","TRAVI$ SCOTT","Antidote",2035,"+149",395,"+149",10.496,"+0.960",43,"32",32,2035,395,10.496
33,"+3","X AMBASSADORS","Renegades",1797,"+45",-159,"+88",8.941,"+0.434",154,"59",8,9986,1573,48.866
34,"+1","RACHEL PLATTEN","Stand By You",1770,"+16",156,"+7",7.663,"+0.121",73,"11",34,1770,227,7.663
35,"+2","R. CITY","Make Up f/Chloe Angelides",1705,"+37",143,"+47",8.964,"+0.015",36,"213",35,1705,348,9.56
36,"+4","DAVID GUETTA","Bang My Head f/Sia",1649,"+82",310,"+95",8.556,"+0.513",32,"283",36,1649,379,8.556
37,"+1","NELLY","The Fix f/Jeremih",1637,"-26",-394,"+25",5.648,"+0.230",86,"65",30,2407,341,9.703
38,"+1","TINASHE","Player f/Chris Brown",1584,"-40",-172,"-62",5.241,"-0.086",57,"543",34,1787,366,6.736
39,"+2","DIPLO & SLEEPY TOM","Be Right There",1526,"+8",174,"+34",10.608,"+0.024",49,"238",39,1526,207,10.608
40,"+2","FETTY WAP","679 f/Remy Boyz...",1517,"+26",-218,"+108",8.534,"+0.431",127,"30",19,5210,769,28.742
41,"+2","BORNS","Electric Love",1449,"+23",186,"+20",4.258,"+0.075",43,"190",41,1449,225,4.258
42,"+2","JUSTIN TIMBERLAKE","Drink You Away",1232,"+23",219,"+24",5.112,"+0.076",24,"115",42,1232,390,5.112
43,"+2","ANDY GRAMMER","Good To Be Alive (Hallelujah)",1165,"-3",-9,"+8",2.84,"-0.040",90,"40",42,1261,177,3.294
44,"+2","ADAM LAMBERT","Another Lonely Night",957,"+13",47,"+21",2.413,"+0.014",34,"--",44,962,129,2.993
45,"+2","DAWIN","Dessert",851,"-15",-32,"-18",3.181,"+0.011",49,"86",45,989,118,4.548
46,"+3","ELLIE GOULDING","Something In The Way You Move",813,"+178",766,"+174",5.057,"+1.214",3,"663",46,813,766,5.057
47,"+1","G-EAZY","Me Myself And I f/Bebe Rexha",743,"+103",509,"+100",4.79,"+0.619",4,"--",47,743,509,4.79
48,"+2","TROYE SIVAN","Youth",640,"+68",244,"+59",1.857,"+0.332",8,"405",48,640,244,1.857
49,"--","SHAWN HOOK","Sound Of Your Heart",506,"--",423,"--",1.329,"--",1,"--",49,506,423,1.329
50,"--","COLDPLAY","Adventure Of A Lifetime",499,"--",21,"--",2.495,"--",6,"43",48,499,29,2.836
