"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","WIZ KHALIFA","See You Again f/Charlie Puth",18838,"-83",-375,"-145",115.4,"-0.616",67,"2",1,19208,3713,118.768
"2",2,"=","JASON DERULO","Want To Want Me",18559,"-52",339,"-138",111.198,"+0.013",92,"9",2,18611,4301,111.336
"3",3,"=","WALK THE MOON","Shut Up And Dance",17339,"+30",179,"+10",96.801,"-0.158",115,"5",3,17339,2567,97.615
"4",4,"=","TOVE LO","Talking Body",14398,"+151",1414,"-208",82.1,"+0.471",145,"22",4,14398,2353,82.1
"5",5,"=","TAYLOR SWIFT","Bad Blood",13526,"+639",3866,"+135",83.717,"+3.653",22,"1/21",5,13526,6848,83.717
"6",6,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",12523,"+172",867,"-21",79.946,"+0.801",93,"11",5,12523,1678,79.946
"7",7,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",11416,"+89",492,"-9",64.158,"+0.301",94,"13",6,11416,1606,64.158
"8",8,"+1","FIFTH HARMONY","Worth It f/Kid Ink",9200,"+28",741,"-228",43.456,"+0.189",97,"12",8,9200,1312,43.456
"9",9,"-1","THE WEEKND","Earned It",9092,"-565",-3210,"-25",49.339,"-2.751",111,"25",1,17055,2820,102.104
"10",10,"=","MAROON 5","This Summer's Gonna Hurt...",8229,"+83",1300,"-268",44.2,"+0.390",25,"28/83",10,8229,4375,44.2
"11",11,"=","ANDY GRAMMER","Honey, I'm Good",7970,"+11",828,"-188",41,"+0.566",104,"6",11,7970,1319,41
"12",12,"=","ELLIE GOULDING","Love Me Like You Do",7648,"-235",-1764,"+117",53.843,"-1.082",150,"39",1,18696,2216,120.696
"13",13,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",7109,"+116",1224,"-56",38.904,"+1.119",59,"14",13,7109,1280,38.904
"14",14,"=","NICK JONAS","Chains",6223,"-442",-2250,"-162",35.033,"-2.196",149,"62",6,11747,1317,67.449
"15",15,"=","NICKI MINAJ","The Night Is Still Young",6102,"+47",800,"-80",28.739,"-0.184",40,"50",15,6102,1341,28.923
"16",16,"+1","OMI","Cheerleader",5904,"+254",1871,"+100",36.541,"+1.398",38,"4",16,5904,1871,36.541
"17",17,"-1","ECHOSMITH","Bright",5743,"-18",65,"-63",25.647,"-0.178",127,"32",16,5767,965,25.825
"18",18,"=","SIA","Elastic Heart f/The Weeknd...",5318,"+175",817,"+155",33.965,"+0.672",86,"36",18,5318,909,33.965
"19",19,"=","SHAGGY F/MOHOMBI/FAYDEE/COSTI","I Need Your Love",4482,"+38",86,"+48",24.288,"-0.232",107,"66",19,4482,753,25.548
"20",20,"=","GEORGE EZRA","Budapest",4411,"-15",153,"-58",19.251,"-0.216",99,"27",20,4426,712,19.467
"21",21,"=","FETTY WAP","Trap Queen",4380,"-22",-133,"-20",22.02,"-0.279",72,"8/73",18,4535,816,23.245
"22",22,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",4005,"+119",1082,"-58",26.43,"+0.639",30,"16",22,4005,1238,26.43
"23",23,"=","FLO RIDA","GDFR f/Sage The Gemini",3722,"-110",-672,"-3",20.354,"-0.513",151,"57",7,11307,1433,61.931
"24",24,"=","ED SHEERAN","Photograph",3673,"+39",573,"-91",17.555,"+0.304",25,"31",24,3673,1005,17.555
"25",25,"=","PITBULL","Fun f/Chris Brown",3570,"+34",375,"-23",21.747,"-0.209",44,"38",25,3570,740,21.956
"26",26,"=","ARIANA GRANDE","One Last Time",2953,"-93",-710,"+52",20.378,"-0.692",122,"84",6,12152,2135,76.95
"27",27,"=","CALVIN HARRIS","Pray To God f/HAIM",2855,"-52",92,"-93",14.548,"-0.388",53,"116",27,2914,664,15.366
"28",28,"=","BRITNEY SPEARS & IGGY AZALEA","Pretty Girls",2589,"-216",-648,"-224",8.533,"-0.852",36,"61",21,3342,3236,23.486
"29",29,"=","CARLY RAE JEPSEN","I Really Like You",2442,"-49",-144,"-68",7.734,"-0.249",69,"52",29,2617,404,9.585
"30",30,"=","ADAM LAMBERT","Ghost Town",1907,"+34",265,"+1",8.033,"-0.118",37,"140",30,1907,661,8.151
"31",31,"+1","FALL OUT BOY","Uma Thurman",1794,"+30",272,"-8",8.218,"+0.193",50,"29",31,1794,318,8.218
"32",32,"+2","RACHEL PLATTEN","Fight Song",1749,"+40",300,"-8",6.761,"+0.096",22,"3",32,1749,337,6.761
"33",33,"=","SAM HUNT","Take Your Time",1746,"+34",227,"+12",7.209,"+0.125",30,"23",33,1746,296,7.209
"34",34,"-3","MEGHAN TRAINOR","Dear Future Husband",1607,"-189",-2299,"+232",7.075,"-0.804",81,"24",15,6022,1246,28.557
"35",35,"=","SHAWN MENDES","Stitches",1574,"+31",298,"+13",5.277,"+0.021",18,"43",35,1574,452,5.277
