"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"+1","MAROON 5","Payphone f/Wiz Khali...",14327,-12,703,-141,104.28,0.469,73,"7",1,14339,3415,104.28
"2",2,"-1","CARLY RAE JEPSEN","Call Me Maybe",14305,-36,-218,1,107.938,-0.524,109,"1",1,14563,1711,111.23
"3",3,"=","GOTYE","Somebody That I Used...",12527,-208,-771,-195,95.398,-1.128,119,"4",1,14242,2018,106.819
"4",4,"=","RIHANNA","Where Have You Been",10574,195,1427,22,80.959,1.247,74,"8",4,10574,1884,80.959
"5",5,"=","ONE DIRECTION","What Makes You Beaut...",9727,-216,-946,-78,65.751,-1.816,120,"12",3,11838,1579,80.433
"6",6,"=","ELLIE GOULDING","Lights",8966,265,1229,171,64.831,2.49,139,"6",6,8966,1229,64.831
"7",7,"+2","KATY PERRY","Wide Awake",8504,279,1194,174,59.203,1.201,37,"2",7,8504,2824,59.203
"8",8,"-1","NICKI MINAJ","Starships",8490,-104,-535,-45,71.231,-0.532,135,"31/57",3,12071,1834,87.938
"9",9,"+1","USHER","Scream",8327,124,457,90,55.1,0.432,63,"9",8,8327,2323,55.1
"10",10,"-2","FUN.","We Are Young f/Janel...",8140,-89,-613,1,58.049,-0.941,127,"14",1,14439,2738,110.772
"11",11,"=","FLO RIDA","Wild Ones f/Sia",7192,-136,-757,-16,55.926,-0.945,145,"20",2,12595,1940,93.589
"12",12,"=","JUSTIN BIEBER","Boyfriend",6559,-186,-945,-92,39.508,-1.039,94,"18",9,7937,4726,51.515
"13",13,"=","DAVID GUETTA","Titanium f/Sia",6456,21,272,5,48.172,0.258,81,"5",13,6456,987,48.172
"14",14,"=","PITBULL","Back In Time",6167,-26,38,-59,41.563,-0.338,91,"10",14,6235,925,42.751
"15",15,"=","KARMIN","Broken Hearted",5941,-231,-1126,-115,39.127,-1.143,130,"25",10,7320,936,47.276
"16",16,"=","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5796,37,190,-15,35.22,0,59,"13",16,5796,1441,35.22
"17",17,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",5221,165,1254,39,35.948,0.472,61,"45",17,5221,1254,35.948
"18",18,"=","DEMI LOVATO","Give Your Heart A Br...",4606,154,493,83,35.056,1.095,120,"28",17,4606,665,35.056
"19",19,"=","ONE DIRECTION","One Thing",4539,132,518,95,27.183,0.586,53,"37",18,4539,975,27.183
"20",20,"=","HAVANA BROWN","We Run The Night f/P...",3992,67,523,16,31.746,0.528,137,"43",20,3992,523,31.746
"21",21,"+1","CHER LLOYD","Want U Back",3504,119,894,-25,22.071,0.881,47,"21",21,3504,1103,22.071
"22",22,"-1","KATY PERRY","Part Of Me",3442,-154,-519,-129,23.08,-0.257,136,"49",3,12039,3625,78.553
"23",23,"=","RITA ORA","How We Do (Party)",3134,25,80,-15,16.105,-0.12,63,"56",22,3134,620,16.512
"24",24,"=","B.O.B","Both Of Us f/Taylor ...",2810,67,333,48,15.529,0.412,46,"33",24,2810,577,15.529
"25",25,"+1","THE WANTED","Chasing The Sun",2424,32,381,-14,16.195,-0.11,55,"69",25,2424,461,16.305
"26",26,"-1","CALVIN HARRIS","Feel So Close",2399,2,-276,19,19.331,0.204,140,"40",7,8145,1329,55.352
"27",27,"=","ADELE","Rumour Has It",2342,-48,-446,27,13.295,-0.256,116,"89",8,8497,1514,56.313
"28",28,"=","NEON TREES","Everybody Talks",1966,33,165,12,11.69,0.462,80,"17",28,1966,240,11.69
"29",29,"=","JASON MRAZ","I Won't Give Up",1724,28,214,-2,9.793,0.27,74,"19",29,1724,276,9.793
"30",30,"+2","FLO RIDA","Whistle",1613,105,604,29,9.17,0.309,23,"11",30,1613,604,9.17
"31",31,"-1","GROUPLOVE","Tongue Tied",1556,7,119,-18,10.232,0.085,65,"61",30,1556,284,10.232
"32",32,"-1","KIRKO BANGZ","Drank In My Cup",1489,-59,-296,-21,9.546,-0.293,86,"96",28,1855,312,10.841
"33",33,"=","OUTASIGHT","Now Or Never",1293,37,279,32,5.704,0.291,49,"--",33,1293,279,5.704
"34",34,"=","KELLY CLARKSON","Dark Side",1250,36,308,-26,8.216,0.297,19,"113",34,1250,406,8.216
"35",35,"=","SAMMY ADAMS","Only One",1000,6,79,-15,4.247,0.166,40,"--",34,1000,230,4.261
"36",36,"+1","ALEX CLARE","Too Close",901,34,198,16,3.013,0.233,30,"52",36,901,198,3.013
"37",37,"-1","DRAKE","The Motto f/Lil Wayn...",867,-25,-170,-6,7.94,-0.222,130,"84",25,2047,321,19.147
"38",38,"=","MATCHBOX TWENTY","She's So Mean",779,28,107,-22,3.156,0.125,11,"146",38,779,574,3.156
"39",39,"=","FUN.","Some Nights",745,38,192,4,3.651,0.206,18,"29",39,745,214,3.651
"40",40,"+5","OWL CITY & CARLY RAE...","Good Time",681,189,570,122,5.358,1.3,2,"3",40,681,570,5.358
"41",41,"=","SEAN KINGSTON","Back 2 Life (Live It...",665,17,101,-1,3.967,-0.145,18,"--",41,665,305,4.112
"42",42,"-2","LINKIN PARK","Burn It Down",658,5,53,-8,2.323,0.014,22,"118",39,658,217,2.323
"43",43,"-1","CHIDDY BANG","Mind Your Manners f/...",613,2,63,-18,1.612,-0.021,36,"--",41,613,114,1.633
"44",44,"-1","BREATHE CAROLINA","Hit And Run",594,21,54,17,1.162,0.053,16,"--",40,594,272,1.162
"45",45,"+1","CHRIS BROWN","Don't Wake Me Up",493,7,69,-12,3.002,0.081,11,"92",45,493,163,3.002
"46",46,"-2","COLDPLAY","Paradise",490,-16,-243,36,3.436,-0.067,99,"70",35,943,255,5.988
"47",47,"+3","JENNIFER LOPEZ","Goin' In f/Flo Rida",460,35,275,12,1.365,0.151,3,"--",47,460,275,1.365
"48",48,"-1","STEFANO","I'm On A Roll f/New ...",448,5,-2,-8,1.249,-0.02,25,"--",45,457,128,1.348
"49",49,"-1","K'NAAN","Hurt Me Tomorrow",441,3,31,-9,1.597,0.141,12,"--",47,441,76,1.597
"50",50,"-1","JAY SEAN","I'm All Yours f/Pitb...",434,-1,0,-3,0.895,0.04,28,"--",42,443,205,0.948
