"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15842,"+11",381,"-92",93.675,"+1.105",91,"27",1,15842,1836,93.675
"2",2,"=","SELENA GOMEZ","Hands To Myself",15477,"-286",-385,"-439",86.588,"-1.446",95,"52",1,16291,1952,91.457
"3",3,"+1","DNCE","Cake By The Ocean",14713,"+70",459,"+65",91.63,"-0.483",190,"18",3,14713,1185,92.113
"4",4,"-1","FLO RIDA","My House",14587,"-148",-1540,"+200",89.445,"-0.025",171,"8",1,18123,2285,104.909
"5",5,"=","JUSTIN BIEBER","Love Yourself",14524,"-86",-433,"-74",100.182,"-1.264",125,"24",1,19000,4103,124.28
"6",6,"=","ZAYN","Pillowtalk",13744,"+132",911,"-24",82.783,"-0.398",69,"5/61",6,13744,2441,83.181
"7",7,"=","TWENTY ONE PILOTS","Stressed Out",13231,"-141",-1293,"+33",87.876,"-0.906",144,"20",1,19140,2702,124.646
"8",8,"=","MIKE POSNER","I Took A Pill In Ibiza",12795,"+36",374,"-114",80.153,"+0.706",83,"9",8,12795,1578,80.153
"9",9,"=","MEGHAN TRAINOR","NO",11078,"+125",835,"-36",63.901,"+0.852",34,"4",9,11078,5498,63.901
"10",10,"+1","LUKAS GRAHAM","7 Years",10605,"+152",1232,"-120",61.732,"+0.380",81,"3",10,10605,1694,61.732
"11",11,"-1","RIHANNA","Work f/Drake",10457,"-380",-1198,"-374",59.937,"-2.061",71,"16",8,11661,3999,67.246
"12",12,"=","FIFTH HARMONY","Work From Home",9370,"+267",1435,"+147",49.472,"+1.696",41,"6",12,9370,4059,49.472
"13",13,"=","ZARA LARSSON & MNEK","Never Forget You",8809,"+163",596,"+74",50.118,"+1.098",64,"13",12,8809,1534,50.118
"14",14,"=","DJ SNAKE","Middle f/Bipolar Sunshine",7432,"+63",407,"+22",38.493,"+0.208",81,"34",14,7432,1239,38.493
"15",15,"=","ARIANA GRANDE","Dangerous Woman",6858,"+78",595,"-5",36.38,"+0.689",27,"11",15,6858,4214,36.38
"16",16,"=","JUSTIN BIEBER","Company",6184,"+57",557,"-17",30.517,"+0.414",39,"89",16,6184,2006,30.517
"17",17,"=","TAYLOR SWIFT","New Romantics",5287,"-236",-553,"-233",25.696,"-1.169",43,"12",17,5862,2558,28.461
"18",18,"=","TROYE SIVAN","Youth",5162,"+62",310,"+9",19.456,"-0.165",95,"57",18,5162,660,19.999
"19",19,"=","CHARLIE PUTH","One Call Away",4817,"-199",-1910,"+178",25.902,"-0.864",150,"31",10,9491,931,51.298
"20",20,"=","ALESSIA CARA","Wild Things",4483,"+59",407,"+43",16.703,"+0.211",67,"65",20,4483,814,16.703
"21",21,"=","NICK JONAS","Close f/Tove Lo",4415,"+269",1543,"-198",21.732,"+1.119",13,"35",21,4415,3392,24.152
"22",22,"=","THE CHAINSMOKERS","Don't Let Me Down f/Daya",3707,"+186",1193,"+52",21.954,"+1.403",25,"15",22,3707,1193,21.954
"23",23,"=","SHAWN HOOK","Sound Of Your Heart",3144,"-36",-120,"-26",9.484,"-0.016",88,"134",22,3274,576,10.588
"24",24,"=","GWEN STEFANI","Make Me Like You",3075,"+18",68,"-37",9.765,"+0.107",49,"78",24,3075,1040,9.765
"25",25,"=","JAMES BAY","Let It Go",3000,"+90",616,"+27",14.921,"+0.392",46,"28",25,3000,885,14.921
"26",26,"=","IGGY AZALEA","Team",2614,"+81",761,"-21",9.566,"+0.110",18,"74",26,2614,1132,9.566
"27",27,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",2456,"-25",-1024,"+222",19.077,"-0.460",132,"165",13,7836,1193,44.484
"28",28,"=","RUTH B.","Lost Boy",2300,"+38",244,"-23",9.732,"+0.212",52,"26",28,2300,437,9.732
"29",29,"=","NATHAN SYKES","Over And Over Again f/A.Grande",2193,"-34",22,"-31",6.478,"-0.091",72,"304",27,2248,585,6.953
"30",30,"=","JASON DERULO","If It Ain't Love",1886,"+305",1886,"+305",15.824,"+1.656",6,"75",30,1886,1886,15.824
"31",31,"=","PANIC! AT THE DISCO","Victorious",1576,"+19",198,"+7",4.456,"+0.026",40,"51",30,1576,273,4.456
"32",32,"=","NELLY","Die A Happy Man",1430,"-44",-90,"-62",4.532,"-0.092",46,"240",31,1530,555,4.651
"33",33,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1311,"-20",24,"-51",3.473,"-0.006",35,"137",32,1334,560,3.532
"34",34,"=","DEMI LOVATO","Stone Cold",1262,"-15",103,"-35",6.014,"+0.013",17,"92",34,1277,688,6.014
"35",35,"=","MAJOR LAZER","Light It Up f/Nyla",1259,"+24",238,"+6",4.733,"+0.089",36,"272",33,1259,288,4.733
"36",36,"=","FLUME","Never Be Like You f/Kai",1166,"+27",181,"-1",6.155,"+0.170",23,"104",36,1166,284,6.155
"37",37,"+1","GRACE","You Don't Own Me f/G-Eazy",1136,"+48",272,"-9",5.078,"+0.065",20,"139",37,1136,307,5.078
"38",38,"+1","SIA","Cheap Thrills",1090,"+33",149,"+30",3.737,"+0.245",30,"77",38,1090,234,3.737
"39",39,"-2","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",1061,"-41",-140,"-53",3.342,"-0.227",32,"1125",35,1201,283,4.369
"40",40,"=","ELLIE GOULDING","Something In The Way You Move",937,"-8",-958,"+224",3.52,"-0.019",90,"277",14,7731,1673,38.605
"41",41,"=","HALSEY","Colors",883,"-34",1,"-82",2.386,"-0.108",32,"313",40,918,304,2.498
"42",42,"=","JEREMIH","Oui",754,"+18",101,"+1",1.978,"+0.124",18,"46",42,754,214,1.978
"43",43,"+1","DAYA","Sit Still, Look Pretty",741,"+22",206,"-11",2.005,"+0.048",11,"268",43,741,242,2.005
"44",44,"+1","MELANIE MARTINEZ","Pity Party",736,"+37",264,"+0",1.917,"+0.131",9,"372",44,736,316,1.917
"45",45,"-2","ANDRA DAY","Rise Up",723,"-1",2,"-7",1.706,"+0.017",25,"70",42,736,124,1.77
"46",46,"=","ZENDAYA","Something New f/Chris Brown",657,"-22",-609,"+154",2.044,"-0.135",55,"227",27,2568,892,10.907
"47",47,"--","RIHANNA","Kiss It Better",591,"--",548,"--",3.021,"--",1,"159",47,591,548,3.021
"48",48,"-1","ELLE KING","America's Sweetheart",566,"-3",70,"-56",1.518,"+0.020",8,"79",47,569,345,1.518
"49",49,"-1","KELLY CLARKSON","Piece By Piece",503,"-36",-131,"-41",1.427,"-0.105",25,"62/95",44,639,146,2.338
"50",50,"-1","LIL DICKY","$ave Dat Money",495,"+9",88,"-5",1.371,"+0.001",6,"303",49,495,119,1.374
