"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",14005,18,-195,71,91.085,0.354,42,1,14295,2273,96.15
2,"=","PITBULL Give Me Everything f/Ne-Yo",13055,125,1282,-126,88.209,1.034,42,2,13055,1811,88.209
3,"=","BRUNO MARS Lazy Song",10955,-83,-272,-30,55.798,-1.258,42,3,11422,1054,61.587
4,"=","KATY PERRY E.T.",10275,-115,-994,24,75.283,-0.305,42,1,14624,0,96.745
5,"=","BLACK EYED PEAS Just Can't Get Enough",10181,-126,-1065,29,67.634,-0.804,42,2,13366,715,84.474
6,"=","LADY GAGA The Edge Of Glory",9975,209,1356,-54,62.253,0.562,42,6,9975,2193,62.253
7,"+2","LMFAO Party Rock Anthem",8281,280,1702,18,57.848,1.708,42,7,8281,1702,57.848
8,"=","LUPE FIASCO The Show Goes On",8225,63,682,-16,50.853,1.012,42,8,8225,1043,50.853
9,"-2","BRITNEY SPEARS Till The World Ends",8116,-220,-1405,18,51.148,-1.346,42,3,11896,966,75.819
10,"=","JENNIFER LOPEZ F/PITBULL On The Floor",6928,-261,-1383,-76,43.94,-1.5,42,5,10169,668,65.118
11,"=","JASON DERULO Don't Wanna Go Home",6414,112,678,61,36.616,0.393,40,11,6414,1463,36.616
12,"=","KATY PERRY Last Friday Night (T.G.I.F.)",5680,243,1854,-82,37.339,1.061,25,12,5680,2124,37.339
13,"=","HOT CHELLE RAE Tonight Tonight",5512,118,469,31,28.351,0.746,42,12,5512,643,28.351
14,"=","ONEREPUBLIC Good Life",5290,99,598,43,27.721,0.586,42,14,5290,604,27.721
15,"=","NICKI MINAJ Super Bass",5196,146,1066,-2,32.571,0.836,42,15,5196,1188,32.571
16,"=","WIZ KHALIFA Roll Up",4974,-42,30,-55,25.641,-0.547,42,14,5043,725,26.478
17,"=","TINIE TEMPAH Written In The Stars",4613,-225,-1214,-42,25.925,-1.22,42,7,8819,756,54.175
18,"=","SELENA GOMEZ & THE SCENE Who Says",4537,-9,116,-19,26.944,-0.338,42,17,4559,707,27.282
19,"=","MARTIN SOLVEIG & DRAGONETTE Hello",4031,40,51,48,23.574,0.371,42,19,4031,605,23.574
20,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3776,-4,197,-65,21.718,0.045,40,20,3780,864,21.718
21,"=","TAYLOR SWIFT The Story Of Us",3186,-20,40,-76,17.072,0.028,42,21,3206,587,17.072
22,"=","JEREMIH Down On Me f/50 Cent",3021,-18,-505,61,18.445,0.048,42,10,8052,153,44.2
23,"=","RIHANNA California King Bed",2902,46,374,10,14.478,0.139,37,23,2902,616,14.478
24,"=","NICOLE SCHERZINGER Right There",2898,85,650,-18,15.338,0.512,26,24,2898,720,15.338
25,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2675,53,358,19,13.698,0.121,42,25,2675,525,13.698
26,"+1","THE BAND PERRY If I Die Young",2661,93,606,24,12.665,0.584,42,26,2661,655,12.665
27,"-2","JESSIE J Price Tag f/B.O.B",2514,-139,-1347,60,12.285,-0.954,42,12,5959,582,30.453
28,"=","MAROON 5 Never Gonna Leave This Bed",2024,6,244,-28,8.454,0.073,42,28,2024,312,8.454
29,"+1","LADY GAGA Born This Way",1805,10,-142,63,10.601,0.186,42,19,3651,0,20.436
30,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",1745,-99,-998,102,9.474,-0.495,42,17,4096,331,21.342
31,"=","BEYONCE Best Thing I Never Had",1705,90,752,-40,8.811,0.447,14,31,1705,856,8.811
32,"=","CHRIS BROWN She Ain't You",1417,36,270,-6,6.539,0.067,31,32,1417,337,6.539
33,"+2","BRITNEY SPEARS I Wanna Go",1322,190,860,106,9.47,0.974,8,33,1322,860,9.47
34,"-1","CHRIS BROWN Look At Me Now",1289,-10,-23,-5,9.555,0.009,42,28,1861,229,12.746
35,"-1","T-PAIN Best Love Song f/Chris Brown",1230,29,257,-3,6.256,0.182,40,34,1230,260,6.256
36,"=","LIL WAYNE How To Love",1112,57,340,32,4.7,0.629,17,36,1112,340,4.7
37,"+1","AVRIL LAVIGNE Smile",982,25,160,-4,2.743,0.157,24,37,982,226,2.743
38,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",964,61,348,31,5.274,0.436,17,38,964,348,5.274
39,"+1","IYAZ Pretty Girls",887,21,245,-16,3.246,0.188,17,39,887,271,3.246
40,"-3","SHONTELLE Say Hello To Goodbye",840,-132,-813,-93,2.834,-0.415,42,29,1775,174,5.629
41,"=","NEON TREES Your Surrender",811,-45,-197,-29,2.054,-0.108,42,36,1091,173,2.732
42,"=","STEVEN TYLER (It) Feels So Good",793,-30,-110,-34,3.037,-0.163,31,40,903,326,3.408
43,"=","CEE LO GREEN Bright Lights Bigger City",755,4,94,-17,2.692,-0.03,23,43,755,125,2.722
44,"=","BIG SEAN My Last f/Chris Brown",613,24,169,18,2.422,0.099,17,44,613,169,2.422
45,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",600,18,154,-26,1.945,-0.08,8,44,600,214,2.105
46,"=","ALL TIME LOW I Feel Like Dancin�",545,44,196,26,1.657,0.14,3,46,545,196,1.657
47,"=","TRAIN Save Me San Francisco",492,9,-7,19,1.867,0.023,22,45,509,92,2.155
48,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",354,5,64,-2,1.007,0.002,3,48,354,66,1.007
49,"=","CODY SIMPSON On My Mind",302,6,26,1,1.094,0.002,3,49,302,35,1.094
50,"=","AFROJACK Take Over Control f/Eva Simons",293,8,43,-2,4.388,0.049,2,50,293,45,4.388
