"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JOHN LEGEND","All Of Me",16495,-86,-350,7,113.139,-0.375,106,"4",1,17233,2520,121.78
2,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",15007,184,1010,95,96.42,0.637,81,"11",2,15007,2024,96.42
3,"=","JASON DERULO","Talk Dirty f/2 Chainz",14137,-112,-798,79,88.604,-1.319,137,"42/62",1,16827,2775,114.964
4,"+1","PARAMORE","Ain't It Fun",11525,148,1135,13,71.093,1.066,96,"14",4,11525,1853,71.093
5,"-1","AMERICAN AUTHORS","Best Day Of My Life",11265,-176,-533,-192,56.737,-0.988,157,"32",4,11803,1116,61.737
6,"=","KATY PERRY","Dark Horse",9898,-254,-1490,-51,72.904,-1.973,174,"22",1,17515,2780,123.167
7,"+1","ED SHEERAN","Sing",9649,92,617,-82,55.473,0.069,37,"15",7,9649,2778,55.473
8,"-1","PHARRELL WILLIAMS","Happy",9508,-293,-2176,32,57.559,-2.207,117,"7",1,17173,2414,120.293
9,"=","RIXTON","Me And My Broken Heart",9333,142,1069,-1,50.419,1.463,74,"19",9,9333,1397,50.419
10,"=","IGGY AZALEA","Fancy f/Charlie XCX",9127,296,2200,5,61.519,2.043,55,"3",10,9127,2440,61.519
11,"=","DJ SNAKE & LIL JON","Turn Down For What",8899,170,1151,-52,57.602,1.752,116,"8",11,8899,1435,57.602
12,"=","NAUGHTY BOY","La La La f/Sam Smith",8636,32,515,-43,45.102,0.354,123,"27",10,8636,984,45.102
13,"=","KATY PERRY","Birthday",7186,74,895,-95,43.812,0.739,39,"49",13,7186,2209,43.812
14,"+1","CALVIN HARRIS","Summer",6714,234,1412,50,51.466,1.386,55,"10",14,6714,1521,51.466
15,"-1","PITBULL","Wild Wild Love f/GRL",6509,12,40,-25,35.285,0.522,74,"20",13,6509,1068,37.119
16,"=","MKTO","Classic",6118,41,190,-71,29.81,0.184,165,"17",16,6118,682,29.81
17,"=","TIESTO","Red Lights",6000,-36,78,-107,35.649,0.363,83,"--",15,6036,850,35.649
18,"=","NICO & VINZ","Am I Wrong",5915,114,853,26,33.03,0.738,44,"6",18,5915,1267,33.03
19,"=","5 SECONDS OF SUMMER","She Looks So Perfect",5588,15,341,-18,23.375,-0.105,52,"31",18,5588,1186,23.48
20,"=","ARIANA GRANDE","Problem f/Iggy Azalea",5336,277,2200,-79,36.703,1.905,15,"1",20,5336,2439,36.703
21,"+1","DISCLOSURE","Latch f/Sam Smith",3615,115,419,78,24.339,0.627,102,"21",21,3615,543,24.339
22,"-1","NEON TREES","Sleeping With A Friend",3553,-4,208,-58,14.387,0.211,99,"60",21,3557,507,14.387
23,"=","MAGIC!","Rude",2940,106,770,-4,21.031,0.527,29,"12",23,2940,774,21.031
24,"+1","ONE DIRECTION","You & I",2427,63,603,-60,9.459,0.081,20,"114",24,2427,850,9.459
25,"-1","MARTIN GARRIX","Animals",2407,-137,-1496,168,19.252,-0.405,165,"68",12,7393,993,43.39
26,"=","KATY TIZ","The Big Bang",2361,12,191,2,12.864,-0.307,50,"117",25,2361,878,13.692
27,"=","KONGOS","Come With Me Now",2104,23,258,-37,7.406,0.022,27,"34",27,2104,628,7.406
28,"=","SHAKIRA","Empire",1855,35,263,-5,9.848,0.033,48,"57",28,1855,494,9.848
29,"=","AUSTIN MAHONE","Mmm Yeah f/Pitbull",1656,-156,-1676,174,7.11,-0.504,100,"48",18,4731,764,20.02
30,"=","ALOE BLACC","The Man",1598,-58,-715,122,6.49,-0.504,113,"43",8,9064,1722,43.362
31,"+2","CHRISTINA PERRI","Human",1403,2,143,-22,5.109,0.037,65,"36",31,1403,226,5.109
32,"-1","HOT CHELLE RAE","Don't Say Goodnight",1390,-39,-89,-34,4.868,-0.079,69,"327",31,1487,225,6.003
33,"+1","KID INK","Show Me f/Chris Brown",1316,-18,-181,-16,8.944,-0.185,130,"126",19,3945,644,21.33
34,"-2","LADY GAGA","G.U.Y.",1263,-141,-597,-93,4.682,-0.435,46,"--",28,1994,816,7.227
35,"=","AFROJACK","Ten Feet Tall f/Wrabel",1152,31,100,25,3.854,0.239,46,"--",35,1152,218,3.854
36,"+1","AJR","I'm Ready",1042,44,136,44,2.037,0.133,34,"145",36,1042,190,2.037
37,"-1","NEW HOLLOW","She Ain't You",1042,-74,-171,-58,3.23,-0.241,60,"365",35,1281,181,3.897
38,"+1","LORDE","Tennis Court",993,31,180,-11,4.796,0.041,16,"243",38,993,445,4.796
39,"-1","MY CRAZY GIRLFRIEND","Crazy Stupid Love",983,19,171,2,2.233,0.051,25,"--",38,983,314,2.233
40,"+2","JASON DERULO","Wiggle f/Snoop Dogg",979,81,614,25,3.468,0.266,6,"9",40,979,614,3.468
41,"-1","HAIM","Forever",941,20,189,12,3.201,0.084,23,"--",40,941,264,3.201
42,"-1","ONEREPUBLIC","Love Runs Out",937,38,242,15,4.162,0.113,13,"37",41,937,242,4.162
43,"=","SIA","Chandelier",891,22,36,0,4.195,0.29,25,"40",40,909,313,4.195
44,"+3","SAM SMITH","Stay With Me",860,194,591,174,7.131,1.503,3,"29",44,860,591,7.131
45,"-1","TREY SONGZ","Na Na",791,34,253,10,3.231,0.092,41,"78",44,791,253,3.231
46,"-1","CHRIS BROWN","Loyal f/Lil' Wayne",759,43,94,84,3.687,0.129,48,"96",43,804,230,3.687
47,"-1","B.O.B","John Doe f/Priscilla",630,-42,-408,11,2.338,-0.09,86,"177",25,2490,644,12.96
48,"=","FITZ & THE TANTRUMS","The Walker",620,-12,1,-22,1.975,-0.065,16,"110",46,632,82,2.108
49,"+1","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",575,34,-553,-10,2.973,0.179,11,"5/38",37,1135,1126,13.019
50,"-1","R5","(I Can't) Forget About You",571,-8,-9,-13,1.178,-0.047,12,"--",48,582,114,1.256
