"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PINK","Just Give Me A Re...",15547,"-7",301,"-106",105.467,"-0.204",79,"2",1,15624,1949,106.079
2,"+1","JUSTIN TIMBERLAKE","Mirrors",14464,"+224",2009,"-151",102.929,"+0.760",49,"3",2,14464,3114,102.929
3,"-1","RIHANNA","Stay f/Mikky Ekko",14388,"-144",-854,"-42",92.599,"-1.459",103,"9",1,15599,1920,102.136
4,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",13059,"+188",2044,"-204",89.185,"+1.430",57,"1",4,13059,2448,89.185
5,"=","DEMI LOVATO","Heart Attack",11216,"+92",993,"-56",67.909,"+1.053",71,"22",5,11216,2482,67.909
6,"=","PITBULL","Feel This Moment",10694,"-384",-1799,"-211",67.388,"-1.997",124,"25",3,13073,1706,86.979
7,"+1","ICONA POP","I Love It f/Charl...",10269,"+152",1126,"+24",68.084,"+1.336",91,"7",7,10269,1359,68.084
8,"-1","BRUNO MARS","When I Was Your M...",10263,"-252",-2207,"+2",63.089,"-1.838",115,"8",1,16011,2737,106.569
9,"=","KREWELLA","Alive",7904,"-10",-12,"-42",51.743,"-0.300",92,"42",9,7991,1026,53.493
10,"+1","TAYLOR SWIFT","22",6796,"+28",151,"+9",33.281,"+0.448",68,"26",10,6796,2327,34.164
11,"-1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",6769,"-79",-1259,"+144",42.181,"-0.504",173,"36/45",1,15012,2020,109.652
12,"=","SELENA GOMEZ","Come & Get It",6745,"+137",976,"+7",40.25,"+0.321",31,"4",12,6745,2034,40.25
13,"=","WILL.I.AM F/JUSTI...","#thatpower",6648,"+170",824,"+123",35.632,"+0.339",47,"20",13,6648,1416,35.632
14,"=","FALL OUT BOY","My Songs Know Wha...",6424,"+60",470,"-22",36.221,"+0.277",89,"12",14,6424,1015,36.221
15,"=","OLLY MURS","Troublemaker f/Fl...",5725,"-265",-1609,"-91",33.104,"-1.108",144,"52",10,7829,1121,42.345
16,"=","FLORIDA-GEORGIA L...","Cruise",5678,"+147",1381,"-30",30.704,"+0.566",45,"13/35",16,5678,1411,30.704
17,"=","ARIANA GRANDE","The Way f/Mac Mil...",5428,"+94",1232,"-93",32.2,"+0.365",40,"16",17,5428,1373,32.2
18,"+1","JASON DERULO","The Other Side",5120,"+50",1175,"-225",32.064,"+0.351",21,"30",18,5120,2399,32.064
19,"-1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",5003,"-84",-1226,"+202",27.99,"-0.401",116,"24",3,12353,6457,74.223
20,"=","EMELI SANDE","Next To Me",4384,"+50",255,"+89",22.026,"+0.255",83,"14",18,4384,560,22.026
21,"=","AVRIL LAVIGNE","Here's To Never G...",3981,"+61",378,"+37",20.021,"+0.229",29,"29",21,3981,1758,20.021
22,"+1","ZEDD","Clarity f/Foxes",2876,"+58",384,"-19",22.352,"+0.411",54,"34",22,2876,445,22.352
23,"-1","MUSE","Madness",2842,"-201",-485,"-218",11.591,"-0.761",146,"59",22,3327,385,14.204
24,"+1","LITTLE MIX","Wings",2711,"+16",180,"+12",9.933,"-0.051",76,"60",24,2711,389,14.241
25,"-1","FUN.","Carry On",2601,"-141",-1308,"-2",14.6,"-1.268",122,"48",16,5029,935,27.572
26,"=","IMAGINE DRAGONS","Radioactive",2559,"+111",509,"+21",13.657,"+0.680",27,"5",26,2559,737,13.657
27,"=","DAFT PUNK","Get Lucky",2333,"+108",876,"-39",16.015,"+0.653",18,"17",27,2333,929,16.015
28,"=","CALVIN HARRIS F/E...","I Need Your Love",2192,"+33",287,"-16",15.673,"+0.314",35,"61",27,2192,482,15.673
29,"+3","MARIAH CAREY","#Beautiful f/Migu...",2024,"+376",2024,"+376",21.5,"+2.914",4,"6",29,2024,2024,21.5
30,"=","ED SHEERAN","Lego House",1950,"+69",162,"+51",11.221,"+0.414",61,"90",30,1950,305,11.221
31,"=","ANNA KENDRICK","Cups (Pitch Perfe...",1800,"+101",395,"+48",9.533,"+0.627",43,"62",31,1800,395,9.533
32,"-3","MUMFORD & SONS","I Will Wait",1798,"-91",-683,"-3",10.434,"-0.508",125,"85",14,6076,747,37.093
33,"=","CHRIS BROWN","Fine China",1513,"+42",367,"-47",7.07,"+0.252",21,"83",32,1513,533,7.07
34,"=","CARLY RAE JEPSEN","Tonight I'm Getti...",1268,"-48",-194,"-36",5.09,"-0.120",68,"49",30,1482,257,5.843
35,"=","HOT CHELLE RAE","Hung Up",1222,"+4",94,"-8",4.787,"+0.046",74,"308",34,1222,137,4.787
36,"=","NIKKI WILLIAMS","Glowing",1132,"+21",38,"+8",6.876,"-0.182",33,"298",35,1132,279,7.427
37,"+3","JENNIFER LOPEZ F/...","Live It Up",1039,"+106",1039,"+106",12.695,"+1.013",2,"18",37,1039,1039,12.695
38,"-1","KELLY CLARKSON","People Like Us",1023,"+32",540,"-31",4.009,"+0.319",13,"197",37,1023,571,4.009
39,"-1","MKTO","Thank You",970,"-5",46,"-23",2.741,"+0.021",40,"358",37,976,203,2.741
40,"-1","DROP CITY YACHT C...","Crickets f/Jeremi...",960,"-2",168,"-34",3.123,"+0.031",30,"163",38,962,202,3.232
41,"=","KE$HA","Crazy Kids",892,"+39",490,"-38",4.025,"+0.141",8,"167",41,892,529,4.025
42,"=","DRAKE","Started From The ...",832,"-15",3,"-22",3.323,"-0.029",40,"210",38,859,171,4.075
43,"+2","CAPITAL CITIES","Safe And Sound",676,"+25",111,"+5",3.222,"+0.283",19,"109",42,676,164,3.222
44,"=","WALLPAPER","Good 4 It",665,"-6",40,"-12",0.879,"-0.027",23,"--",41,671,113,0.906
