"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","Love Yourself",18954,1,891,-328,122.463,0.424,63,"5/98",1,18954,4103,122.463
2,"=","TWENTY ONE PILOTS","Stressed Out",16834,156,1432,-148,105.857,2.107,82,"4",2,16834,2702,105.857
3,"=","THE WEEKND","In The Night",15668,2,483,-118,88.182,-0.975,85,"47",3,15668,3011,89.68
4,"+1","JUSTIN BIEBER","Sorry",14199,24,-838,221,105.448,0.153,106,"12",1,19494,3902,127.324
5,"-1","ALESSIA CARA","Here",14173,-347,-2395,8,83.704,-1.92,201,"35",1,17621,1489,109.076
6,"=","THE CHAINSMOKERS","Roses f/Rozes",13094,74,730,-151,78.539,0.859,131,"10",6,13094,2023,78.539
7,"=","SELENA GOMEZ","Same Old Love",11771,-287,-2338,218,78.549,-1.511,143,"36",1,18836,1774,120.08
8,"=","DAYA","Hide Away",10335,101,566,46,56.042,0.645,173,"21",8,10335,883,56.042
9,"+1","FLO RIDA","My House",9227,244,1782,-8,53.604,1.56,109,"2",9,9227,1978,53.604
10,"+1","DNCE","Cake By The Ocean",8883,130,860,-5,49.214,0.859,128,"16",10,8883,1111,49.214
11,"-2","ADELE","Hello",8808,-213,-1323,7,64.013,-1.333,105,"7",1,19167,4705,124.831
12,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8533,15,185,23,42.711,-0.236,73,"23",10,8533,1989,43.062
13,"=","TAYLOR SWIFT","Out Of The Woods",8214,65,1038,-138,45.592,0.182,33,"58",13,8214,2806,45.592
14,"=","ADELE","When We Were Young",7828,-83,119,-210,36.709,-0.166,51,"14",12,7911,1962,36.875
15,"=","SELENA GOMEZ","Hands To Myself",7813,83,1092,-218,46.207,0.891,33,"11",15,7813,1952,46.207
16,"=","CHARLIE PUTH","One Call Away",6376,111,601,45,29.952,1.061,88,"8",16,6376,819,29.952
17,"=","ELLIE GOULDING","Something In The Way You Move",5510,137,1083,-16,27.644,0.548,28,"116",17,5510,1673,27.644
18,"=","G-EAZY","Me Myself And I f/Bebe Rexha",5502,197,1763,-46,31.918,1.009,29,"9",18,5502,1836,31.918
19,"=","ELLIE GOULDING","On My Mind",5091,-59,-535,23,38.851,-1.207,141,"113",4,14332,3457,82.642
20,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",4988,66,994,-101,26.083,0.207,70,"69",20,4988,1193,26.083
21,"=","JASON DERULO","Get Ugly",4717,19,254,-53,18.975,-0.105,54,"55",19,4717,1110,19.08
22,"=","DRAKE","Hotline Bling",4316,-22,-411,49,26.521,-0.265,144,"40",2,16016,2377,99.499
23,"=","TORI KELLY","Hollow",3831,43,146,4,12.901,0.019,89,"247",23,3831,501,12.976
24,"+1","TRAVI$ SCOTT","Antidote",3360,2,231,-50,13.098,-0.214,68,"59",24,3360,545,13.354
25,"+2","RIHANNA","Work f/Drake",3354,250,1490,-134,22.558,1.005,9,"6/19",23,3999,3999,33.644
26,"-2","DEMI LOVATO","Confident",3265,-241,-1828,25,21.03,-0.742,127,"127",9,9049,1761,48.443
27,"-1","RACHEL PLATTEN","Stand By You",3202,53,489,-4,15.438,0.481,98,"22",26,3202,493,15.438
28,"+1","MIKE POSNER","I Took A Pill In Ibiza",3074,139,1199,-6,21.336,0.902,21,"24",28,3074,1205,21.336
29,"-1","ONE DIRECTION","Perfect",2896,-201,-2422,231,17.635,-0.621,110,"52",10,8635,1211,42.552
30,"=","DAVID GUETTA","Bang My Head f/Sia",2648,62,311,57,12.708,0.175,57,"138",30,2648,395,12.851
31,"=","ZAYN","Pillowtalk",2472,424,2441,393,17.739,2.483,7,"3/31/86",31,2472,2441,17.739
32,"=","TROYE SIVAN","Youth",1965,29,413,-30,6.474,0.114,33,"126",32,1965,501,6.474
33,"+1","BORNS","Electric Love",1876,-1,75,-16,5.408,-0.017,68,"166",33,1877,225,5.425
34,"+2","JUSTIN TIMBERLAKE","Drink You Away",1794,-20,153,-75,6.512,-0.069,49,"96",34,1819,390,6.581
35,"=","POST MALONE","White Iverson",1752,-78,-346,-57,7.343,-0.306,82,"45",27,2470,451,8.408
36,"-3","FALL OUT BOY","Irresistible f/Demi Lovato",1720,-182,-1837,20,9.821,-0.894,100,"64",21,4199,560,17.263
37,"=","R. CITY","Make Up f/Chloe Angelides",1684,-73,-211,-69,7.203,-0.241,61,"183",31,1899,348,9.56
38,"+1","SHAWN HOOK","Sound Of Your Heart",1680,23,208,-33,4.896,0.189,26,"387",38,1680,576,4.896
39,"-1","DIPLO & SLEEPY TOM","Be Right There",1675,-35,3,-15,8.589,-0.494,74,"240",33,1769,271,10.721
40,"=","DJ SNAKE","Middle f/Bipolar Sunshine",1621,56,457,-20,11.95,0.385,19,"80",39,1621,511,11.95
41,"=","LUKAS GRAHAM","7 Years",1348,30,335,-34,4.507,0.187,19,"15",41,1348,388,4.507
42,"=","FETTY WAP","679 f/Remy Boyz...",1076,-40,-167,-26,6.641,-0.16,152,"62",19,5210,769,28.742
43,"+1","PITBULL","El Taxi f/Sensato & O. Garcia",934,13,101,3,6.285,0.165,21,"300",42,934,219,6.285
44,"-1","DRAKE & FUTURE","Jumpman",928,-2,157,-19,3.074,-0.06,14,"46",43,930,339,3.134
45,"+1","ALESSIA CARA","Wild Things",848,76,615,3,4.816,0.372,5,"276",45,848,615,4.816
46,"+1","ONE DIRECTION","History",766,58,531,-28,2.7,-0.003,5,"99",46,766,559,2.703
47,"-2","DAWIN","Dessert",758,-23,13,-25,3.082,0.029,74,"141",44,989,118,4.548
48,"+2","ZARA LARSSON & MNEK","Never Forget You",595,83,350,53,4.871,0.775,2,"73",48,595,350,4.871
49,"-1","NATHAN SYKES","Over And Over Again f/A.Grande",558,26,141,12,1.362,0.11,10,"365",48,558,243,1.362
