"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TWENTY ONE PILOTS","Stressed Out",19104,"-20",315,"-93",124.086,"+0.347",106,"6",1,19124,2702,124.086
2,"=","JUSTIN BIEBER","Love Yourself",18816,"-57",-30,"-73",121.095,"-0.119",87,"7",1,19000,4103,124.28
3,"=","FLO RIDA","My House",15255,"+236",1948,"-67",87.166,"+1.264",133,"3",3,15255,2285,87.166
4,"=","THE CHAINSMOKERS","Roses f/Rozes",14362,"+82",118,"+87",81.504,"-0.082",155,"18",3,14372,2023,83.872
5,"=","JUSTIN BIEBER","Sorry",12341,"-100",-877,"+19",94.303,"-0.786",130,"17",1,19494,3902,127.324
6,"=","SELENA GOMEZ","Hands To Myself",12075,"+142",1227,"-46",78.712,"+0.863",57,"16",6,12075,1952,78.712
7,"=","DNCE","Cake By The Ocean",11480,"+38",738,"-60",66.948,"+0.987",152,"11",7,11480,1111,66.948
8,"+2","G-EAZY","Me Myself And I f/Bebe Rexha",10386,"+275",1695,"+131",64.349,"+1.665",53,"10/95",8,10386,1836,64.349
9,"-1","THE WEEKND","In The Night",10202,"-371",-3116,"-111",58.573,"-2.362",109,"55",3,15760,3011,89.68
10,"-1","DAYA","Hide Away",9972,"-160",-788,"-164",54.709,"-1.129",197,"33",7,10878,883,61.74
11,"+1","ZAYN","Pillowtalk",8549,"+210",1468,"-35",50.436,"+1.242",31,"8/71/93",11,8549,2441,50.436
12,"-1","CHARLIE PUTH","One Call Away",8457,"+37",474,"-115",44.809,"+0.472",112,"12",11,8457,819,44.809
13,"=","RIHANNA","Work f/Drake",8197,"+124",1104,"-191",46.983,"+0.468",33,"2/36",13,8197,3999,46.983
14,"=","MIKE POSNER","I Took A Pill In Ibiza",7658,"+127",1556,"-22",46.887,"+0.218",45,"9",14,7658,1578,46.887
15,"=","ELLIE GOULDING","Something In The Way You Move",7234,"+50",411,"-11",36.654,"-0.059",52,"42",15,7234,1673,37.113
16,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",7184,"+84",840,"+4",42.812,"+0.968",94,"47",16,7184,1193,42.812
17,"=","ADELE","When We Were Young",6877,"-179",-1320,"-161",32.302,"-1.322",75,"25",11,8301,1962,41.764
18,"=","ADELE","Hello",5207,"-89",-649,"+20",39.764,"-0.406",129,"14",1,19167,4705,124.831
19,"=","ZARA LARSSON & MNEK","Never Forget You",4410,"+240",1498,"-21",24.43,"+1.467",26,"24",19,4410,1519,24.43
20,"=","DJ SNAKE","Middle f/Bipolar Sunshine",4251,"+214",1208,"+92",23.091,"+1.493",43,"45",20,4251,1208,23.091
21,"=","RACHEL PLATTEN","Stand By You",3928,"+24",354,"-73",18.93,"+0.262",122,"27",19,3928,493,18.93
22,"=","LUKAS GRAHAM","7 Years",3831,"+263",1157,"+164",18.283,"+1.655",43,"4",22,3831,1157,18.283
23,"=","TROYE SIVAN","Youth",3252,"+28",492,"-88",11.741,"+0.012",57,"37",23,3252,660,11.741
24,"+1","ALESSIA CARA","Wild Things",3032,"+70",775,"-4",13.349,"+0.268",29,"132",24,3032,779,13.349
25,"+1","JASON DERULO","Get Ugly",2619,"-284",-2014,"-175",8.544,"-1.141",78,"61",19,4950,1110,19.08
26,"+1","SHAWN HOOK","Sound Of Your Heart",2554,"-1",349,"-45",8.78,"-0.001",50,"238",26,2555,576,8.781
27,"-3","TAYLOR SWIFT","Out Of The Woods",2532,"-464",-3365,"-130",10.192,"-2.282",57,"88",12,8338,2806,46.244
28,"+1","TAYLOR SWIFT","New Romantics",2295,"+336",2133,"+293",13.635,"+1.788",5,"120",28,2295,2133,13.635
29,"-1","ZENDAYA","Something New f/Chris Brown",2126,"+49",595,"-112",8.669,"+0.326",17,"162",28,2126,892,8.669
30,"=","GWEN STEFANI","Make Me Like You",1945,"+195",1040,"+69",7.085,"+0.681",11,"78",30,1945,1040,7.085
31,"+1","FIFTH HARMONY","Work From Home",1942,"+299",1942,"+299",18.689,"+2.827",3,"5",31,1942,1942,18.689
32,"+2","NATHAN SYKES","Over And Over Again f/A.Grande",1626,"+63",448,"+5",5.055,"+0.220",34,"267",31,1626,585,5.055
33,"+2","ONE DIRECTION","History",1576,"+25",197,"-24",4.514,"+0.165",29,"106",31,1576,559,4.514
34,"-1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",1509,"-113",-1809,"+384",6.558,"-1.013",97,"63",10,8533,1989,43.062
35,"-4","TORI KELLY","Hollow",1469,"-238",-1665,"-112",4.198,"-0.671",113,"184",22,3920,501,13.353
36,"+1","KYGO","Stole The Show f/Parson James",1356,"+29",191,"-41",6.018,"-0.012",26,"121",35,1356,374,6.091
37,"-1","ONE DIRECTION","Perfect",1325,"-30",-64,"+29",9.66,"-0.186",134,"108",10,8635,1211,42.552
38,"+1","JAMES BAY","Let It Go",1323,"+50",787,"-73",6.188,"+0.342",8,"21",38,1323,885,6.188
39,"+1","COLDPLAY","Adventure Of A Lifetime",1281,"+33",341,"+9",5.943,"+0.351",43,"28",37,1281,341,5.943
