"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13705,"-61",-260,"-53",92.171,"-0.019",108,"7",1,14127,1893,93.336
"2",2,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13396,"+11",83,"+3",83.427,"+0.404",118,"8",2,13396,1685,83.427
"3",3,"=","ADELE Someone Like You",13379,"+17",74,"-44",90.31,"-0.244",79,"3",2,13456,2614,91.686
"4",4,"=","FOSTER THE PEOPLE Pumped Up Kicks",11368,"-71",-633,"-59",66.098,"-0.398",103,"4",3,12112,1356,70.246
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11095,"-31",206,"-157",69.552,"+0.274",133,"10",5,11126,1097,69.552
"6",6,"=","DAVID GUETTA Without You f/Usher",9920,"+150",946,"-55",59.365,"+1.168",59,"6",6,9920,1586,59.365
"7",7,"+1","LMFAO Sexy And I Know It",7860,"+167",1140,"+42",52.381,"+1.393",59,"2",7,7860,1530,52.381
"8",8,"-1","LADY GAGA You And I",7764,"-31",0,"-71",41.972,"-0.297",77,"17",7,7824,1553,44.474
"9",9,"=","DEV In The Dark",7752,"+61",179,"-4",50.724,"+0.228",88,"19",8,7752,1224,50.724
"10",10,"=","RIHANNA We Found Love f/Calvin Harris",6961,"+126",1007,"-72",47.554,"+0.703",30,"1",10,6961,2184,47.554
"11",11,"=","LMFAO Party Rock Anthem",6778,"-34",-418,"+53",45.656,"-0.779",167,"15",1,14043,1859,94.193
"12",12,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6060,"-157",-963,"+44",37.834,"-0.406",121,"58",2,11835,1599,78.403
"13",13,"=","PITBULL Give Me Everything f/Ne-Yo",5926,"-41",-325,"+28",41.29,"-0.041",167,"45",1,14233,1811,95.596
"14",14,"=","JASON DERULO It Girl",5862,"+25",263,"-14",27.447,"-0.028",68,"13",14,5862,1048,27.475
"15",15,"=","NICKI MINAJ Super Bass",5509,"-39",-438,"+30",37.239,"-0.284",167,"28",3,12009,1188,73.23
"16",16,"=","KELLY CLARKSON Mr. Know It All",5094,"+21",278,"-25",25.612,"+0.257",51,"--",16,5094,1093,25.612
"17",17,"=","BRITNEY SPEARS I Wanna Go",4756,"-88",-747,"+141",31.588,"-0.508",133,"90",1,12853,1768,82.422
"18",18,"=","ALEXANDRA STAN Mr. Saxobeat",4477,"-54",-108,"-118",37.509,"-0.409",93,"59",18,4585,673,38.816
"19",19,"=","THE SCRIPT Nothing",4026,"-80",-334,"-125",19.474,"-0.408",87,"39",18,4360,722,20.667
"20",20,"=","BRUNO MARS It Will Rain",3784,"+160",1282,"-52",21.57,"+0.929",22,"21",20,3784,1337,21.57
"21",21,"=","KATY PERRY The One That Got Away",3350,"+156",1321,"-112",20.683,"+1.332",18,"51",21,3350,1631,20.683
