"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","Payphone f/Wiz Khali...",14182,"-22",-171,"-47",106.828,"+0.022",81,"8",1,14353,3415,106.828
"2",2,"=","CARLY RAE JEPSEN","Call Me Maybe",13783,"+19",-377,"+164",105.335,"+0.374",117,"1",1,14563,1711,111.23
"3",3,"=","RIHANNA","Where Have You Been",12168,"+120",1363,"-111",94.939,"+0.513",82,"9",3,12168,1884,94.939
"4",4,"=","GOTYE","Somebody That I Used...",11033,"-104",-1324,"+67",82.797,"-1.017",127,"7",1,14242,2018,106.819
"5",5,"=","ELLIE GOULDING","Lights",10405,"+110",1235,"-93",75.299,"+0.340",147,"6",5,10405,1482,75.299
"6",6,"=","KATY PERRY","Wide Awake",10215,"+221",1503,"+13",70.242,"+1.817",45,"2",6,10215,2824,70.242
"7",7,"=","USHER","Scream",9034,"+68",642,"+3",62.842,"+0.627",71,"10",7,9034,2323,62.842
"8",8,"=","ONE DIRECTION","What Makes You Beaut...",8180,"-83",-1257,"+208",55.683,"-0.551",128,"20",3,11838,1579,80.433
"9",9,"=","NICKI MINAJ","Starships",7715,"-75",-656,"+44",65.534,"-0.131",143,"34/60",3,12071,1834,87.938
"10",10,"=","DAVID GUETTA","Titanium f/Sia",7324,"+65",776,"-27",56.598,"+0.854",89,"4",10,7324,987,56.598
"11",11,"=","FUN.","We Are Young f/Janel...",7123,"-36",-859,"+122",49.387,"-0.059",135,"19",1,14439,2738,110.772
"12",12,"=","FLO RIDA","Wild Ones f/Sia",6165,"-104",-933,"-10",49.745,"-0.370",153,"31",2,12595,1940,93.589
"13",13,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",6054,"+65",674,"-94",39.415,"+0.228",69,"32",13,6054,1254,39.415
"14",14,"+1","DEMI LOVATO","Give Your Heart A Br...",5892,"+144",1154,"+12",41.196,"+0.920",128,"22",14,5892,1154,41.196
"15",15,"-1","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5797,"-42",-14,"-57",35.012,"+0.038",67,"16",13,5862,1441,35.394
"16",16,"=","PITBULL","Back In Time",5355,"-119",-771,"-78",35.376,"-0.708",99,"17",14,6235,925,42.751
"17",17,"+1","ONE DIRECTION","One Thing",5084,"+44",488,"-13",28.937,"+0.219",61,"35",17,5084,975,28.937
"18",18,"-1","JUSTIN BIEBER","Boyfriend",4951,"-180",-1447,"-19",26.803,"-1.167",102,"27",9,7937,4726,51.515
"19",19,"+2","CHER LLOYD","Want U Back",4440,"+116",806,"-13",30.075,"+0.815",55,"11",19,4440,1103,30.075
"20",20,"=","HAVANA BROWN","We Run The Night f/P...",4435,"+38",374,"-31",33.27,"+0.055",145,"45",20,4435,544,33.27
"21",21,"-2","KARMIN","Broken Hearted",4306,"-130",-1401,"+104",29.54,"-0.258",138,"36",10,7320,936,47.276
"22",22,"=","RITA ORA","How We Do (Party)",3359,"+4",114,"-105",15.923,"+0.135",71,"78",22,3359,620,16.512
"23",23,"=","B.O.B","Both Of Us f/Taylor ...",3113,"+4",222,"-77",16.907,"-0.121",54,"40",23,3127,577,17.089
"24",24,"+1","OWL CITY & CARLY RAE...","Good Time",2821,"+179",1877,"-84",20.488,"+0.972",10,"5",24,2821,1961,20.488
"25",25,"-1","THE WANTED","Chasing The Sun",2805,"+56",382,"+57",18.387,"+0.120",63,"65",24,2805,461,18.387
"26",26,"=","KATY PERRY","Part Of Me",2495,"-91",-869,"-13",18.807,"-0.581",144,"38",3,12039,3625,78.553
"27",27,"+1","FLO RIDA","Whistle",2386,"+82",669,"-22",15.667,"+0.844",31,"3",27,2386,709,15.667
"28",28,"-1","CALVIN HARRIS","Feel So Close",2304,"-59",-94,"-58",20.845,"-0.155",148,"48",7,8145,1329,55.352
"29",29,"=","NEON TREES","Everybody Talks",2226,"+18",200,"-42",14.072,"+0.207",88,"14",27,2226,246,14.072
"30",30,"=","JASON MRAZ","I Won't Give Up",1988,"+46",261,"+43",11.913,"+0.357",82,"23",29,1988,276,11.913
"31",31,"=","ADELE","Rumour Has It",1875,"-33",-372,"+62",9.653,"-0.185",124,"91",8,8497,1514,56.313
"32",32,"=","GROUPLOVE","Tongue Tied",1866,"+66",287,"+43",11.236,"+0.050",73,"55",30,1866,287,11.236
"33",33,"=","OUTASIGHT","Now Or Never",1490,"+39",181,"+23",7.329,"+0.026",57,"--",33,1490,279,7.329
"34",34,"=","KELLY CLARKSON","Dark Side",1416,"+2",136,"-28",9.057,"+0.054",27,"85",34,1416,406,9.057
"35",35,"=","ALEX CLARE","Too Close",1151,"+9",197,"-44",5.871,"+0.282",38,"52",35,1151,257,5.871
"36",36,"=","SAMMY ADAMS","Only One",1116,"+8",108,"+0",5.393,"+0.007",48,"--",34,1116,230,5.393
"37",37,"+1","MATCHBOX TWENTY","She's So Mean",980,"+18",175,"-8",4.249,"+0.104",19,"132",37,980,574,4.249
"38",38,"+1","FUN.","Some Nights",974,"+21",184,"-24",4.961,"+0.106",26,"25",38,974,247,4.961
"39",39,"-2","KIRKO BANGZ","Drank In My Cup",970,"-51",-445,"+23",6.954,"-0.205",94,"107",28,1855,312,10.841
"40",40,"=","SEAN KINGSTON","Back 2 Life (Live It...",859,"+20",168,"-6",4.394,"+0.191",26,"--",40,859,305,4.394
