"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TWENTY ONE PILOTS","Stressed Out",19019,"+31",-85,"+57",122.473,"-0.272",113,"5",1,19140,2702,124.646
"2",2,"=","JUSTIN BIEBER","Love Yourself",18047,"+15",-769,"+76",120.496,"+0.184",94,"6",1,19000,4103,124.28
"3",3,"=","FLO RIDA","My House",16718,"+72",1463,"-159",96.986,"+0.895",140,"3",3,16718,2285,96.986
"4",4,"=","THE CHAINSMOKERS","Roses f/Rozes",14687,"+91",325,"+10",78.299,"+0.043",162,"17",3,14687,2023,83.872
"5",5,"=","SELENA GOMEZ","Hands To Myself",13179,"+128",1104,"-11",84.121,"+0.886",64,"18",5,13179,1952,84.121
"6",6,"=","DNCE","Cake By The Ocean",12083,"+86",603,"+50",72.864,"+0.268",159,"10",6,12083,1111,72.864
"7",7,"=","JUSTIN BIEBER","Sorry",11778,"-187",-563,"-83",89.307,"-1.001",137,"19",1,19494,3902,127.324
"8",8,"=","G-EAZY","Me Myself And I f/Bebe Rexha",11600,"+115",1214,"-150",69.997,"+0.634",60,"11/90",8,11600,1836,69.997
"9",9,"=","ZAYN","Pillowtalk",9576,"+78",1027,"-129",58.064,"+1.064",38,"9/78",9,9576,2441,58.064
"10",10,"=","CHARLIE PUTH","One Call Away",9329,"+105",872,"+69",48.521,"+0.128",119,"13",10,9329,872,48.521
"11",11,"=","RIHANNA","Work f/Drake",9144,"+139",947,"+18",57.637,"+2.005",40,"4/50",11,9144,3999,57.637
"12",12,"=","MIKE POSNER","I Took A Pill In Ibiza",8719,"+143",1061,"+17",54.157,"+1.087",52,"7",12,8719,1578,54.157
"13",13,"+1","ROBIN SCHULZ","Sugar f/Francesco Yates",7836,"+85",652,"+4",44.322,"-0.070",101,"51",13,7836,1193,44.484
"14",14,"+1","ELLIE GOULDING","Something In The Way You Move",7696,"+6",462,"-42",38.605,"+0.022",59,"75",14,7696,1673,38.605
"15",15,"-2","THE WEEKND","In The Night",7668,"-361",-2534,"+12",46.515,"-1.747",116,"87",3,15760,3011,89.68
"16",16,"+1","ZARA LARSSON & MNEK","Never Forget You",5712,"+144",1302,"-95",31.82,"+1.098",33,"14",16,5712,1534,31.82
"17",17,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",5141,"+117",890,"-96",28.892,"+0.923",50,"29",17,5141,1239,28.892
