"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ADELE","Hello",19146,"-3",-3,"-62",124.533,"+0.075",47,"2",1,19149,4705,124.831
2,"=","JUSTIN BIEBER","Sorry",16876,"+489",3357,"+69",113.635,"+2.609",48,"4",2,16876,3902,113.635
3,"=","SELENA GOMEZ","Same Old Love",15548,"+249",1417,"+118",91.417,"+1.713",85,"12",3,15548,1774,91.417
4,"=","DRAKE","Hotline Bling",14033,"-271",-1660,"-176",83.623,"-1.970",86,"15",2,16016,2377,99.499
5,"=","ELLIE GOULDING","On My Mind",13601,"+91",369,"+30",80.83,"-0.216",83,"18",5,13601,3457,82.642
6,"=","ALESSIA CARA","Here",13211,"+135",790,"+36",84.793,"+1.101",143,"24",6,13211,1451,84.793
7,"=","SHAWN MENDES","Stitches",12560,"-285",-2301,"-77",88.536,"-1.439",201,"27",1,17999,2130,108.715
8,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",11714,"+161",852,"+33",67.447,"+0.975",163,"17",8,11714,1275,67.447
9,"=","ELLE KING","Ex's and Oh's",11172,"-289",-911,"-310",64.043,"-1.825",117,"16",7,12070,1468,71.394
10,"=","TAYLOR SWIFT","Wildest Dreams",10290,"-393",-2773,"-55",65.43,"-2.184",104,"42",1,18848,3531,112.715
11,"=","THE WEEKND","In The Night",8728,"+250",1704,"+56",57.542,"+1.347",27,"20",11,8728,3011,57.542
12,"=","DEMI LOVATO","Confident",8246,"+89",430,"+68",40.608,"+0.630",69,"58",12,8246,1761,40.608
13,"+1","ARIANA GRANDE","Focus",7949,"-74",-126,"-99",37.206,"-1.186",40,"55",13,8129,5117,41.927
14,"-1","THE WEEKND","The Hills",7901,"-187",-2049,"+139",61.316,"-0.840",129,"34",2,17451,2705,105.256
15,"=","JUSTIN BIEBER","What Do You Mean?",7773,"-221",-1508,"+34",60.327,"-0.638",103,"22",1,18691,5900,114.523
16,"=","ONE DIRECTION","Perfect",7224,"+185",1211,"+55",34.202,"+0.806",52,"32",16,7224,1211,34.202
17,"=","DAYA","Hide Away",6444,"+109",721,"+44",33.022,"+1.110",115,"33",17,6444,746,33.022
18,"=","THE CHAINSMOKERS","Roses f/Rozes",5603,"+186",1482,"+31",30.025,"+1.233",73,"26",18,5603,1482,30.025
19,"=","FETTY WAP","679 f/Remy Boyz...",4392,"-198",-722,"-166",24.449,"-0.926",94,"35",19,5210,769,28.742
20,"=","GWEN STEFANI","Used To Love You",4230,"+37",420,"-13",17.701,"+0.128",41,"29",20,4230,1038,17.701
21,"+1","TWENTY ONE PILOTS","Stressed Out",3881,"+210",1494,"+76",18.354,"+1.180",24,"28",21,3881,1494,18.354
22,"-1","ONE DIRECTION","Drag Me Down",3806,"-61",-436,"-8",27.381,"-0.320",131,"71",5,10402,3358,53.211
23,"=","DNCE","Cake By The Ocean",3604,"+48",363,"-39",12.629,"+0.232",70,"57",22,3604,578,12.629
24,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",3543,"+303",1837,"+145",19.232,"+1.203",15,"60",24,3543,1837,19.232
25,"+2","FALL OUT BOY","Irresistible f/Demi Lovato",3208,"+54",392,"-45",14.757,"+0.541",42,"145",25,3208,560,14.757
26,"=","5 SECONDS OF SUMMER","Hey Everybody!",3046,"-128",-431,"-139",10.14,"-0.575",59,"411",23,3540,1074,12.912
27,"-2","X AMBASSADORS","Renegades",3042,"-151",-1405,"+32",16.429,"-0.738",121,"81",8,9986,1573,48.866
28,"+1","CHARLIE PUTH","One Call Away",2558,"+80",729,"+32",12.467,"+0.265",30,"53",28,2558,729,12.467
29,"+1","HALSEY","New Americana",2410,"+77",537,"+25",7.379,"+0.147",73,"127",29,2410,537,7.379
30,"-2","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",2173,"-349",-2581,"-113",11.876,"-1.346",70,"64",16,5917,1343,29.88
31,"=","NELLY","The Fix f/Jeremih",2137,"+18",291,"-17",9.022,"+0.068",53,"75",30,2137,341,9.022
32,"=","TORI KELLY","Hollow",2069,"+77",400,"+67",6.427,"+0.233",31,"356",32,2069,501,6.427
33,"+1","FLO RIDA","My House",1863,"+73",406,"+54",6.374,"+0.321",51,"25",33,1863,406,6.374
34,"-1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",1733,"-61",-404,"-86",16.275,"-0.433",136,"124",14,7390,1033,48.997
35,"+1","CHRIS BROWN","Zero",1440,"+74",203,"+75",6.168,"+0.184",43,"110",35,1440,374,6.168
36,"+3","JUSTIN BIEBER","Love Yourself",1435,"+220",960,"+158",14.328,"+1.748",5,"8",36,1435,960,14.328
37,"-2","PENTATONIX","Can't  Sleep Love",1410,"-6",3,"-24",5.304,"-0.075",62,"--",35,1418,266,5.379
38,"-1","POST MALONE","White Iverson",1340,"+41",277,"+6",6.207,"+0.143",24,"44",37,1340,277,6.207
39,"-1","RACHEL PLATTEN","Stand By You",1274,"+31",202,"+26",5.158,"+0.147",40,"23",38,1274,202,5.158
40,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",1241,"+58",409,"+35",7.813,"+0.187",12,"310",39,1241,409,7.813
41,"=","TINASHE","Player f/Chris Brown",1181,"+23",196,"+15",6.715,"+0.166",24,"372",41,1181,316,6.715
42,"+1","ANDY GRAMMER","Good To Be Alive (Hallelujah)",1064,"+21",168,"+22",2.617,"+0.090",57,"59",42,1064,168,2.617
43,"-1","SHAGGY","Only Love f/Pitbull",1017,"-74",-285,"-67",5.453,"-0.275",71,"525",35,1335,233,7.123
44,"=","TRAVI$ SCOTT","Antidote",967,"+16",213,"-27",5.083,"+0.185",10,"--",44,967,285,5.083
45,"=","BORNS","Electric Love",940,"+27",164,"+3",2.473,"+0.106",10,"--",45,940,225,2.473
46,"=","DIPLO & SLEEPY TOM","Be Right There",935,"+25",125,"+1",5.097,"+0.421",16,"311",46,935,150,5.097
47,"+1","R. CITY","Make Up f/Chloe Angelides",893,"+59",280,"+57",5.859,"+0.406",3,"325",47,893,280,5.859
48,"-1","DAWIN","Dessert",876,"+23",93,"+10",4.352,"+0.140",16,"133",46,876,118,4.401
49,"=","ADAM LAMBERT","Another Lonely Night",806,"+32",108,"+17",2.689,"+0.087",4,"--",49,806,126,2.689
50,"--","DAVID GUETTA","Bang My Head f/Sia",769,"--",125,"--",4.074,"--",1,"446",50,769,125,4.074
