"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","PHARRELL WILLIAMS","Happy",16851,109,1622,-281,118.582,1.04,61,"1",1,16851,2414,118.582
"2",2,"=","LORDE","Team",16286,-62,78,-98,108.342,0.274,117,"12",1,16451,1641,108.342
"3",3,"=","KATY PERRY","Dark Horse",16252,-6,-614,121,117.562,-0.005,118,"4",1,17515,2780,123.167
"4",4,"=","BASTILLE","Pompeii",15021,-37,377,-153,99.983,-0.393,132,"8",3,15058,1804,100.897
"5",5,"=","JASON DERULO","Talk Dirty f/2 Chainz",13344,69,321,-34,87.474,0.757,81,"6/14",5,13344,2775,87.474
"6",6,"=","JOHN LEGEND","All Of Me",10391,214,2168,-195,76.266,1.381,50,"2",6,10391,2520,76.266
"7",7,"=","ONEREPUBLIC","Counting Stars",9008,-136,-654,-66,69.843,-1.122,159,"22",1,16524,2609,113.696
"8",8,"=","ALOE BLACC","The Man",8052,120,388,111,41.575,0.161,57,"3",8,8052,1722,42.029
"9",9,"=","DEMI LOVATO","Neon Lights",7886,140,967,98,42.548,0.598,112,"40",9,7886,967,42.548
"10",10,"=","ELLIE GOULDING","Burn",7474,-42,-453,170,49.697,-0.824,165,"46",2,14810,1623,95.425
"11",11,"=","AMERICAN AUTHORS","Best Day Of My Life",7254,113,1056,-59,42.883,1.326,101,"15",11,7254,1116,42.883
"12",12,"+1","BEYONCE","Drunk In Love f/Jay Z",7069,57,382,-7,39.478,0.129,60,"17",12,7069,1663,41.601
"13",13,"+1","AVICII","Hey Brother",7034,30,506,-69,43.221,0.238,105,"11",13,7034,816,43.221
"14",14,"+1","ONE DIRECTION","Story Of My Life",6784,-203,-2171,250,43.474,-1.667,141,"20",3,12896,1527,82.164
"15",15,"-3","BRUNO MARS","Young Girls",6715,-351,-1476,-221,36.354,-1.403,97,"79",8,8405,938,46.994
"16",16,"=","CASH CASH","Take Me Home f/Bebe Rexha",6671,14,100,-45,36.801,-0.148,123,"60",14,6671,1074,37.25
"17",17,"+1","EMINEM","The Monster f/Rihanna",5752,39,-223,213,41.18,-0.013,142,"61",1,16414,2904,117.022
"18",18,"-1","MARTIN GARRIX","Animals",5727,11,405,-83,36.866,0.476,109,"19",17,5727,993,36.866
"19",19,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",5174,203,1727,-135,34.062,1.1,25,"21",19,5174,2024,34.062
"20",20,"+1","THE CHAINSMOKERS","#Selfie",4729,221,1662,30,30.033,0.89,31,"7",20,4729,1709,30.033
