"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","IGGY AZALEA","Fancy f/Charlie XCX",16814,-61,-277,-71,114.097,-0.827,96,"5/23",1,17156,2440,116.166
"2",2,"=","ARIANA GRANDE","Problem f/Iggy Azalea",16523,229,1369,-38,114.437,1.172,56,"4",2,16523,2576,114.437
"3",3,"=","CALVIN HARRIS","Summer",14566,110,1070,-75,95.294,0.545,96,"10",3,14566,1917,95.294
"4",4,"=","NICO & VINZ","Am I Wrong",14480,321,2402,-7,100.45,3.59,85,"3",4,14480,2409,100.45
"5",5,"+1","MAGIC!","Rude",11111,246,1776,-84,79.231,1.519,70,"1",5,11111,2272,79.231
"6",6,"-1","PARAMORE","Ain't It Fun",11076,-216,-1256,-74,63.33,-1.859,137,"24",2,14464,1853,84.721
"7",7,"+1","KATY PERRY","Birthday",9570,12,59,19,51.594,0.214,80,"41",7,9576,2209,52.775
"8",8,"-1","DJ SNAKE & LIL JON","Turn Down For What",9442,-338,-1999,-100,53.848,-1.543,157,"15",5,12201,1490,74.029
"9",9,"=","DISCLOSURE","Latch f/Sam Smith",9293,97,715,6,67.584,1.843,143,"9",9,9293,1508,67.584
"10",10,"+1","MKTO","Classic",8806,71,275,56,49.128,0.514,206,"20",10,8806,733,49.128
"11",11,"-1","JOHN LEGEND","All Of Me",8709,-116,-1425,56,63.731,-1.015,147,"18",1,17233,2520,121.78
"12",12,"=","RIXTON","Me And My Broken Heart",8402,-310,-2372,-48,45.006,-1.177,115,"38",6,11699,1397,59.689
"13",13,"=","SAM SMITH","Stay With Me",8389,226,1343,26,53.141,1.158,44,"2",13,8389,1606,53.141
"14",14,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",7884,-259,-2304,224,50.284,-1.503,122,"37",1,15543,2024,97.949
"15",15,"=","JASON DERULO","Wiggle f/Snoop Dogg",7374,48,424,-133,35.269,-0.059,47,"7",15,7374,1666,35.822
"16",16,"=","ED SHEERAN","Sing",6943,-320,-1664,-91,36.987,-1.437,78,"11",6,10622,2778,57.807
"17",17,"=","ONEREPUBLIC","Love Runs Out",6033,131,1112,15,31.855,0.874,54,"14",17,6033,1336,31.855
"18",18,"+1","MAROON 5","Maps",4784,441,3051,21,30.888,2.116,9,"6",18,4866,4866,37.706
"19",19,"-1","PHARRELL WILLIAMS","Come Get It Bae",4557,137,882,9,20.177,0.556,33,"54",18,4557,993,20.177
"20",20,"=","KONGOS","Come With Me Now",4312,118,369,54,17.224,0.282,68,"21",18,4312,628,17.224
"21",21,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",4151,125,1010,-39,20.145,0.701,31,"31",21,4151,1152,20.145
"22",22,"=","JENNIFER LOPEZ","First Love",3743,42,352,-65,18.579,-0.154,38,"151",20,3743,853,18.733
"23",23,"=","AFROJACK","Ten Feet Tall f/Wrabel",3205,35,282,6,13.285,0.095,87,"154",23,3205,633,13.285
"24",24,"=","LORDE","Tennis Court",3033,-2,294,-96,14.032,-0.023,57,"79",24,3035,590,14.102
"25",25,"+2","SIA","Chandelier",2828,88,415,53,15.597,0.758,66,"13",25,2828,561,15.597
"26",26,"-1","ONE DIRECTION","You & I",2739,-166,-460,-212,10.485,-0.628,61,"80",21,3204,850,12.022
"27",27,"-1","KATY TIZ","The Big Bang",2717,-51,-71,-67,12.674,-0.447,91,"138",24,2827,878,14.656
"28",28,"=","TREY SONGZ","Na Na",2513,42,271,43,18.371,0.548,82,"48",28,2513,394,18.371
"29",29,"+1","TIESTO","Wasted",2286,101,464,59,14.403,0.177,43,"34",29,2286,486,14.403
"30",30,"+1","BECKY G","Shower",2245,85,294,83,10.318,0.039,40,"32",30,2245,632,10.318
"31",31,"-2","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",2145,-89,-146,-91,9.487,-0.373,52,"47",28,2309,1126,13.019
"32",32,"=","AJR","I'm Ready",1906,16,105,10,5.757,0.108,75,"43",31,1906,346,5.757
"33",33,"+1","CHARLI XCX","Boom Clap",1846,181,1143,34,12.604,1.082,11,"8",33,1846,1143,12.604
"34",34,"-1","NEON TREES","Sleeping With A Friend",1613,-143,-984,51,7.584,-0.592,140,"121",18,4374,507,18.342
"35",35,"+2","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",1460,16,180,-18,18.504,-0.087,31,"102",35,1460,317,18.82
"36",36,"-1","HAIM","Forever",1455,-63,-141,-73,4.004,-0.267,64,"--",35,1596,291,5.196
"37",37,"+1","RITA ORA","I Will Never Let You Down",1350,68,272,66,4.403,0.207,31,"--",37,1350,272,4.403
"38",38,"-2","SHAKIRA","Empire",1217,-244,-1403,-134,3.722,-0.59,89,"83",22,2835,529,11.37
"39",39,"=","5 SECONDS OF SUMMER","She Looks So Perfect",1188,-53,-1109,267,4.902,-0.266,93,"28",17,5675,1186,24.087
"40",40,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",1090,101,259,75,7.002,0.942,27,"70",40,1090,259,7.002
