"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","MAROON 5","Daylight",14617,134,960,-49,88.586,-0.019,121,"21",1,14617,1641,96.697
2,"-1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",14509,-199,-317,-72,92.962,-0.899,126,"5/23",1,15012,2020,109.652
3,"=","BRUNO MARS","When I Was Your M...",14366,252,2385,-1,92.255,2.15,68,"3",3,14366,2737,92.255
4,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",11880,27,1414,-140,71.551,-0.481,69,"2/95",4,11880,6457,72.032
5,"=","CALVIN HARRIS","Sweet Nothing f/F...",11499,-59,257,-76,77.097,0.037,129,"35",4,11639,1126,84.444
6,"=","TAYLOR SWIFT","I Knew You Were T...",10865,-156,-1124,95,82.951,-1.403,125,"22",1,16073,2452,126.481
7,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",10229,-225,-1683,220,64.634,-2.029,196,"45",1,14704,1905,116.982
8,"=","RIHANNA","Stay f/Mikky Ekko",10219,176,1409,113,74.084,1.35,56,"4",8,10219,1617,74.084
9,"=","WILL.I.AM & BRITN...","Scream And Shout",9319,-439,-1847,-131,61.416,-2.4,119,"18",3,13157,2182,99.406
10,"=","PITBULL","Feel This Moment",8586,90,816,-29,56.686,0.518,77,"6",10,8586,1516,57.91
11,"=","IMAGINE DRAGONS","It's Time",8220,16,158,90,45.951,-0.209,182,"37",10,8287,983,50.249
12,"=","OLLY MURS","Troublemaker f/Fl...",6467,32,878,-47,36.357,0.206,97,"20",12,6467,1121,36.357
13,"=","DEMI LOVATO","Heart Attack",6130,80,1062,-52,36.579,0.282,24,"13",13,6130,2482,36.928
14,"+2","PINK","Just Give Me A Re...",5601,290,1403,204,35.617,1.63,32,"1",14,5601,1553,35.617
15,"-1","MUMFORD & SONS","I Will Wait",5563,107,378,198,33.976,0.485,78,"25",14,5563,747,36.633
16,"-1","KREWELLA","Alive",5559,174,881,146,33.146,0.952,45,"53",15,5559,968,33.146
17,"=","OF MONSTERS AND M...","Little Talks",5050,24,498,13,30.711,0.521,126,"27",17,5050,655,30.711
18,"+2","TAYLOR SWIFT","22",4399,138,1495,-250,23.416,0.942,21,"34",18,4399,2327,23.416
19,"-1","KELLY CLARKSON","Catch My Breath",4227,-216,-1631,31,28.585,-0.641,149,"47",12,6870,767,44.758
20,"-1","JUSTIN BIEBER","Beauty And A Beat...",4174,-95,-754,28,25.749,-0.482,157,"79",2,12731,1998,87.772
21,"=","FUN.","Carry On",4109,53,764,-80,21.675,0.329,75,"17",21,4109,935,21.675
22,"=","FALL OUT BOY","My Songs Know Wha...",3980,36,394,-88,18.042,0.304,42,"12",20,3980,1015,18.042
23,"=","ICONA POP","I Love It f/Charl...",3554,131,442,145,23.144,0.905,44,"15",23,3554,707,23.927
24,"=","PINK","Try",2957,-67,-369,29,19.645,-0.38,147,"48",6,9909,1515,66.33
25,"+1","JUSTIN BIEBER","All Around The Wo...",2774,155,752,74,18.319,0.498,35,"125",25,2774,776,18.319
26,"-1","ONE DIRECTION","Kiss You",2462,-264,-1450,-56,10.299,-1.149,61,"73",19,4542,1186,22.924
27,"+1","MUSE","Madness",2425,52,249,17,11.318,0.326,99,"32",27,2425,385,11.318
28,"-1","KE$HA","C'mon",2357,-178,-1423,312,11.3,-0.771,98,"70",9,8228,1547,54.334
29,"=","EMELI SANDE","Next To Me",2082,51,347,6,13.948,0.119,36,"56",29,2082,453,14.032
30,"=","CHER LLOYD","With Ur Love f/Ju...",1990,17,226,-12,10.111,0.169,42,"132",29,1990,571,10.111
31,"=","AFROJACK & CHRIS ...","As Your Friend",1968,15,377,-13,8.324,-0.418,52,"142",31,1968,437,9.977
32,"+2","MACKLEMORE & RYAN...","Can't Hold Us f/R...",1519,164,820,95,12.578,1.206,10,"16",32,1519,820,12.578
33,"=","NE-YO","Forever Now",1362,-14,-43,-65,8.146,-0.249,58,"241",33,1428,269,11.68
34,"-2","ALICIA KEYS","Girl On Fire",1358,-35,-267,46,10.505,-0.127,152,"55/99",9,7658,1171,50.899
35,"=","LITTLE MIX","Wings",1319,60,289,3,6.517,0.451,29,"133",34,1319,335,6.517
36,"=","ONEREPUBLIC","If I Lose Myself",1037,-25,-15,-44,3.189,-0.145,47,"174",36,1072,318,3.438
37,"=","BAAUER","Harlem Shake",1029,-21,-160,-4,4.407,-0.172,31,"8",35,1277,488,6.257
38,"+1","CARLY RAE JEPSEN","Tonight I'm Getti...",929,-3,205,-31,2.5,-0.043,21,"--",38,932,257,2.543
39,"+1","AVICII VS NICKY R...","I Could Be The On...",914,21,295,-55,6.065,0.1,8,"128",39,914,478,6.199
40,"-2","HUNTER HAYES","Wanted",906,-47,-284,4,5.387,-0.309,161,"61",23,3020,368,18.605
41,"=","ZEDD","Clarity f/Foxes",880,69,316,33,5.315,0.58,7,"93",41,880,350,5.315
42,"+3","ED SHEERAN","Lego House",806,16,181,-10,4.321,0.07,14,"146",42,806,254,4.321
43,"=","BENNY BENASSI","Cinema f/Gary Go",799,4,61,-1,3.336,-0.035,42,"239",42,799,164,4.68
44,"=","A$AP ROCKY","F**kin Problems f...",779,-13,-29,-6,3.612,-0.163,49,"39",40,828,154,4.837
45,"+1","MIGUEL","Adorn",742,22,76,19,6.808,-0.043,133,"184",33,1329,248,9.94
46,"+1","JUSTIN TIMBERLAKE","Mirrors",737,69,443,36,7.729,0.845,2,"7",46,737,443,7.729
47,"-5","BRITT NICOLE","Gold",716,-95,-721,-27,2.84,-0.33,98,"89",29,1664,314,6.524
48,"=","HOT CHELLE RAE","Hung Up",666,4,76,-15,2.029,0.051,27,"--",47,671,137,2.029
49,"+1","RIHANNA","Pour It Up",656,28,173,4,2.763,0.149,10,"38",48,656,193,2.763
50,"-1","STEFANO","Yes To Love",630,-2,104,29,0.902,0.008,32,"--",46,632,142,0.902
