"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","AVICII","Wake Me Up",16909,-101,402,-158,115.671,-0.614,97,"8",1,17010,2103,116.354
"2",2,"=","LORDE","Royals",16288,26,-101,104,109.369,0.594,81,"2",1,16495,2817,110.379
"3",3,"=","MILEY CYRUS","Wrecking Ball",14895,95,1520,-198,100.383,0.855,51,"10",3,14895,2954,100.383
"4",4,"=","KATY PERRY","Roar",13265,-233,-2006,55,97.453,-0.688,82,"6",1,17176,6098,117.145
"5",5,"=","LADY GAGA","Applause",11639,23,327,29,78.297,-1.301,81,"16",5,11639,3922,80.17
"6",6,"=","DRAKE","Hold On We're Goi...",11312,10,625,-154,70.331,-0.13,82,"15",6,11312,1610,70.51
"7",7,"=","JAY Z","Holy Grail f/Just...",9310,-247,-1734,-3,62.556,-0.917,120,"25",4,11700,2095,78.442
"8",8,"=","SELENA GOMEZ","Slow Down",8927,72,932,-47,52.77,0.225,75,"46",8,8927,1167,52.77
"9",9,"=","PARAMORE","Still Into You",7992,-12,178,-66,47.738,0.11,176,"34",9,8004,961,47.738
"10",10,"+1","IMAGINE DRAGONS","Demons",7273,287,1735,65,46.794,1.78,61,"13",10,7273,1735,46.794
"11",11,"-1","BRUNO MARS","Gorilla",7218,-44,338,-107,35.488,-0.708,53,"35",10,7262,1872,38.774
"12",12,"=","LANA DEL REY","Summertime Sadnes...",6576,-265,-2382,88,42.976,-1.688,121,"70/75",2,13737,1923,88.403
"13",13,"=","JUSTIN TIMBERLAKE","TKO",5919,45,418,-49,31.658,0.161,38,"54",13,5919,1724,31.688
"14",14,"+2","KATY PERRY","Unconditionally",5116,212,2510,-200,32.767,1.052,13,"23",14,5116,3384,32.767
"15",15,"-1","TAYLOR SWIFT","Everything Has .....",5046,-139,-421,-112,24.465,-0.977,110,"69",14,5693,990,31.815
"16",16,"-1","BRITNEY SPEARS","Work Bitch",4746,-271,-694,-207,21.32,-2.017,47,"52",13,5635,3487,31.994
"17",17,"=","JASON DERULO","Marry Me",4574,16,426,-105,23.565,0.23,48,"24",17,4574,856,23.565
"18",18,"+1","TEGAN & SARA","Closer",4451,27,133,57,21.16,0.016,138,"97",17,4451,570,22.41
"19",19,"-1","ROBIN THICKE","Give It 2 U f/Ken...",4242,-224,-1420,-13,18.935,-1.392,89,"112",12,6339,1340,33.892
"20",20,"+1","ZEDD","Stay The Night f/...",3847,145,1150,-1,27.348,0.58,33,"48",20,3847,1151,27.348
"21",21,"-1","NEIGHBOURHOOD","Sweater Weather",3841,83,675,19,16.2,0.21,125,"28",20,3841,675,16.2
"22",22,"=","RIHANNA","What Now",3571,-5,501,-108,15.779,0.13,41,"78",21,3576,821,15.779
"23",23,"=","TRAVIE MCCOY","Rough Water f/Jas...",3297,76,567,1,18.618,0.363,39,"71",22,3297,705,18.618
"24",24,"=","PITBULL","Timber f/Ke$ha",3097,175,1158,15,23.577,0.863,18,"14",24,3097,1158,23.577
"25",25,"=","AWOLNATION","Sail",2655,-106,-821,18,13.222,-0.432,162,"39",17,4079,550,18.593
"26",26,"=","J. COLE","Crooked Smile f/T...",2377,2,172,-20,12.55,0.064,74,"168",26,2377,332,12.55
"27",27,"=","ONEREPUBLIC","Counting Stars",2292,174,786,122,15.564,1.309,20,"11",27,2292,786,15.564
"28",28,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",2004,60,425,24,11.353,0.366,48,"43",28,2004,425,11.353
"29",29,"=","ENRIQUE IGLESIAS","Heart Attack",1928,93,555,59,9.748,0.008,26,"102",29,1928,564,9.748
"30",30,"=","PASSENGER","Let Her Go",1848,89,351,40,9.312,0.398,33,"7",30,1848,367,9.312
"31",31,"=","FALL OUT BOY","Alone Together",1733,-26,40,-77,7.506,-0.015,74,"133",29,1759,326,7.668
"32",32,"=","ELLIE GOULDING","Burn",1729,31,371,-6,9.757,0.181,26,"41",32,1729,475,9.757
"33",33,"=","ICONA POP","All Night",1588,-5,29,-10,7.558,-0.013,75,"231",31,1608,231,7.786
"34",34,"+6","EMINEM","The Monster f/Rih...",1483,374,1483,374,14.089,3.433,3,"1/96",34,1483,1483,14.089
"35",35,"-1","EMELI SANDE","My Kind Of Love",1413,-11,20,-50,4.089,-0.023,33,"262",34,1436,433,4.115
"36",36,"-1","SARA BAREILLES","Brave",1410,17,195,-23,6.763,0.214,61,"44",35,1410,218,6.763
"37",37,"-1","JOHN NEWMAN","Love Me Again",1258,25,238,-19,4.752,-0.027,28,"140",36,1258,288,4.818
"38",38,"=","ZENDAYA","Replay",1203,32,245,0,5.318,0.166,15,"82",38,1203,457,5.318
"39",39,"=","CHRIS BROWN","Love More f/Nicki...",1119,-13,108,-25,5.907,-0.213,39,"67",39,1132,161,6.171
"40",40,"-3","PINK","True Love f/Lily ...",1102,-121,-1105,7,4.692,-0.356,103,"156",22,3177,503,13.47
"41",41,"=","NEW POLITICS","Harlem",1061,30,246,5,3.778,0.072,57,"165",41,1061,246,3.778
"42",42,"=","ARMIN VAN BUUREN","This Is What It F...",928,-87,-557,-52,9.626,-0.859,99,"137",31,1615,249,13.444
"43",43,"+4","LADY GAGA","Do What U Want f/...",889,89,672,-1,10.62,0.994,3,"31",43,889,673,10.62
"44",44,"+6","ONE DIRECTION","Story Of My Life",855,153,855,153,6.533,1.141,2,"5",44,855,855,6.533
"45",45,"+1","CHRIS WALLACE","Keep Me Crazy",839,20,123,-3,1.34,0.033,58,"--",45,839,133,1.34
"46",46,"-1","YLVIS","The Fox",835,-10,50,-35,3.132,-0.093,12,"12",44,859,272,3.398
"47",47,"+2","BIG SEAN","Beware f/Lil Wayn...",810,13,117,8,3.084,0.017,8,"81",47,810,225,3.084
"48",48,"-5","EMINEM","Berzerk",802,-152,-1000,-25,3.341,-0.47,66,"9",18,4302,1757,19.955
"49",49,"-5","CHER LLOYD","I Wish f/T.I.",799,-48,-116,-52,2.188,-0.172,33,"204",42,919,293,2.423
"50",50,"-2","THE WANTED","We Own The Night",787,-11,-57,21,2.005,-0.048,68,"--",41,949,193,2.897
