"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TOVE LO","Habits (Stay High)",16691,-53,491,-180,110.078,0.05,143,"25",1,16744,2816,110.078
"2",2,"=","MAROON 5","Animals",16225,287,2840,-162,107.436,1.322,51,"8",2,16225,3186,107.436
"3",3,"+2","ED SHEERAN","Don't",13089,282,1160,143,77.981,1.694,123,"23",3,13089,1458,77.981
"4",4,"=","TAYLOR SWIFT","Shake It Off",13002,-286,-1282,-115,86.026,-1.9,87,"5",1,17531,9016,110.142
"5",5,"-2","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",13000,-453,-2584,-258,74.005,-2.088,107,"19",1,15754,4716,94.236
"6",6,"=","MEGHAN TRAINOR","All About That Bass",10679,-303,-1373,-128,78.292,-3.109,128,"6",1,17875,3030,116.17
"7",7,"+2","CALVIN HARRIS","Blame f/John Newman",10528,235,765,197,65.687,0.594,66,"30",7,10528,1988,65.687
"8",8,"-1","JEREMIH","Don't Tell 'Em f/YG",10492,-340,-1731,-170,60.884,-1.47,116,"46",5,12620,1458,74.757
"9",9,"-1","IGGY AZALEA","Black Widow f/Rita Ora",9887,-446,-2611,-102,67.307,-1.272,137,"50",1,17547,2437,115.226
"10",10,"=","MR PROBZ","Waves",9849,197,1229,3,68.179,1.678,123,"28",10,9849,1229,68.179
"11",11,"=","NICK JONAS","Jealous",9161,105,656,-64,51.346,0.991,63,"10",11,9161,1846,51.346
"12",12,"=","JASON DERULO","Trumpets",8387,95,440,-9,44.924,0.117,80,"20",12,8387,1238,44.924
"13",13,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",7195,132,995,-20,45.892,0.95,37,"26",13,7195,1751,45.892
"14",14,"+1","TAYLOR SWIFT","Blank Space",7054,368,3096,-123,49.349,2.738,16,"2",14,7054,3248,49.349
"15",15,"-1","SAM SMITH","I'm Not The Only One",6952,86,793,-100,37.179,0.623,49,"9",14,6952,1424,37.179
"16",16,"+2","IGGY AZALEA","Beg For It f/MØ",5188,164,1442,-93,30.154,0.288,20,"32",16,5188,2920,30.154
"17",17,"=","ONE DIRECTION","Steal My Girl",5098,-44,-32,-81,19.575,-0.106,45,"11",17,5160,2502,19.893
"18",18,"-2","ECHOSMITH","Cool Kids",4983,-215,-1452,-37,28.602,-1.032,158,"29",8,8425,978,46.431
"19",19,"=","ALESSO","Heroes",4492,-16,715,-154,23.227,0.375,66,"49",19,4508,896,23.227
"20",20,"=","FERGIE","L.A.LOVE (la la)",4250,20,201,22,16.978,-0.279,41,"44",20,4250,1105,18.09
"21",21,"+1","GWEN STEFANI","Baby Don't Lie",4148,68,433,-25,18.344,-0.13,24,"92",21,4148,2651,20.798
"22",22,"+2","MEGHAN TRAINOR","Lips Are Movin",3980,139,874,18,18.362,1.197,24,"22",22,3980,1423,18.362
"23",23,"-2","ARIANA GRANDE","Break Free f/Zedd",3980,-122,-805,-39,33.14,-0.832,131,"76",4,14321,2327,87.942
"24",24,"-1","NICO & VINZ","In Your Arms",3864,-21,42,-80,15.943,-0.137,50,"77",22,3909,1121,16.487
"25",25,"=","HOZIER","Take Me To Church",3451,95,892,-7,15.822,0.617,31,"7",25,3451,899,15.822
"26",26,"=","FALL OUT BOY","Centuries",3075,58,346,-6,16.192,0.059,57,"21",26,3075,556,16.192
"27",27,"=","DAVID GUETTA","Dangerous f/Sam Martin",2821,96,350,24,15.004,0.3,38,"55",27,2821,1540,16.342
"28",28,"=","CHARLI XCX","Break The Rules",2465,27,311,-37,8.763,-0.111,43,"253",28,2465,609,8.879
"29",29,"+3","SELENA GOMEZ","The Heart Wants What It Wants",2031,369,2031,369,18.071,2.14,7,"15",29,2031,2031,18.071
"30",30,"-1","KENDRICK LAMAR","i",1949,-137,-341,-118,9.045,-0.83,46,"86",29,2310,591,13.612
"31",31,"=","BEBE REXHA","Can't Stop Drinking About You",1929,0,77,-16,5.957,-0.04,83,"156",31,1929,292,6.05
"32",32,"-2","PITBULL","Fireball f/John Ryan",1831,-195,-1968,184,8.659,-0.744,102,"35",17,5516,739,26.223
"33",33,"=","CHRIS BROWN","New Flame f/Usher & Rick Ross",1643,41,151,1,9.978,0.022,37,"93",33,1643,299,9.978
"34",34,"+3","MARK RONSON","Uptown Funk f/Bruno Mars",1600,248,1600,248,15.103,1.804,3,"14",34,1600,1600,15.103
"35",35,"+1","JESSIE J","Burnin' Up f/2 Chainz",1494,69,415,36,8.586,0.038,24,"140",35,1494,468,8.586
"36",36,"-1","ELLA HENDERSON","Ghost",1485,37,198,16,4.133,0.078,63,"58",34,1485,236,4.314
"37",37,"-3","MARY LAMBERT","Secrets",1343,-160,-1250,4,5.915,-0.584,75,"173",26,2950,817,12.871
"38",38,"=","TINASHE","2 On f/Schoolboy Q",1111,-24,-103,-29,12.062,-0.587,157,"184",20,3927,419,21.823
"39",39,"=","TREY SONGZ","Touchin, Lovin f/Nicki Minaj",1088,13,196,-10,5.59,0.193,29,"105",39,1088,227,5.59
"40",40,"+1","BEA MILLER","Young Blood",1038,14,132,-11,2.482,-0.022,27,"296",40,1038,232,2.504
"41",41,"-1","COLDPLAY","A Sky Full Of Stars",989,-61,-460,-7,8.069,-0.558,137,"106",12,6757,946,41.834
"42",42,"+2","EDEN XO","Too Cool To Dance",985,61,376,37,3.687,0.306,11,"--",42,985,376,3.687
"43",43,"=","MILKY CHANCE","Stolen Dance",971,14,184,-19,4.201,0.035,19,"38",42,971,203,4.201
"44",44,"-2","5 SECONDS OF SUMMER","Amnesia",954,-66,-1225,207,5.162,-0.25,120,"57",14,5943,912,27.287
"45",45,"=","VANCE JOY","Riptide",928,26,163,-5,4.073,0.243,16,"24",43,928,201,4.073
"46",46,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",850,25,170,-3,7.231,0.222,11,"144",45,850,222,7.231
"47",47,"=","BIG SEAN","I Don't F**k With You f/E-40",685,9,152,-13,4.382,-0.094,4,"282",47,685,166,4.476
"48",48,"=","MAGIC!","Let Your Hair Down",635,8,39,0,1.352,-0.008,8,"446",48,635,101,1.36
"49",49,"=","COBRA STARSHIP","Never Been In Love f/Icona Pop",530,-40,-206,-18,1.645,-0.143,56,"962",43,792,140,2.47
"50",50,"=","KAT DAHLIA","Crazy",520,15,79,2,1.752,-0.001,4,"317",49,520,91,2.003
