"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18981,"-19",257,"-260",123.627,"+0.004",66,"4",1,19000,4103,123.627
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",17129,"+120",1086,"-65",109.928,"+0.973",85,"3",2,17129,2702,109.928
"3",3,"=","THE WEEKND","In The Night",15760,"+119",172,"-10",86.244,"-0.355",88,"51",3,15760,3011,89.68
"4",4,"=","JUSTIN BIEBER","Sorry",14218,"+16",-14,"+267",105.414,"-0.127",109,"14",1,19494,3902,127.324
"5",5,"+1","THE CHAINSMOKERS","Roses f/Rozes",13343,"+27",619,"-101",80.569,"+0.313",134,"13",5,13343,2023,80.569
"6",6,"-1","ALESSIA CARA","Here",13193,"-371",-2308,"-105",77.583,"-2.139",204,"47",1,17621,1489,109.076
"7",7,"=","SELENA GOMEZ","Same Old Love",10916,"-275",-2111,"+61",73.619,"-1.648",146,"48",1,18836,1774,120.08
"8",8,"=","DAYA","Hide Away",10519,"+68",517,"+13",57.927,"+0.658",176,"29",8,10519,883,57.927
"9",9,"=","FLO RIDA","My House",9786,"+163",1439,"-147",56.444,"+0.570",112,"1",9,9786,1978,56.444
"10",10,"=","DNCE","Cake By The Ocean",9304,"+95",944,"+22",50.646,"+0.298",131,"18",10,9304,1111,50.646
"11",11,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8464,"-53",47,"-61",41.885,"-0.449",76,"24",10,8533,1989,43.062
"12",12,"+1","TAYLOR SWIFT","Out Of The Woods",8312,"+3",508,"-319",46.081,"-0.021",36,"65",12,8312,2806,46.102
"13",13,"+1","SELENA GOMEZ","Hands To Myself",8225,"+133",1091,"+36",49.47,"+0.979",36,"15",13,8225,1952,49.47
"14",14,"-2","ADELE","Hello",8215,"-198",-1586,"-53",60.511,"-1.600",108,"8",1,19167,4705,124.831
"15",15,"=","ADELE","When We Were Young",8033,"+146",155,"+119",37.989,"+0.964",54,"17",12,8033,1962,37.989
"16",16,"=","CHARLIE PUTH","One Call Away",6639,"+107",638,"+68",32.772,"+0.890",91,"11",16,6639,819,32.772
"17",17,"=","G-EAZY","Me Myself And I f/Bebe Rexha",6080,"+216",1532,"-68",35.715,"+1.387",32,"12",17,6080,1836,35.715
"18",18,"=","ELLIE GOULDING","Something In The Way You Move",5958,"+192",1116,"+29",30.258,"+1.084",31,"118",17,5958,1673,30.258
"19",19,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",5313,"+106",725,"-142",27.923,"+0.745",73,"89",19,5313,1193,27.923
"20",20,"+1","JASON DERULO","Get Ugly",4752,"+1",130,"-32",18.305,"-0.367",57,"60",19,4762,1110,19.08
"21",21,"+2","RIHANNA","Work f/Drake",4269,"+336",1204,"-67",27.296,"+1.625",12,"5/36",21,4269,3999,33.644
"22",22,"+2","TORI KELLY","Hollow",3872,"+31",113,"+7",13.148,"+0.078",92,"273",22,3872,501,13.148
"23",23,"+2","MIKE POSNER","I Took A Pill In Ibiza",3478,"+123",1066,"-9",24.221,"+0.937",24,"32",23,3478,1205,24.221
"24",24,"+2","TRAVI$ SCOTT","Antidote",3289,"-7",-19,"-49",12.717,"-0.029",71,"72",24,3360,545,13.354
"25",25,"+2","RACHEL PLATTEN","Stand By You",3248,"+10",327,"-78",16.508,"+0.166",101,"30",25,3248,493,16.508
"26",26,"+3","ZAYN","Pillowtalk",3143,"+358",2086,"+88",19.383,"+2.189",10,"9",26,3143,2441,19.383
"27",27,"+1","DEMI LOVATO","Confident",2677,"-195",-1585,"+116",19.551,"-0.559",130,"81",9,9049,1761,48.443
"28",28,"+2","DAVID GUETTA","Bang My Head f/Sia",2639,"+34",156,"+2",12.56,"-0.060",60,"147",28,2648,395,12.851
"29",29,"+2","ONE DIRECTION","Perfect",2291,"-236",-1942,"+134",15.092,"-1.142",113,"61",10,8635,1211,42.552
"30",30,"+2","TROYE SIVAN","Youth",2120,"+29",435,"-40",7.025,"+0.115",36,"141",30,2120,501,7.025
"31",31,"+2","BORNS","Electric Love",2006,"+85",171,"+76",6.277,"+0.640",71,"145",31,2006,225,6.277
"32",32,"+3","DJ SNAKE","Middle f/Bipolar Sunshine",1813,"+43",465,"-1",12.748,"+0.178",22,"92",32,1813,511,12.748
"33",33,"+1","JUSTIN TIMBERLAKE","Drink You Away",1805,"+19",36,"+1",6.329,"-0.105",52,"113",33,1819,390,6.581
"34",34,"+2","SHAWN HOOK","Sound Of Your Heart",1791,"+28",295,"+27",5.532,"+0.033",29,"512",34,1791,576,5.532
"35",35,"+3","DIPLO & SLEEPY TOM","Be Right There",1570,"-28",-141,"-113",7.214,"-0.395",77,"290",33,1769,271,10.721
"36",36,"+1","POST MALONE","White Iverson",1515,"-103",-458,"-110",6.098,"-0.407",85,"62",27,2470,451,8.408
"37",37,"+3","LUKAS GRAHAM","7 Years",1502,"+74",338,"+28",5.458,"+0.512",22,"19",37,1502,388,5.458
"38",38,"+1","R. CITY","Make Up f/Chloe Angelides",1408,"-87",-456,"-64",6.366,"-0.196",64,"242",31,1899,348,9.56
"39",39,"+2","FALL OUT BOY","Irresistible f/Demi Lovato",1254,"-156",-1483,"+147",6.867,"-0.775",103,"103",21,4199,560,17.263
"40",40,"+3","ALESSIA CARA","Wild Things",1047,"+53",567,"-29",6.126,"+0.390",8,"314",40,1047,635,6.126
"41",41,"+1","FETTY WAP","679 f/Remy Boyz...",946,"-94",-261,"-119",6.217,"-0.564",155,"59",19,5210,769,28.742
"42",42,"+2","DRAKE & FUTURE","Jumpman",933,"+8",70,"-15",3.034,"+0.001",17,"53",42,933,339,3.134
"43",43,"+2","PITBULL","El Taxi f/Sensato & O. Garcia",886,"-13",-12,"-11",5.924,"+0.023",24,"341",42,937,219,6.285
"44",44,"+2","ONE DIRECTION","History",885,"+32",432,"-32",2.911,"+0.062",8,"119",44,885,559,2.911
"45",45,"+2","ZARA LARSSON & MNEK","Never Forget You",770,"+35",388,"-36",6.498,"+0.340",5,"196",45,770,424,6.498
"46",46,"+2","DAWIN","Dessert",695,"-26",-72,"-36",2.52,"-0.259",77,"126",44,989,118,4.548
"47",47,"+2","NATHAN SYKES","Over And Over Again f/A.Grande",656,"+30",215,"+20",1.925,"+0.172",13,"580",47,656,243,1.925
"48",48,"+2","EMPIRE OF THE SUN","Walking On A Dream",626,"+23",284,"-49",3.849,"+0.141",3,"151",48,626,369,3.849
"49",49,"--","KYGO","Stole The Show f/Parson James",574,"--",145,"--",3.129,"--",5,"315",49,574,198,3.129
"50",50,"--","AUDIODAMN!","Radar",513,"--",72,"--",0.657,"--",10,"--",49,513,175,0.657
