"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JOHN LEGEND","All Of Me",17098,"-47",-92,"-46",121.425,"-0.002",91,"4",1,17233,2520,121.78
"2",2,"=","JASON DERULO","Talk Dirty f/2 Chainz",15482,"-68",-699,"+12",106.883,"-0.376",122,"21/39",1,16827,2775,114.964
"3",3,"=","PHARRELL WILLIAMS","Happy",14191,"-274",-1066,"-84",97.13,"-1.458",102,"3",1,17173,2414,120.293
"4",4,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",12374,"+229",1238,"-8",76.395,"+2.003",66,"10",4,12374,2024,76.395
"5",5,"=","KATY PERRY","Dark Horse",12040,"-35",-586,"+125",94.653,"-0.698",159,"15",1,17515,2780,123.167
"6",6,"=","AMERICAN AUTHORS","Best Day Of My Life",11097,"+162",695,"+45",61.574,"+0.335",142,"22",6,11097,1116,61.574
"7",7,"=","DEMI LOVATO","Neon Lights",9596,"-194",-1014,"-175",58.889,"-1.161",153,"76",5,10638,1162,63.06
"8",8,"+1","PARAMORE","Ain't It Fun",8543,"+303",1256,"+233",57.167,"+1.961",81,"8",8,8543,1256,57.167
"9",9,"-1","BASTILLE","Pompeii",8096,"-184",-873,"-50",63.573,"-1.190",173,"30",3,15079,1804,100.897
"10",10,"+1","NAUGHTY BOY","La La La f/Sam Smith",7638,"+81",434,"-4",41.934,"+0.053",108,"19",10,7638,984,41.934
"11",11,"+2","ED SHEERAN","Sing",7487,"+272",1758,"-94",47.946,"+1.374",22,"13",11,7487,2778,47.946
"12",12,"-2","AVICII","Hey Brother",7407,"-326",-1193,"-288",43.473,"-2.234",146,"32",9,8638,816,52.005
"13",13,"-1","LORDE","Team",7208,"-222",-1397,"+44",55.284,"-1.579",158,"63",1,16451,1641,108.342
