"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"+1","ALESSIA CARA","Here",17621,25,673,-102,108.832,-0.244,186,"17",1,17621,1489,109.076
"2",2,"-1","SELENA GOMEZ","Same Old Love",17573,-389,-1234,-421,109.414,-3.01,128,"20",1,18836,1774,120.08
"3",3,"=","JUSTIN BIEBER","Sorry",17093,-210,-984,-94,114.511,-1.156,91,"6",1,19494,3902,127.324
"4",4,"=","JUSTIN BIEBER","Love Yourself",15377,341,2592,-157,111.297,1.543,48,"2/89",4,15377,4103,111.297
"5",5,"=","THE WEEKND","In The Night",14279,90,571,-84,83.833,0.47,70,"24",4,14279,3011,83.833
"6",6,"=","TWENTY ONE PILOTS","Stressed Out",13055,223,2087,-170,82.001,1.724,67,"1",6,13055,2702,82.001
"7",7,"=","ADELE","Hello",11893,-205,-1834,111,87.569,-1.306,90,"4",1,19167,4705,124.831
"8",8,"=","THE CHAINSMOKERS","Roses f/Rozes",11307,81,619,-81,68.758,0.453,116,"5",8,11307,2023,68.758
"9",9,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",10436,-458,-2055,-206,59.608,-2.459,206,"18",5,13735,1275,83.171
"10",10,"=","DAYA","Hide Away",9141,78,571,91,52.253,0.836,158,"15",10,9141,883,52.253
"11",11,"=","DEMI LOVATO","Confident",8001,-296,-816,-289,42.224,-1.081,112,"54",9,9049,1761,48.443
"12",12,"=","ONE DIRECTION","Perfect",7977,-218,-475,-137,41.225,-0.678,95,"26",10,8635,1211,42.552
"13",13,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7807,50,371,9,40.158,0.476,58,"13",13,7807,1989,40.158
"14",14,"=","ADELE","When We Were Young",7188,123,723,38,35.92,0.583,36,"12",14,7188,1962,35.92
"15",15,"=","DNCE","Cake By The Ocean",7046,84,981,-29,36.822,0.799,113,"14",15,7046,1111,36.822
"16",16,"=","ELLIE GOULDING","On My Mind",6716,-218,-2068,327,46.169,-1.188,126,"61",4,14332,3457,82.642
"17",17,"+1","TAYLOR SWIFT","Out Of The Woods",5809,211,1846,-142,36.376,0.869,18,"52",17,5809,2806,36.376
"18",18,"+1","FLO RIDA","My House",5708,177,1261,23,32.138,1.085,94,"3",18,5708,1338,32.138
"19",19,"-2","DRAKE","Hotline Bling",5542,-78,-982,71,34.413,-0.198,129,"30",2,16016,2377,99.499
"20",20,"=","CHARLIE PUTH","One Call Away",5248,76,556,30,23.848,0.575,73,"7",19,5248,819,23.848
"21",21,"=","SELENA GOMEZ","Hands To Myself",4775,190,1624,-97,27.35,1.062,18,"9",21,4775,1952,27.35
"22",22,"=","FALL OUT BOY","Irresistible f/Demi Lovato",4140,-38,28,-88,17.004,-0.259,85,"59",21,4199,560,17.263
"23",23,"=","JASON DERULO","Get Ugly",3973,55,515,4,16.742,0.046,39,"63",23,3973,1110,16.742
"24",24,"=","TORI KELLY","Hollow",3400,34,283,40,12.055,0.171,74,"128",24,3400,501,12.055
"25",25,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",3165,61,524,-2,17.438,0.371,55,"71",25,3165,526,17.438
"26",26,"+1","ELLIE GOULDING","Something In The Way You Move",2832,235,1650,65,17.023,1.022,13,"217",26,2832,1650,17.023
"27",27,"-1","TRAVI$ SCOTT","Antidote",2696,71,485,-3,12.148,0.197,53,"33",26,2696,545,12.148
"28",28,"=","POST MALONE","White Iverson",2331,-48,-111,-96,7.659,-0.107,67,"27",27,2470,451,8.258
"29",29,"=","RACHEL PLATTEN","Stand By You",2213,46,352,13,10.826,0.201,83,"16",29,2213,352,10.826
"30",30,"=","DAVID GUETTA","Bang My Head f/Sia",1997,45,321,16,11.118,0.175,42,"180",30,1997,379,11.118
"31",31,"+2","G-EAZY","Me Myself And I f/Bebe Rexha",1915,162,866,61,11.423,0.83,14,"8",31,1915,866,11.423
"32",32,"-1","R. CITY","Make Up f/Chloe Angelides",1838,-10,89,-19,9.08,-0.221,46,"129",31,1866,348,9.56
"33",33,"-1","CHRIS BROWN","Zero",1705,-100,-260,-21,6.029,-0.321,86,"273",31,2128,391,9.008
"34",34,"=","BORNS","Electric Love",1619,17,132,4,4.373,0.081,53,"73",34,1619,225,4.373
"35",35,"=","DIPLO & SLEEPY TOM","Be Right There",1616,16,50,0,10.103,-0.009,59,"213",35,1616,207,10.721
"36",36,"=","X AMBASSADORS","Renegades",1553,12,-181,38,7.855,0.035,164,"96",8,9986,1573,48.866
"37",37,"=","JUSTIN TIMBERLAKE","Drink You Away",1451,3,134,-29,5.629,-0.024,34,"93",37,1451,390,5.671
"38",38,"+1","FETTY WAP","679 f/Remy Boyz...",1379,7,-53,28,6.748,-0.003,137,"37",19,5210,769,28.742
"39",39,"-1","GWEN STEFANI","Used To Love You",1287,-130,-2406,217,3.974,-0.456,84,"130",19,5224,1038,22.087
"40",40,"=","SHAWN HOOK","Sound Of Your Heart",1086,49,335,-10,2.634,0.198,11,"697",40,1086,576,2.634
"41",41,"+1","TROYE SIVAN","Youth",992,79,252,54,2.752,0.169,18,"257",41,992,301,2.752
"42",42,"+3","MIKE POSNER","I Took A Pill In Ibiza",895,57,382,5,7.087,0.364,6,"36",42,895,382,7.087
"43",43,"-2","HALSEY","New Americana",887,-47,-1178,131,2.341,-0.028,116,"134",25,3060,537,9.352
"44",44,"-1","ANDY GRAMMER","Good To Be Alive (Hallelujah)",861,-50,-249,-28,2.549,-0.097,100,"46",41,1261,177,3.294
"45",45,"+1","DAWIN","Dessert",807,-16,-17,-13,3.533,-0.013,59,"62",44,989,118,4.548
"46",46,"-2","ADAM LAMBERT","Another Lonely Night",798,-49,-141,-45,1.643,-0.122,44,"1276",43,962,129,2.993
"47",47,"=","DJ SNAKE","Middle f/Bipolar Sunshine",720,26,248,-12,7.677,0.155,4,"82",47,720,284,7.677
"48",48,"=","PITBULL","El Taxi f/Sensato & O. Garcia",689,26,157,-1,5.248,0.061,6,"417",48,689,219,5.248
"49",49,"=","LUKAS GRAHAM","7 Years",648,55,388,15,1.995,0.141,4,"45",49,648,388,1.995
"50",50,"=","COLDPLAY","Adventure Of A Lifetime",486,-6,-23,-8,2.37,0.006,12,"40",48,507,29,2.836
