"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14336,"-91",-241,"+75",90.884,"-1.102",84,"4",1,14935,2322,96.531
2,"=","LMFAO Party Rock Anthem",12688,"-61",-506,"+226",84.859,"-0.177",101,"5",1,14043,1859,94.193
3,"=","BRITNEY SPEARS I Wanna Go",12126,"+120",952,"+81",79.433,"+0.891",67,"12",3,12126,1768,79.433
4,"=","NICKI MINAJ Super Bass",11738,"+68",577,"+63",69.762,"-0.177",101,"14",4,11738,1188,69.939
5,"=","PITBULL Give Me Everything f/Ne-Yo",9961,"-228",-1090,"-24",68.876,"-1.395",101,"20",1,14233,1811,95.596
6,"=","HOT CHELLE RAE Tonight Tonight",9936,"+38",365,"-37",54.093,"+0.225",101,"10",6,9936,838,54.093
7,"=","ONEREPUBLIC Good Life",9527,"+8",150,"+80",56.017,"+0.392",101,"7",6,9527,978,56.017
8,"=","BAD MEETS EVIL Lighters f/Bruno Mars",8885,"+153",1196,"+47",55.841,"+0.748",55,"8/78",8,8885,1599,55.841
9,"=","LIL WAYNE How To Love",7957,"-12",294,"+21",44.734,"-0.385",76,"9",9,7969,1328,45.275
10,"=","LADY GAGA The Edge Of Glory",6679,"-203",-1377,"+102",40.021,"-1.280",101,"33",3,11672,2193,68.045
11,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6148,"+214",1684,"+35",35.858,"+1.065",42,"2",11,6148,1684,35.858
12,"-1","THE BAND PERRY If I Die Young",6033,"+12",371,"-50",31.802,"+0.393",101,"13",11,6033,768,31.802
13,"=","ADELE Rolling In The Deep",5721,"-75",-830,"+124",37.037,"-0.077",101,"16",1,14295,2273,96.15
14,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5267,"-74",-69,"-67",26.564,"-0.466",101,"34",12,5432,615,27.03
15,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",5217,"+48",791,"-91",29.421,"+0.385",67,"15",15,5217,1017,29.421
16,"+1","FOSTER THE PEOPLE Pumped Up Kicks",5033,"+195",1302,"+83",28.626,"+1.194",37,"3",16,5033,1302,28.626
17,"-1","RIHANNA Cheers (Drink To That)",4950,"+95",1176,"-139",30.172,"+0.268",23,"28",16,4950,1594,30.172
18,"=","BLACK EYED PEAS Just Can't Get Enough",4637,"-35",-212,"+32",30.609,"-0.129",101,"62",2,13366,715,84.474
19,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",4084,"+126",769,"+69",22.912,"+1.060",52,"6",19,4084,839,22.912
20,"-1","CHRIS BROWN She Ain't You",3958,"-125",-317,"-98",22.243,"-0.873",90,"60",16,4328,635,24.246
21,"-1","BEYONCE Best Thing I Never Had",3765,"-203",-743,"-139",16.538,"-0.806",73,"31",15,4574,856,22.192
22,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3718,"-79",-95,"-49",17,"-0.911",76,"50",19,3899,611,20.698
23,"=","PITBULL Rain Over Me",3345,"+10",182,"+22",18.578,"-0.159",41,"29",23,3349,813,19.382
24,"=","IYAZ Pretty Girls",3037,"+94",547,"+25",14.078,"+0.195",76,"46",24,3037,547,14.078
25,"=","BLACK EYED PEAS Don't Stop The Party",2604,"-14",-21,"-7",9.97,"-0.036",49,"116",24,2690,492,10.42
26,"=","COLDPLAY Every Teardrop Is A Waterfall",2138,"+13",66,"-3",11.208,"+0.264",56,"41",26,2154,446,11.208
27,"+2","LADY GAGA You And I",2082,"+219",1229,"+85",13.219,"+1.270",11,"18",27,2082,1229,13.219
28,"-1","KELLY ROWLAND Motivation f/Lil Wayne",2035,"+37",267,"+52",9.271,"+0.293",46,"43",27,2035,338,9.271
29,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",2015,"+41",338,"+23",16.902,"+0.489",101,"81",18,4031,605,23.761
