"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MAROON 5","Animals",17349,"+37",97,"-43",112.414,"-0.182",67,11,1,17349,3186,114.705
2,"=","ED SHEERAN","Don't",15540,"+68",382,"-34",93.948,"+0.343",139,28,2,15540,2073,93.948
3,"=","TOVE LO","Habits (Stay High)",14114,"-327",-1829,"-158",99.166,"-0.563",159,29,1,16744,2816,110.186
4,"=","CALVIN HARRIS","Blame f/John Newman",13471,"+153",1205,"-91",84.958,"+1.028",82,36,4,13471,1988,84.958
5,"=","TAYLOR SWIFT","Blank Space",12419,"+378",2403,"+91",84.803,"+3.158",32,1,5,12419,3248,84.803
6,"=","MR PROBZ","Waves",12051,"+55",866,"-90",81.381,"+0.771",139,23,5,12051,1264,81.381
7,"=","NICK JONAS","Jealous",11512,"+110",1550,"-132",64.918,"+0.868",79,9,7,11512,1846,64.918
8,"=","TAYLOR SWIFT","Shake It Off",9738,"-177",-1197,"-45",71.806,"-0.812",103,7,1,17531,9016,110.142
9,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",9010,"+72",661,"-63",60.408,"+1.578",53,12,9,9010,1751,60.408
10,"=","JASON DERULO","Trumpets",8686,"+27",33,"+38",46.552,"-0.076",96,22,9,8686,1238,46.628
11,"=","SAM SMITH","I'm Not The Only One",8346,"+91",562,"-9",48.296,"+0.772",65,10,11,8346,1424,48.296
12,"=","MEGHAN TRAINOR","All About That Bass",7447,"-117",-1370,"+87",50.706,"-0.580",144,5,1,17875,3030,116.17
13,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",7005,"-207",-2320,"+160",44.186,"-1.445",123,13,1,15754,4716,94.236
14,"=","IGGY AZALEA","Beg For It f/MØ",6836,"+42",598,"-83",37.876,"+0.264",36,18,14,6836,2920,37.876
15,"=","JEREMIH","Don't Tell 'Em f/YG",6249,"+26",-952,"+248",37.912,"+0.024",132,58,5,12620,1458,74.757
16,"=","ALESSO","Heroes",5701,"+52",474,"-35",32.816,"+0.563",82,43,16,5701,896,32.816
