"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Rolling In The Deep",13987,"-15",-266,"-5",90.731,"+0.109",41,1,14295,2273,96.15
"2",2,"=","PITBULL Give Me Everything f/Ne-Yo",12930,"+88",1408,"-185",87.175,"+0.583",41,2,12930,1811,87.175
"3",3,"=","BRUNO MARS Lazy Song",11038,"-24",-242,"-13",57.056,"-1.082",41,3,11422,1054,61.587
"4",4,"=","KATY PERRY E.T.",10390,"-201",-1018,"-52",75.588,"-0.522",41,1,14624,0,96.745
"5",5,"=","BLACK EYED PEAS Just Can't Get Enough",10307,"-173",-1094,"-45",68.438,"-1.172",41,2,13366,715,84.474
"6",6,"=","LADY GAGA The Edge Of Glory",9766,"+221",1410,"+2",61.691,"+1.643",41,6,9766,2193,61.691
"7",7,"=","BRITNEY SPEARS Till The World Ends",8336,"-117",-1423,"+209",52.494,"-1.129",41,3,11896,966,75.819
"8",8,"=","LUPE FIASCO The Show Goes On",8162,"+77",698,"-12",49.841,"+0.807",41,8,8162,1043,49.841
"9",9,"=","LMFAO Party Rock Anthem",8001,"+286",1684,"+83",56.14,"+1.984",41,9,8001,1684,56.14
"10",10,"=","JENNIFER LOPEZ F/PITBULL On The Floor",7189,"-259",-1307,"-110",45.44,"-1.463",41,5,10169,668,65.118
"11",11,"=","JASON DERULO Don't Wanna Go Home",6302,"+121",617,"+44",36.223,"+0.469",39,11,6302,1463,36.223
"12",12,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",5437,"+227",1936,"-83",36.278,"+1.842",24,12,5437,2124,36.278
"13",13,"-1","HOT CHELLE RAE Tonight Tonight",5394,"+75",438,"+21",27.605,"+0.624",41,12,5394,643,27.605
"14",14,"=","ONEREPUBLIC Good Life",5191,"+79",555,"-16",27.135,"+0.342",41,14,5191,604,27.135
"15",15,"+2","NICKI MINAJ Super Bass",5050,"+134",1068,"-60",31.735,"+0.827",41,15,5050,1188,31.735
"16",16,"-1","WIZ KHALIFA Roll Up",5016,"-27",85,"-83",26.188,"-0.290",41,14,5043,725,26.478
"17",17,"-1","TINIE TEMPAH Written In The Stars",4838,"-196",-1172,"+10",27.145,"-0.873",41,7,8819,756,54.175
"18",18,"=","SELENA GOMEZ & THE SCENE Who Says",4546,"-13",135,"-32",27.282,"+0.230",41,17,4559,707,27.282
"19",19,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3991,"+21",3,"-13",23.203,"+0.321",41,19,4017,605,23.203
"20",20,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3780,"+28",262,"-15",21.673,"+0.112",39,20,3780,864,21.673
"21",21,"=","TAYLOR SWIFT The Story Of Us",3206,"+34",116,"+36",17.044,"+0.297",41,21,3206,587,17.044
"22",22,"=","JEREMIH Down On Me f/50 Cent",3039,"-40",-566,"+48",18.397,"-0.301",41,10,8052,153,44.2
"23",23,"=","RIHANNA California King Bed",2856,"+53",364,"-2",14.339,"+0.041",36,23,2856,616,14.339
"24",24,"+1","NICOLE SCHERZINGER Right There",2813,"+95",668,"-26",14.826,"+0.505",25,24,2813,720,14.826
"25",25,"-1","JESSIE J Price Tag f/B.O.B",2653,"-131",-1407,"+77",13.239,"-0.955",41,12,5959,582,30.453
"26",26,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2622,"+66",339,"+26",13.577,"+0.402",41,26,2622,525,13.577
"27",27,"=","THE BAND PERRY If I Die Young",2568,"+105",582,"+9",12.081,"+0.572",41,27,2568,655,12.081
"28",28,"+1","MAROON 5 Never Gonna Leave This Bed",2018,"+40",272,"+42",8.381,"+0.036",41,28,2018,312,8.381
"29",29,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",1844,"-148",-1100,"+23",9.969,"-1.008",41,17,4096,331,21.342
"30",30,"=","LADY GAGA Born This Way",1795,"-38",-205,"+9",10.415,"-0.041",41,19,3651,0,20.436
"31",31,"=","BEYONCE Best Thing I Never Had",1615,"+73",792,"-64",8.364,"-0.155",13,31,1615,856,8.519
"32",32,"=","CHRIS BROWN She Ain't You",1381,"+31",276,"-10",6.472,"+0.022",30,32,1381,337,6.472
"33",33,"=","CHRIS BROWN Look At Me Now",1299,"-20",-18,"-21",9.546,"-0.143",41,28,1861,229,12.746
"34",34,"=","T-PAIN Best Love Song f/Chris Brown",1201,"+37",260,"+17",6.074,"+0.078",39,34,1201,260,6.074
"35",35,"+2","BRITNEY SPEARS I Wanna Go",1132,"+157",754,"+98",8.496,"+0.888",7,35,1132,754,8.496
"36",36,"=","LIL WAYNE How To Love",1055,"+56",308,"+20",4.071,"+0.197",16,36,1055,337,4.071
"37",37,"-2","SHONTELLE Say Hello To Goodbye",972,"-136",-720,"-129",3.249,"-0.445",41,29,1775,174,5.629
"38",38,"=","AVRIL LAVIGNE Smile",957,"+20",164,"+2",2.586,"+0.081",23,38,957,226,2.586
"39",39,"+2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",903,"+60",317,"+31",4.838,"+0.279",16,39,903,317,4.838
"40",40,"+2","IYAZ Pretty Girls",866,"+35",261,"-1",3.058,"+0.272",16,40,866,271,3.058
"41",41,"-2","NEON TREES Your Surrender",856,"-38",-168,"-22",2.162,"-0.078",41,36,1091,173,2.732
"42",42,"-2","STEVEN TYLER (It) Feels So Good",823,"-21",-76,"-35",3.2,"+0.034",30,40,903,326,3.408
"43",43,"=","CEE LO GREEN Bright Lights Bigger City",751,"+20",111,"+13",2.722,"+0.093",22,43,751,125,2.722
"44",44,"+1","BIG SEAN My Last f/Chris Brown",589,"+32",151,"+23",2.323,"+0.158",16,44,589,151,2.323
"45",45,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",582,"+12",180,"-26",2.025,"+0.022",7,44,582,214,2.105
"46",46,"+1","ALL TIME LOW I Feel Like Dancin�",501,"+41",170,"+29",1.517,"+0.092",2,46,501,170,1.517
"47",47,"-1","TRAIN Save Me San Francisco",483,"+0",-26,"+0",1.844,"-0.037",21,45,509,92,2.155
"48",48,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",349,"+7",66,"+2",1.005,"+0.025",2,48,349,66,1.005
"49",49,"=","CODY SIMPSON On My Mind",296,"+2",25,"-10",1.092,"+0.007",2,49,296,35,1.092
"50",50,"--","AFROJACK Take Over Control f/Eva Simons",285,"--",45,"--",4.339,"--",1,50,285,45,4.339
