"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",15319,-18,149,-54,118.422,-0.206,109,"4",1,15337,1593,119.954
"2",2,"=","TAYLOR SWIFT","We Are Never Ever Ge...",13491,-32,152,-65,90.672,-0.173,82,"7",2,13523,4592,90.845
"3",3,"=","JUSTIN BIEBER","As Long As You Love ...",13083,-32,-345,8,96.501,-0.653,122,"20",2,13498,1300,100.233
"4",4,"=","FUN.","Some Nights",12808,158,380,149,86.478,0.811,147,"5",4,12808,1295,87.245
"5",5,"=","ALEX CLARE","Too Close",11331,-20,199,-89,80.429,0.934,159,"22",5,11377,1328,80.429
"6",6,"=","CHRIS BROWN","Don't Wake Me Up",10197,-78,444,-259,74.088,-0.275,140,"32",6,10275,1456,74.515
"7",7,"=","KE$HA","Die Young",9578,87,796,-76,69.543,0.683,40,"3",7,9578,3842,69.543
"8",8,"+1","NE-YO","Let Me Love You",8584,200,852,92,76.985,1.122,87,"18",8,8584,1189,76.985
"9",9,"-1","PINK","Blow Me (One Last Ki...",8252,-212,-1132,-155,61.118,-1.728,123,"61",1,12762,2737,90.315
"10",10,"=","RIHANNA","Diamonds",8235,124,798,-28,65.394,1.069,39,"6",10,8235,2812,65.394
"11",11,"=","OWL CITY & CARLY RAE...","Good Time",7790,-265,-1551,-168,51.987,-1.205,131,"29",4,10627,1961,71.832
"12",12,"=","PSY","Gangnam Style",7444,-25,-302,-84,54.481,-0.911,56,"1",10,7746,1695,59.817
"13",13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",7104,-51,150,-104,46.84,-0.812,67,"56",13,7155,1803,47.652
"14",14,"=","BRUNO MARS","Locked Out Of Heaven",7023,54,761,-112,52.764,0.742,34,"2",14,7023,2790,52.764
"15",15,"=","ONE DIRECTION","Live While We're You...",5349,19,142,8,28.152,0.135,45,"28",15,5349,2151,28.68
"16",16,"=","FLO RIDA","I Cry",5062,99,948,-63,39.661,0.665,50,"8",16,5062,1268,39.661
"17",17,"=","TRAIN","50 Ways To Say Goodb...",4590,-21,-163,38,27.487,-0.275,92,"23",16,4812,717,29.769
"18",18,"+1","PHILLIP PHILLIPS","Home",4397,146,848,43,32.451,0.906,116,"12",18,4397,887,32.451
"19",19,"-1","FLO RIDA","Whistle",4209,-81,-613,68,25.74,-0.634,152,"34",1,12179,1412,76.089
"20",20,"=","CHRISTINA AGUILERA","Your Body",3492,-204,-517,-169,19.449,-0.925,51,"51",19,4044,2059,23.985
"21",21,"=","ONEREPUBLIC","Feel Again",3403,38,372,-48,19.132,0.613,59,"45",21,3403,813,19.132
"22",22,"=","ED SHEERAN","The A Team",3109,64,635,-29,28.014,0.191,77,"44",22,3109,683,28.014
"23",23,"=","USHER","Numb",2614,-224,-1093,-239,15.646,-1.342,63,"87",20,3707,1028,21.944
"24",24,"=","DAVID GUETTA","I Can Only Imagine f...",2320,-15,-650,184,12.792,-0.423,98,"115",19,3797,589,24.197
"25",25,"=","LUMINEERS","Ho Hey",2229,128,570,81,16.313,0.883,49,"16",25,2229,583,16.313
"26",26,"=","NICKI MINAJ","Va Va Voom",2211,143,1108,-43,22.07,1.188,16,"71",26,2211,1200,22.07
"27",27,"+3","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",1979,155,535,191,15.392,1.043,56,"76",27,1979,535,15.392
"28",28,"-1","TREY SONGZ","2 Reasons f/T.I.",1978,-42,-118,-63,12.33,-0.692,77,"121",25,2118,262,13.967
"29",29,"=","THE SCRIPT","Hall Of Fame f/will....",1903,64,422,45,9.004,0.422,49,"33",28,1903,468,9.004
"30",30,"-2","RITA ORA","R.I.P. f/Tinie Tempa...",1874,7,52,-5,7.946,-0.1,63,"128",26,1874,352,8.368
"31",31,"=","PITBULL","Don't Stop The Party",1808,51,396,-34,12.811,0.212,28,"105",31,1808,457,12.811
"32",32,"+1","BRIDGIT MENDLER","Ready Or Not",1740,85,285,60,11.745,0.722,62,"83",30,1740,304,11.745
"33",33,"-1","ELLIE GOULDING","Anything Could Happe...",1734,53,191,15,10.514,0.228,42,"69",28,1734,455,10.514
"34",34,"+1","JUSTIN BIEBER","Beauty And A Beat f/...",1507,114,709,40,13.723,1.08,17,"36",34,1507,709,13.723
"35",35,"-1","CHER LLOYD","Oath f/Becky G",1438,8,193,-18,10.285,-0.017,28,"109",34,1438,343,10.302
"36",36,"+1","CHRIS WALLACE","Remember When (Push ...",1271,38,131,32,4.769,0.232,84,"--",34,1271,131,4.769
"37",37,"-1","NICKI MINAJ","Pound The Alarm",1244,-13,-436,128,10.219,-0.093,111,"116",11,6583,1036,45.522
"38",38,"=","MEGAN & LIZ","Bad For Me",1147,37,113,26,3.693,0.026,56,"364",37,1150,313,3.734
"39",39,"=","IMAGINE DRAGONS","It's Time",1143,43,155,16,6.913,0.278,42,"35",39,1143,230,6.913
"40",40,"=","ADELE","Skyfall",981,-14,-22,-10,4.086,-0.168,30,"25",34,1211,1151,12.23
"41",41,"=","CARLY RAE JEPSEN","This Kiss",970,58,155,17,3.828,0.416,23,"209",41,970,234,3.828
"42",42,"+1","KELLY CLARKSON","Catch My Breath",906,62,498,-29,3.737,0.25,9,"117",42,906,568,3.737
"43",43,"+1","BOYS LIKE GIRLS","Be Your Everything",837,3,25,-12,2.787,0.039,42,"--",42,837,199,2.787
"44",44,"+1","PINK","Try",759,65,423,24,5.513,0.315,7,"95",44,759,423,5.513
"45",45,"-3","LINKIN PARK","Burn It Down",713,-132,-747,-18,3.85,-0.48,151,"136",23,2714,475,12.585
"46",46,"=","HUNTER HAYES","Wanted",659,18,169,-5,4.091,0.124,21,"11",45,659,181,4.091
"47",47,"=","THE WANTED","I Found You",658,19,39,10,3.152,0.101,23,"--",44,658,173,3.187
