"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","MILEY CYRUS","Wrecking Ball",15226,3,-136,100,102.64,0.052,66,"9",1,15459,2954,107.57
2,"-1","AVICII","Wake Me Up",15175,-130,-1093,98,109.821,-0.34,112,"8",1,17010,2103,116.977
3,"=","LORDE","Royals",14353,-187,-1376,-27,104.056,-1.382,96,"2",1,16495,2817,112.509
4,"=","LADY GAGA","Applause",12006,-79,-173,-69,79.661,-0.867,96,"10",4,12273,3922,81.876
5,"=","DRAKE","Hold On We're Goi...",11947,43,253,170,68.997,-0.455,97,"11",5,11947,1610,74.25
6,"=","KATY PERRY","Roar",11052,-149,-1057,134,81.183,-2,97,"6",1,17176,6098,117.145
7,"=","IMAGINE DRAGONS","Demons",10617,157,1347,-72,72.145,0.602,76,"5",7,10617,1982,72.145
8,"=","SELENA GOMEZ","Slow Down",9861,26,200,-8,57.018,-0.159,90,"34",7,9861,1167,57.177
9,"=","PARAMORE","Still Into You",7440,-151,-699,-141,43.833,-0.568,191,"33",9,8192,961,48.594
10,"=","KATY PERRY","Unconditionally",7262,101,913,-61,43.555,0.255,28,"21",10,7262,3384,43.555
11,"+2","EMINEM","The Monster f/Rih...",6579,288,2370,-73,51.118,2.065,18,"1/44",11,6579,2782,51.118
12,"-1","JUSTIN TIMBERLAKE","TKO",6534,-16,96,-38,31.343,-0.193,53,"59",11,6550,1724,32.813
13,"-1","JAY Z","Holy Grail f/Just...",6097,-245,-1344,-68,46.451,-1.32,135,"39",4,11700,2095,78.442
14,"=","ZEDD","Stay The Night f/...",6089,163,1136,-10,44.784,1.278,48,"27",14,6089,1238,44.784
15,"=","PITBULL","Timber f/Ke$ha",6051,196,1490,4,41.84,0.771,33,"4",15,6051,1490,41.84
16,"=","ONEREPUBLIC","Counting Stars",6002,267,1876,31,44.6,1.986,35,"3/98",16,6002,1876,44.6
17,"=","JASON DERULO","Marry Me",5490,9,282,-31,28.94,0.235,63,"25",14,5490,856,28.94
18,"=","NEIGHBOURHOOD","Sweater Weather",5142,1,350,-127,23.866,0.404,140,"18",17,5142,869,23.866
19,"+1","LANA DEL REY","Summertime Sadnes...",4443,-89,-987,156,32.56,-0.952,136,"57/78",2,13737,1923,88.403
20,"-1","BRUNO MARS","Gorilla",4184,-416,-2443,-177,19.073,-1.665,68,"55",10,7264,1872,38.774
21,"=","RIHANNA","What Now",3867,-24,-94,-24,15.883,-0.554,56,"49",19,4043,821,17.344
22,"=","TRAVIE MCCOY","Rough Water f/Jas...",3829,-8,71,12,20.785,-0.279,54,"69",22,3868,705,22.115
23,"=","LADY GAGA","Do What U Want f/...",3342,122,1278,-41,23.192,0.615,18,"15",23,3342,1319,23.192
24,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",3269,117,729,44,19.269,0.129,63,"26",23,3269,729,19.269
25,"=","PASSENGER","Let Her Go",3076,65,675,-9,16.076,0.262,48,"7",25,3076,684,16.076
26,"=","ONE DIRECTION","Story Of My Life",2988,105,879,-70,14.881,0.812,17,"12",26,2988,1292,14.881
27,"+1","ENRIQUE IGLESIAS","Heart Attack",2665,19,282,31,13.078,-0.034,41,"104",26,2665,649,13.314
28,"-1","TAYLOR SWIFT","Everything Has .....",2627,-90,-1041,156,11.786,-0.144,125,"68",14,5693,990,31.815
29,"=","ELLIE GOULDING","Burn",2483,51,398,-11,16.041,0.427,41,"38",29,2483,475,16.041
30,"+2","FALL OUT BOY","Alone Together",2060,58,220,59,8.262,0.063,89,"114",29,2060,326,8.262
31,"-1","J. COLE","Crooked Smile f/T...",2014,-51,-260,-27,10.064,-0.482,89,"206",26,2407,332,12.679
32,"+1","SARA BAREILLES","Brave",1968,68,336,33,12.058,0.693,76,"19",32,1968,336,12.058
33,"+1","ZENDAYA","Replay",1831,48,340,32,7.377,0.009,30,"74",33,1831,457,7.377
34,"-3","TEGAN & SARA","Closer",1811,-232,-1936,-27,8.23,-0.794,153,"165",17,4451,570,22.41
35,"=","JOHN NEWMAN","Love Me Again",1752,65,327,57,7.365,0.074,43,"95",35,1752,327,7.365
36,"=","EMELI SANDE","My Kind Of Love",1360,-42,-110,-65,4.077,-0.177,48,"151",34,1470,433,4.528
37,"=","NEW POLITICS","Harlem",1295,15,106,1,4.004,0.095,72,"136",37,1295,285,4.042
38,"+1","BRITNEY SPEARS","Perfume",1162,90,736,-10,5.829,0.317,7,"122",38,1162,896,5.829
39,"-1","AWOLNATION","Sail",1100,-39,-605,90,5.941,-0.136,177,"28",17,4079,550,18.593
40,"=","CALVIN HARRIS","Thinking About Yo...",1051,19,216,-23,6.169,0.021,15,"350",40,1051,239,6.169
41,"+1","CHRIS WALLACE","Keep Me Crazy",936,8,69,3,1.997,0.034,73,"--",41,936,133,1.997
42,"+2","ARIANA GRANDE","Right There f/Big...",890,38,258,42,4.537,0.075,14,"200",42,890,258,4.537
43,"-2","BRITNEY SPEARS","Work Bitch",889,-51,-1343,286,3.829,-0.245,62,"--",13,5635,3487,31.994
44,"+2","BASTILLE","Pompeii",855,50,316,29,5.682,0.673,8,"43",44,855,316,5.682
45,"=","CHRIS BROWN","Love More f/Nicki...",829,8,-9,47,3.274,-0.033,54,"71",39,1132,161,6.171
46,"-3","ICONA POP","All Night",794,-76,-586,13,5.629,0.107,90,"186",31,1608,231,7.786
47,"+1","FLO RIDA","How I Feel",781,39,291,22,4.323,0.04,8,"167",47,781,310,4.323
48,"-1","MIDNIGHT RED","Take Me Home",758,0,15,-1,2.239,-0.005,18,"--",46,772,88,2.492
49,"+1","BIG SEAN","Beware f/Lil Wayn...",689,-7,-120,11,3.227,0.021,23,"87",44,837,225,3.577
50,"-1","ROBIN THICKE","Give It 2 U f/Ken...",629,-89,-1468,267,3.5,-0.393,104,"203",12,6339,1340,33.892
