"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"+1","RIHANNA We Found Love f/Calvin Harris",13440,"+175",1052,"+58",92.058,"+0.869",64,"3",1,13440,2184,92.058
"2",2,"-1","DAVID GUETTA Without You f/Usher",13342,"-19",235,"-145",84.01,"+0.488",93,"9",1,13361,1586,84.01
"3",3,"+1","LMFAO Sexy And I Know It",11525,"+132",964,"+116",74.028,"+0.469",93,"1",3,11525,1530,74.028
"4",4,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",11309,"-281",-1301,"-313",73.804,"-1.302",152,"8",1,13951,1685,86.013
"5",5,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10035,"-113",-549,"-38",68.608,"-0.531",142,"7",1,14127,1893,93.336
"6",6,"=","ADELE Someone Like You",9472,"-199",-1497,"-101",65.133,"-0.823",113,"6",2,13563,2614,91.686
"7",7,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",9440,"-105",-984,"+35",56.504,"-0.888",167,"16",4,11548,1097,70.438
"8",8,"=","KATY PERRY The One That Got Away",8362,"+72",1012,"-30",54.78,"+0.879",52,"5",8,8362,1631,54.78
"9",9,"=","BRUNO MARS It Will Rain",8194,"+23",784,"-94",47.324,"+0.074",56,"2",8,8194,1337,47.324
"10",10,"=","FLO RIDA Good Feeling",7640,"+104",894,"-26",48.845,"+0.566",64,"4",10,7640,1207,48.845
"11",11,"+1","DEV In The Dark",6233,"-63",-540,"+79",45.616,"-0.566",122,"52",8,8037,1224,51.486
"12",12,"-1","JASON DERULO It Girl",6218,"-81",-386,"-48",28.218,"-0.567",102,"29",10,6647,1048,29.647
"13",13,"=","KELLY CLARKSON Mr. Know It All",6138,"-14",193,"-80",33.078,"+0.103",85,"24",13,6164,1093,33.078
"14",14,"=","FOSTER THE PEOPLE Pumped Up Kicks",5767,"-98",-782,"+35",33.12,"-0.689",137,"12",3,12112,1356,70.246
"15",15,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5123,"+98",798,"-104",29.162,"+0.464",51,"10",15,5123,1264,29.162
"16",16,"=","NICKI MINAJ Fly f/Rihanna",4956,"-31",47,"-68",26.815,"-0.325",71,"35",15,4987,987,27.303
"17",17,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",4508,"+15",497,"-44",21.984,"+0.111",97,"41",17,4508,636,21.984
"18",18,"+1","LADY GAGA Marry The Night",3723,"+156",1122,"-62",21.248,"+0.795",19,"63",18,3723,1570,21.248
"19",19,"+1","GAVIN DEGRAW Not Over You",3322,"+86",429,"+57",16.597,"+0.692",95,"21",19,3322,532,16.597
"20",20,"+1","DRAKE Headlines",3240,"+50",413,"-126",23.974,"+0.409",43,"22",20,3240,754,23.974
"21",21,"+2","JESSIE J Domino",2938,"+25",292,"-12",16.39,"+0.082",73,"43",21,2938,381,16.39
"22",22,"+3","RIHANNA You Da One",2803,"+86",1008,"+565",18.096,"+0.178",17,"--",20,3394,3394,36.963
"23",23,"+1","LADY GAGA You And I",2691,"-36",-300,"+73",14.539,"-0.001",111,"31",7,7824,1553,44.474
"24",24,"+2","LADY ANTEBELLUM Just A Kiss",2663,"-3",94,"-88",12.474,"-0.003",68,"37",24,2666,525,12.477
"25",25,"+2","BREATHE CAROLINA Blackout",2381,"+85",338,"+58",13.562,"+0.698",95,"67",25,2381,343,13.562
"26",26,"+2","HOT CHELLE RAE I Like It Like That f/New...",2350,"+79",283,"+11",10.686,"+0.301",59,"45",26,2350,407,10.686
"27",27,"+2","J. COLE Workout",2279,"+55",421,"-14",20.194,"+0.438",35,"28",27,2279,614,20.194
"28",28,"+2","ALEXANDRA STAN Mr. Saxobeat",2206,"+35",95,"+115",21.704,"-0.268",127,"74",18,4585,673,38.816
"29",29,"+2","FRAY Heartbeat",2176,"+31",334,"-13",10.879,"+0.230",32,"133",29,2176,677,10.879
"30",30,"+2","OUTASIGHT Tonight Is The Night",1842,"+24",285,"-11",9.371,"+0.259",27,"102",30,1842,500,9.371
"31",31,"+2","JAY Z & KANYE WEST N***** In Paris",1689,"+32",233,"-1",8.963,"+0.098",22,"15",31,1689,581,8.963
"32",32,"+3","AVRIL LAVIGNE Wish You Were Here",1453,"+29",188,"+24",5.173,"+0.132",22,"156",32,1453,503,5.173
"33",33,"+1","PITBULL F/CHRIS BROWN International Love",1420,"-9",155,"-33",10.086,"+0.141",25,"60",33,1429,418,10.086
"34",34,"+2","NICKELBACK When We Stand Together",1254,"-32",-257,"-2",4.215,"-0.080",57,"--",30,1615,457,5.4
