"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PITBULL","Timber f/Ke$ha",16611,78,1216,-394,115.102,1.688,93,"2",1,16611,2001,115.102
"2",2,"=","ONEREPUBLIC","Counting Stars",16469,-49,738,-507,112.943,-0.384,95,"5",1,16524,2609,113.696
"3",3,"=","EMINEM","The Monster f/Rih...",16137,6,69,-399,115.293,-0.236,78,"12/59",1,16414,2904,117.022
"4",4,"+1","ELLIE GOULDING","Burn",10994,198,1313,-211,77.663,0.676,101,"15",4,10994,1574,77.663
"5",5,"-1","IMAGINE DRAGONS","Demons",10709,-376,-1794,-488,67.993,-2.751,136,"17",1,14595,1982,96.313
"6",6,"=","ZEDD","Stay The Night f/...",10058,-7,389,-205,63.394,-0.247,108,"46",5,10071,1238,64.445
"7",7,"=","LADY GAGA","Do What U Want f/...",9906,59,523,-227,60.79,0.689,78,"36",7,9906,1408,60.79
"8",8,"=","ONE DIRECTION","Story Of My Life",9474,118,911,-156,62.823,1.718,77,"14",8,9474,1292,62.823
"9",9,"=","PASSENGER","Let Her Go",9142,30,629,-204,53.864,0.734,108,"7",9,9142,1223,53.864
"10",10,"=","KATY PERRY","Dark Horse",8959,368,2242,-55,63.985,2.908,54,"1",10,8959,2297,63.985
"11",11,"=","AVICII","Wake Me Up",8428,-101,-780,-25,64.352,-1.787,172,"23",1,17010,2103,116.977
"12",12,"=","NEIGHBOURHOOD","Sweater Weather",7950,-90,-269,-222,44.785,-0.279,200,"31",7,8300,869,45.648
"13",13,"=","LORDE","Team",7474,106,853,-173,51.259,1.075,53,"10",13,7474,1348,51.259
"14",14,"+1","A GREAT BIG WORLD","Say Something w/C...",7373,164,1051,-130,48.825,1.149,54,"4/63",14,7373,1506,48.825
"15",15,"-1","MACKLEMORE & RYAN...","White Walls f/ScH...",7230,-17,314,-196,39.001,-0.297,123,"33",12,7258,764,39.457
"16",16,"=","BASTILLE","Pompeii",5938,126,727,-118,37.184,0.592,68,"9",16,5938,1030,37.184
"17",17,"=","MILEY CYRUS","Wrecking Ball",4916,-288,-1699,-286,30.617,-1.8,126,"37",1,15459,2954,107.57
"18",18,"=","JOHN NEWMAN","Love Me Again",4590,35,321,-108,25.54,0.845,103,"26",18,4590,570,25.54
"19",19,"=","BEYONCE","XO",4462,92,981,-152,27.691,0.212,26,"57",19,4462,1464,27.691
"20",20,"=","BRUNO MARS","Young Girls",4133,168,857,5,24.506,0.555,33,"127",20,4133,884,24.506
"21",21,"=","ZENDAYA","Replay",3398,5,314,-105,11.618,-0.133,90,"38",21,3398,472,12.61
"22",22,"=","SARA BAREILLES","Brave",2975,-34,110,-84,17.679,-0.286,136,"30",22,3095,380,19.453
"23",23,"+1","MILEY CYRUS","Adore You",2940,224,1385,98,14.679,0.612,20,"28",23,2940,1385,14.679
"24",24,"-1","CALVIN HARRIS","Thinking About Yo...",2736,10,513,-92,17.583,0.297,75,"166",23,2736,605,17.583
"25",25,"+1","DEMI LOVATO","Neon Lights",2690,56,479,-26,17.749,0.736,48,"83",25,2690,505,17.749
"26",26,"-1","FLO RIDA","How I Feel",2674,-36,14,-65,11.127,-0.345,68,"70",23,2794,547,12.521
"27",27,"=","FALL OUT BOY","Alone Together",2490,-80,-426,-62,13.22,-0.412,149,"77",22,3296,471,18.251
"28",28,"+1","CASH CASH","Take Me Home f/Be...",2314,40,766,-70,14.098,0.175,59,"118",28,2314,836,14.098
"29",29,"-1","BRITNEY SPEARS","Perfume",2120,-160,-548,-139,7.924,-0.796,67,"159",22,3580,896,17.467
"30",30,"=","THE 1975","Chocolate",1993,29,279,-73,8.203,0.175,52,"133",30,1993,387,8.203
"31",31,"+2","JASON DERULO","Talk Dirty f/2 Ch...",1899,170,926,88,13.968,1.225,17,"13",31,1899,926,13.968
"32",32,"-1","SELENA GOMEZ","Slow Down",1806,-78,-487,33,10.74,-0.501,150,"155",7,9868,1167,57.795
"33",33,"-1","AVICII","Hey Brother",1799,49,275,6,11.782,0.299,41,"25",32,1799,388,11.782
"34",34,"+1","AMERICAN AUTHORS","Best Day Of My Li...",1693,19,310,-63,8.073,-0.039,37,"34",34,1693,394,8.112
"35",35,"+1","JUSTIN TIMBERLAKE","TKO",1542,-81,-354,-48,6.546,-0.27,113,"209",11,6739,1724,32.813
"36",36,"-2","KATY PERRY","Unconditionally",1502,-194,-974,-39,6.662,-1.128,88,"39",8,8987,3384,51.293
"37",37,"=","CHRIS WALLACE","Keep Me Crazy",1141,15,103,-23,2.907,-0.022,133,"--",37,1200,133,3.11
"38",38,"+1","MKTO","Classic",1078,6,141,-19,2.366,0.014,45,"134",38,1078,163,2.366
"39",39,"+2","MARTIN GARRIX","Animals",1060,56,352,48,7.971,0.551,45,"53",39,1060,352,7.971
"40",40,"+2","SHAKIRA F/RIHANNA","Can't Remember To...",1027,81,1027,81,12.192,0.928,2,"8",40,1027,1027,12.192
"41",41,"-3","JASON DERULO","Marry Me",994,-99,-699,-2,4.331,-0.332,123,"84",14,6157,856,31.947
"42",42,"-2","LUPE FIASCO","Old School Love f...",952,-66,-317,-70,3.07,-0.275,59,"201",34,1443,284,6.015
"43",43,"=","NONONO","Pumpin Blood",715,-2,17,-23,1.822,-0.028,36,"--",42,736,101,2.018
"44",44,"+1","KID INK","Show Me f/Chris B...",591,35,118,34,2.776,0.145,10,"24",44,591,118,2.776
"45",45,"-1","JAKE MILLER","Collide",560,-19,-29,-32,1.246,0.007,36,"--",43,688,134,1.677
"46",46,"=","CAMRYN","LoveSick",544,20,47,29,0.791,0.025,22,"--",45,682,125,0.944
"47",47,"=","FRAY","Love Don't Die",504,2,3,-15,1.292,0.018,10,"79",46,512,64,1.546
"48",48,"+1","MIKE WILL MADE-IT","23 f/Miley Cyrus/...",439,10,43,4,2.51,0.034,4,"45",48,439,51,2.51
"49",49,"-1","PANIC! AT THE DIS...","Miss Jackson f/Lo...",435,3,24,-20,0.852,0.001,8,"157",47,445,83,0.874
"50",50,"=","NAUGHTY BOY","La La La f/Sam Sm...",403,38,193,17,0.785,0.093,3,"--",50,403,193,0.785
