"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY E.T.",13657,-139,-860,-89,91.708,-0.656,11,1,14624,0,96.745
2,"=","BLACK EYED PEAS Just Can't Get Enough",13329,-16,298,-13,84.474,0.113,11,2,13366,715,84.474
3,"=","ADELE Rolling In The Deep",12230,222,1566,-61,80.746,1.468,11,3,12230,2273,80.746
4,"=","BRITNEY SPEARS Till The World Ends",11862,61,442,58,75.715,0.432,11,3,11862,966,75.715
5,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9985,49,331,-17,64.079,0.698,11,5,9985,668,64.079
6,"=","BRUNO MARS Lazy Song",9535,157,943,48,54.523,0.612,11,6,9535,943,54.523
7,"=","TINIE TEMPAH Written In The Stars",8752,-3,200,-61,51.648,-0.527,11,7,8819,756,54.175
8,"=","KE$HA Blow",7910,-189,-1522,-42,45.74,-0.927,11,4,10135,0,56.264
9,"=","RIHANNA S&M",7460,-202,-1499,218,47.683,-2.082,11,5,10081,0,64.524
10,"=","JEREMIH Down On Me f/50 Cent",6926,-249,-1053,-230,38.499,-1.041,11,10,8052,153,44.2
11,"=","PITBULL Give Me Everything f/Ne-Yo",6778,291,1640,120,49.097,1.642,11,11,6778,1640,49.097
12,"=","THE SCRIPT For The First Time",6190,27,173,-79,33.024,0.341,11,11,6190,433,33.625
13,"=","JESSIE J Price Tag f/B.O.B",5885,41,233,18,30.453,0.359,11,12,5885,582,30.453
14,"+1","LUPE FIASCO The Show Goes On",5356,157,1005,62,33.961,0.872,11,14,5356,1005,33.961
15,"-1","CEE LO GREEN F**k You (Forget You)",5151,-108,-443,-69,30.202,-0.48,11,11,5830,0,32.865
16,"=","PINK F**kin' Perfect (Perfect)",4382,-122,-722,-46,22.34,-0.287,11,14,5394,0,27.986
17,"=","NEW BOYZ Back Seat f/Cataracs & Dev",3930,37,210,26,20.408,0.204,11,17,3930,331,20.408
18,"=","SELENA GOMEZ & THE SCENE Who Says",3738,79,508,-11,21.601,0.61,11,18,3738,707,21.601
19,"=","WIZ KHALIFA Roll Up",3589,46,490,-17,18.731,0.749,11,19,3589,725,18.731
20,"+3","LADY GAGA The Edge Of Glory",3438,365,2054,63,22.413,1.31,11,20,3438,2054,22.413
21,"-1","HOT CHELLE RAE Tonight Tonight",3357,32,516,-114,15.794,0.245,11,20,3357,643,15.794
22,"-1","ONEREPUBLIC Good Life",3182,71,567,15,16.222,0.472,11,21,3182,573,16.222
23,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",3117,90,605,52,20.122,0.337,11,23,3117,605,20.122
24,"-2","LADY GAGA Born This Way",3035,-47,-373,54,15.256,-0.06,11,19,3651,0,20.436
25,"=","LMFAO Party Rock Anthem",2907,18,379,-85,18.829,0.082,11,24,2907,464,18.829
26,"+1","TAYLOR SWIFT The Story Of Us",2503,83,524,54,12.142,0.178,11,26,2503,524,12.142
27,"-1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",2455,-165,-702,-89,10.97,-0.666,11,21,3233,127,13.744
28,"+2","JASON DERULO Don't Wanna Go Home",2216,189,1346,-51,14.089,1.146,9,28,2216,1397,14.089
29,"=","AVRIL LAVIGNE What The Hell",1998,-70,-542,31,9.447,-0.305,11,24,2903,0,13.876
30,"-2","DR. DRE I Need A Doctor f/Eminem",1970,-188,-1177,-78,12.454,-0.847,11,20,3521,0,21.933
31,"+1","BIG TIME RUSH Boyfriend",1822,-48,-73,-60,7.014,-0.171,11,30,1912,197,7.455
32,"+1","CHRIS BROWN Look At Me Now",1811,40,142,63,12.11,0.408,11,32,1811,229,12.11
33,"-2","LADY GAGA Judas",1596,-360,-2477,-125,6.506,-1.368,11,15,4801,0,27.232
34,"+1","SHONTELLE Say Hello To Goodbye",1497,43,109,26,4.287,0.143,11,34,1497,142,4.287
35,"+1","NICKI MINAJ Super Bass",1453,60,468,-59,8.968,0.332,11,35,1453,680,8.968
36,"+2","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1411,104,722,-30,9.996,0.575,9,36,1411,855,9.996
37,"-3","MY CHEMICAL ROMANCE Sing",1364,-93,-557,-42,6.311,-0.256,11,29,2009,0,7.995
38,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1290,77,525,0,5.526,0.424,11,38,1290,525,5.526
39,"-2","NICKI MINAJ Moment 4 Life f/Drake",1267,-79,-543,-14,8.722,-0.475,11,29,2036,0,13.564
40,"=","MAROON 5 Never Gonna Leave This Bed",1193,56,208,32,4.358,0.225,11,40,1193,312,4.358
41,"=","BEYONCE Run The World (Girls)",1066,-15,-128,25,3.792,-0.05,11,35,1285,242,5.356
42,"=","BRITNEY SPEARS Hold It Against Me",1059,4,-88,28,8.739,0.222,11,37,1171,0,8.927
43,"+1","THE READY SET Young Forever",972,9,86,6,2.442,0.069,11,41,972,107,2.442
44,"-1","KANYE WEST All Of The Lights",954,-25,-189,2,7.043,0.09,11,37,1170,71,7.48
45,"=","RIHANNA California King Bed",953,80,596,5,5.556,0.168,6,45,953,596,5.556
46,"=","NEON TREES Your Surrender",853,10,138,-17,2.042,0.029,11,43,853,173,2.042
47,"=","THIRTY SECONDS TO MARS Closer To The Edg...",722,-42,-401,44,2.715,-0.165,11,34,1390,0,4.829
48,"+1","THE BAND PERRY If I Die Young",670,26,125,15,2.43,0.111,11,48,670,127,2.43
49,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",647,-1,12,2,2.01,0.02,11,45,655,108,2.201
50,"=","T-PAIN Best Love Song f/Chris Brown",591,27,78,37,2.622,0.2,9,47,591,78,2.622
