"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PITBULL Give Me Everything f/Ne-Yo",13699,"+24",396,"-6",93.119,"-0.180",54,1,13699,1811,93.32
"2",2,"=","ADELE Rolling In The Deep",12845,"-109",-808,"-37",88.1,"-0.550",54,1,14295,2273,96.15
"3",3,"=","LADY GAGA The Edge Of Glory",11269,"+78",750,"+35",65.189,"+0.707",54,3,11269,2193,65.189
"4",4,"=","LMFAO Party Rock Anthem",10857,"+177",1355,"-23",71.923,"+0.663",54,4,10857,1859,71.923
"5",5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",8940,"+186",1978,"-103",58.035,"+1.612",37,5,8940,2124,58.035
"6",6,"+1","LUPE FIASCO The Show Goes On",8740,"+25",362,"+57",51.822,"-0.298",54,6,8740,1043,53.459
"7",7,"-1","KATY PERRY E.T.",8427,"-297",-1418,"-290",61.008,"-2.529",54,1,14624,0,96.745
"8",8,"=","BLACK EYED PEAS Just Can't Get Enough",8050,"-210",-1461,"-102",58.065,"-1.312",54,2,13366,715,84.474
"9",9,"=","BRUNO MARS Lazy Song",7912,"-161",-1844,"+49",38.354,"-0.774",54,3,11422,1054,61.587
"10",10,"=","JASON DERULO Don't Wanna Go Home",6911,"+7",202,"-13",36.394,"-0.117",52,10,6911,1463,37.039
"11",11,"=","NICKI MINAJ Super Bass",6834,"+84",947,"-56",41.637,"+0.729",54,11,6834,1188,41.637
"12",12,"=","ONEREPUBLIC Good Life",6540,"+103",831,"+8",38.65,"+1.032",54,12,6540,831,38.65
"13",13,"=","HOT CHELLE RAE Tonight Tonight",6415,"+58",350,"+42",33.181,"+0.443",54,12,6415,838,33.181
"14",14,"=","BRITNEY SPEARS Till The World Ends",6039,"-50",-910,"+256",40.788,"+0.195",54,3,11896,966,75.819
"15",15,"=","JENNIFER LOPEZ F/PITBULL On The Floor",4700,"-93",-828,"+168",33.171,"-0.962",54,5,10169,668,65.118
"16",16,"+1","BRITNEY SPEARS I Wanna Go",4122,"+203",1512,"-72",29.05,"+0.934",20,16,4122,1768,29.05
"17",17,"+1","NICOLE SCHERZINGER Right There",3832,"+23",418,"-123",19.505,"-0.111",38,17,3832,720,19.616
"18",18,"-2","WIZ KHALIFA Roll Up",3755,"-192",-967,"-171",16.957,"-1.125",54,14,5043,725,26.478
"19",19,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3719,"-20",-160,"-73",19.355,"-0.371",52,18,3879,864,21.943
"20",20,"+1","RIHANNA California King Bed",3422,"+13",354,"-1",14.409,"-0.148",49,20,3422,616,14.846
"21",21,"+1","THE BAND PERRY If I Die Young",3389,"+31",343,"-81",17.251,"-0.101",54,21,3389,655,17.352
"22",22,"-2","SELENA GOMEZ & THE SCENE Who Says",3328,"-263",-1060,"-250",14.414,"-1.920",54,17,4559,707,27.282
"23",23,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3310,"+11",269,"-60",15.81,"-0.073",54,23,3338,525,15.945
"24",24,"+1","TAYLOR SWIFT The Story Of Us",3222,"-7",-73,"-36",15.643,"-0.357",54,21,3295,587,17.303
"25",25,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",3136,"-144",-733,"-96",20.546,"-0.296",54,18,4031,605,23.761
"26",26,"+1","BEYONCE Best Thing I Never Had",2944,"+150",670,"+46",15.319,"+1.003",26,26,2944,856,15.319
"27",27,"-1","TINIE TEMPAH Written In The Stars",2861,"-89",-755,"+116",17.797,"-0.614",54,7,8819,756,54.175
"28",28,"+1","MAROON 5 Never Gonna Leave This Bed",2382,"+35",247,"+18",10.103,"+0.122",54,28,2382,312,10.103
"29",29,"-1","JEREMIH Down On Me f/50 Cent",2300,"-70",-542,"-33",15.328,"-0.226",54,10,8052,153,44.2
"30",30,"=","CHRIS BROWN She Ain't You",2249,"+136",623,"+95",11.551,"+0.931",43,30,2249,623,11.551
"31",31,"=","LIL WAYNE How To Love",1995,"+90",565,"+25",10.685,"+0.502",29,31,1995,565,10.685
"32",32,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1661,"+67",348,"+14",8.988,"+0.402",29,32,1661,502,8.988
"33",33,"+1","T-PAIN Best Love Song f/Chris Brown",1326,"-11",11,"-21",6.986,"+0.046",52,33,1369,260,6.986
"34",34,"+1","AVRIL LAVIGNE Smile",1308,"+20",166,"+4",4.676,"+0.140",36,34,1308,226,4.676
"35",35,"+2","IYAZ Pretty Girls",1062,"+35",146,"+43",3.945,"+0.199",29,35,1062,271,3.945
"36",36,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1040,"-17",-288,"+84",6.616,"-0.024",54,17,4096,331,21.342
"37",37,"+1","CEE LO GREEN Bright Lights Bigger City",996,"+20",119,"+2",3.382,"+0.121",35,37,996,170,3.382
