"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DEMI LOVATO","Give Your Heart A Br...",11880,62,220,5,80.283,0.049,192,"33",1,11880,1256,80.294
2,"=","FLO RIDA","Whistle",11687,134,919,18,73.624,0.866,95,"5",2,11687,1412,73.624
3,"=","ELLIE GOULDING","Lights",11186,-69,-561,72,87.354,-0.438,211,"34",1,13999,1482,101.262
4,"=","PINK","Blow Me (One Last Ki...",10397,113,610,-20,71.872,1.295,66,"7/91",4,10397,2737,71.872
5,"=","KATY PERRY","Wide Awake",10115,-101,-1122,112,66.35,-0.548,109,"28",1,14124,2824,100.029
6,"=","DAVID GUETTA","Titanium f/Sia",10084,-99,-741,62,72.415,-0.064,153,"31",3,11268,1091,79.723
7,"=","NEON TREES","Everybody Talks",9744,59,606,-95,65.051,0.428,152,"12",7,9744,1632,65.051
8,"+1","MAROON 5","One More Night",8318,211,1050,45,57.905,1.56,52,"3",8,8318,1241,57.905
9,"-1","OWL CITY & CARLY RAE...","Good Time",8256,142,693,66,55.499,1.246,74,"11",8,8256,1961,55.499
10,"=","JUSTIN BIEBER","As Long As You Love ...",7858,144,648,31,55.785,1.49,65,"9",10,7858,1300,55.785
11,"=","TAYLOR SWIFT","We Are Never Ever Ge...",7305,76,672,-81,49.471,0.551,25,"2",11,7305,4592,49.471
12,"=","RIHANNA","Where Have You Been",6779,-49,-443,25,54.27,-0.09,146,"50",2,12963,1884,95.69
13,"+1","MAROON 5","Payphone f/Wiz Khali...",6707,-108,-717,-1,47.961,-0.311,145,"47",1,14353,3415,107.136
14,"-1","CHER LLOYD","Want U Back",6601,-225,-1098,-149,34.956,-1.283,119,"16",9,8069,1103,45.503
15,"+1","FUN.","Some Nights",6295,69,685,2,39.103,0.476,90,"4",15,6295,1097,39.103
16,"-1","CALVIN HARRIS","Let's Go f/Ne-Yo",6102,-212,-2103,97,39.22,-1.353,133,"46",5,9398,1254,61.384
17,"=","NICKI MINAJ","Pound The Alarm",5499,114,617,60,36.753,0.359,54,"23",17,5499,1036,36.753
18,"=","ALEX CLARE","Too Close",5225,63,582,-76,36.252,0.245,102,"6",18,5225,838,36.252
19,"+1","CHRIS BROWN","Don't Wake Me Up",4272,112,808,-11,32.092,0.58,83,"25",19,4272,982,32.092
20,"-1","USHER","Scream",4194,-37,-547,47,27.92,-0.163,135,"66",6,9627,2323,68.266
21,"=","JASON MRAZ","I Won't Give Up",3773,5,205,-7,26.099,-0.006,146,"18",21,3773,443,26.105
22,"=","KELLY CLARKSON","Dark Side",3445,24,41,-21,17.447,0.087,91,"58",20,3453,493,18.412
23,"+1","KARMIN","Hello",3437,78,562,-1,19.041,0.559,32,"81",23,3437,1012,19.041
24,"-1","NO DOUBT","Settle Down",3231,-180,-886,-94,14.84,-1.092,52,"78",19,4315,1467,23.29
25,"=","TRAIN","50 Ways To Say Goodb...",2642,40,503,-33,12.784,0.61,35,"17",25,2642,717,12.784
