"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Wide Awake",12371,"-117",-797,"-18",84.412,"-0.955",97,"16",1,14124,2824,100.029
2,"=","ELLIE GOULDING","Lights",12292,"-148",-909,"-67",92.236,"-1.471",199,"18",1,13999,1482,101.262
3,"=","DEMI LOVATO","Give Your Heart A Br...",11329,"+178",1126,"+37",78.469,"+0.964",180,"24",3,11329,1256,78.469
4,"=","DAVID GUETTA","Titanium f/Sia",11177,"+29",-91,"-43",77.558,"+0.374",141,"21",3,11268,1091,79.723
5,"=","FLO RIDA","Whistle",9920,"+60",1083,"-61",65.741,"+0.314",83,"3",5,9920,1412,65.741
6,"+1","PINK","Blow Me (One Last Ki...",9260,"+60",791,"-8",62.363,"+0.683",54,"17/97",6,9260,2737,62.363
7,"-1","CALVIN HARRIS","Let's Go f/Ne-Yo",9223,"-35",-161,"-65",56.817,"-0.394",121,"28",5,9398,1254,61.384
8,"+1","NEON TREES","Everybody Talks",8253,"+133",1055,"-52",54.15,"+0.797",140,"10",8,8253,1632,54.15
9,"-1","MAROON 5","Payphone f/Wiz Khali...",8170,"-109",-1178,"+41",60.516,"-0.882",133,"27",1,14353,3415,107.136
10,"=","CHER LLOYD","Want U Back",7988,"-81",213,"-159",44.676,"-0.649",107,"9",10,8069,1103,45.503
11,"=","RIHANNA","Where Have You Been",7742,"-179",-967,"+142",64.839,"-0.612",134,"44",2,12963,1884,95.69
12,"=","OWL CITY & CARLY RAE...","Good Time",7317,"+62",487,"+49",48.13,"+0.679",62,"5",12,7317,1961,48.13
13,"=","JUSTIN BIEBER","As Long As You Love ...",6706,"+46",930,"-202",42.485,"-0.097",53,"6",13,6706,1300,42.582
14,"=","MAROON 5","One More Night",6357,"+141",1156,"+25",41.267,"+0.816",40,"2",14,6357,1236,41.267
15,"=","TAYLOR SWIFT","We Are Never Ever Ge...",5793,"+325",1293,"-331",41.107,"+1.761",13,"1",15,5793,4592,41.107
16,"=","USHER","Scream",5203,"-84",-863,"+298",35.998,"-1.233",123,"47",6,9627,2323,68.266
17,"=","FUN.","Some Nights",5173,"+57",673,"-134",33.827,"+0.695",78,"4",16,5173,1097,33.827
18,"=","NICKI MINAJ","Pound The Alarm",4565,"+24",405,"-68",29.075,"-0.047",42,"13",18,4565,1036,29.122
19,"=","NO DOUBT","Settle Down",4305,"+37",107,"+26",23,"+0.181",40,"65",19,4305,1467,23.29
20,"=","THE WANTED","Chasing The Sun",4140,"-126",-493,"-145",22.767,"-0.882",115,"43",16,4729,656,26.67
21,"=","ALEX CLARE","Too Close",4027,"+103",776,"+6",30.794,"+0.830",90,"11",21,4027,795,30.794
22,"=","JASON MRAZ","I Won't Give Up",3503,"+0",207,"-81",23.152,"+0.574",134,"19",21,3503,443,23.152
23,"=","KELLY CLARKSON","Dark Side",3223,"+19",79,"+26",16.234,"-0.033",79,"35",20,3223,493,18.412
24,"=","CHRIS BROWN","Don't Wake Me Up",2780,"+103",558,"-33",22.565,"+0.742",71,"23",24,2780,683,22.565
25,"=","KARMIN","Hello",2373,"+91",869,"-79",11.523,"+0.612",20,"158",25,2373,1012,11.523
26,"=","OLLY MURS","Heart Skips A Beat",1952,"+25",239,"-113",10.132,"+0.095",45,"108",26,1952,401,10.132
27,"+1","TRAIN","50 Ways To Say Goodb...",1756,"+84",717,"+8",7.487,"+0.408",23,"12",27,1756,717,7.487
28,"+1","DAVID GUETTA","I Can Only Imagine f...",1702,"+91",480,"+15",11.677,"+0.549",29,"99",28,1702,480,11.677
