"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13802,"-57",-625,"-41",82.964,"-0.933",90,"14",1,14935,2322,96.531
"2",2,"=","BRITNEY SPEARS I Wanna Go",12668,"+101",662,"-64",81.759,"+0.054",73,"19",2,12668,1768,81.759
"3",3,"=","LMFAO Party Rock Anthem",12053,"-107",-696,"-56",82.034,"-0.511",107,"6",1,14043,1859,94.193
"4",4,"=","NICKI MINAJ Super Bass",11934,"-75",264,"-232",70.734,"+0.070",107,"17",4,12009,1188,70.734
"5",5,"=","HOT CHELLE RAE Tonight Tonight",9911,"-80",13,"-217",54.25,"-0.320",107,"12",5,10036,838,54.593
"6",6,"=","BAD MEETS EVIL Lighters f/Bruno Mars",9729,"+82",997,"-136",60.541,"+0.587",61,"7/89",6,9729,1599,60.541
"7",7,"=","ONEREPUBLIC Good Life",9471,"-54",-48,"-122",57.043,"-0.321",107,"10",6,9571,978,57.364
"8",8,"=","PITBULL Give Me Everything f/Ne-Yo",9117,"-33",-1072,"+180",64.961,"+0.229",107,"22",1,14233,1811,95.596
"9",9,"=","LIL WAYNE How To Love",7946,"+12",-23,"-11",43.009,"+0.042",82,"9",9,8047,1328,45.275
"10",10,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",7399,"+216",1465,"-61",43.965,"+1.288",48,"1",10,7399,1684,43.965
"11",11,"+1","THE BAND PERRY If I Die Young",6019,"-1",-2,"+4",32.115,"-0.176",107,"15",11,6052,768,32.397
"12",12,"+1","FOSTER THE PEOPLE Pumped Up Kicks",5945,"+148",1107,"+11",34.145,"+0.864",43,"2",12,5945,1302,34.145
"13",13,"-2","LADY GAGA The Edge Of Glory",5930,"-103",-952,"+27",34.754,"-1.121",107,"39",3,11672,2193,68.045
"14",14,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",5872,"+124",703,"-12",32.384,"+0.646",73,"11",13,5872,1017,32.384
"15",15,"-1","RIHANNA Cheers (Drink To That)",5835,"+78",980,"-111",34.204,"+0.369",29,"4",14,5835,1594,34.204
"16",16,"=","ADELE Rolling In The Deep",5279,"-73",-517,"-42",35.132,"-0.691",107,"20",1,14295,2273,96.15
"17",17,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",4958,"+148",1000,"+22",28.674,"+1.197",58,"3",17,4958,1009,28.674
