"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",18035,-53,521,-267,103.21,-0.717,150,"3",1,18123,2285,104.909
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",17041,-193,-1421,16,114.665,-1.596,123,"8",1,19140,2702,124.646
"3",3,"=","JUSTIN BIEBER","Love Yourself",16184,-230,-1259,-55,114.158,-1.793,104,"9",1,19000,4103,124.28
"4",4,"=","SELENA GOMEZ","Hands To Myself",14676,135,922,-32,89.574,0.232,74,"24",4,14676,1952,89.574
"5",5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",13370,163,1073,1,80.502,1.218,70,"16/97",5,13370,1836,80.502
"6",6,"+1","DNCE","Cake By The Ocean",12597,47,291,-10,79.24,0.636,169,"13",6,12597,1111,79.24
"7",7,"-1","THE CHAINSMOKERS","Roses f/Rozes",12288,-498,-2081,-322,67.438,-2.253,172,"21",3,14687,2023,83.872
"8",8,"=","ZAYN","Pillowtalk",10764,131,758,-22,72.331,0.246,48,"15/93",8,10764,2441,72.331
"9",9,"=","RIHANNA","Work f/Drake",10645,69,921,-134,65.689,0.357,50,"5/63",9,10645,3999,65.689
"10",10,"=","MIKE POSNER","I Took A Pill In Ibiza",9960,197,825,115,59.311,0.997,62,"6",10,9960,1578,59.311
"11",11,"=","CHARLIE PUTH","One Call Away",9419,-15,-72,-60,50.869,-0.429,129,"11",10,9491,931,51.298
"12",12,"=","JUSTIN BIEBER","Sorry",9104,-221,-2051,62,70.511,-0.842,147,"32",1,19494,3902,127.324
"13",13,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",7300,-237,-519,-250,40.901,-1.309,111,"48",13,7836,1193,44.484
"14",14,"+2","MEGHAN TRAINOR","NO",6949,347,2345,-481,44.905,1.184,13,"2",14,6949,5498,44.905
"15",15,"-1","ELLIE GOULDING","Something In The Way You Move",6880,-431,-851,-476,31.18,-2.686,69,"82",14,7731,1673,38.605
"16",16,"-1","ZARA LARSSON & MNEK","Never Forget You",6795,161,751,48,38.319,1.178,43,"12",15,6795,1534,38.319
"17",17,"=","LUKAS GRAHAM","7 Years",6715,187,1012,22,35.958,1.607,60,"1",16,6715,1392,35.958
"18",18,"=","DJ SNAKE","Middle f/Bipolar Sunshine",6040,79,654,24,32.603,0.267,60,"27",17,6040,1239,32.603
"19",19,"+1","FIFTH HARMONY","Work From Home",5930,169,1115,-7,32.672,0.696,20,"7",19,5930,4059,32.672
"20",20,"-1","THE WEEKND","In The Night",5715,-84,-1270,150,34.986,-0.465,126,"126",3,15760,3011,89.68
"21",21,"=","TAYLOR SWIFT","New Romantics",5034,62,471,9,24.736,0.402,22,"19",20,5034,2558,24.736
"22",22,"+1","JUSTIN BIEBER","Company",4124,160,1124,-7,19.446,1.007,18,"139",22,4124,2006,19.446
"23",23,"-1","TROYE SIVAN","Youth",4078,53,434,19,15.159,0.36,74,"14",22,4078,660,15.159
"24",24,"=","ALESSIA CARA","Wild Things",3701,56,197,63,15.402,0.31,46,"54",24,3701,814,15.402
"25",25,"+1","ARIANA GRANDE","Dangerous Woman",3592,621,3592,621,29.774,4.1,6,"4",25,3592,3592,29.774
"26",26,"-1","RACHEL PLATTEN","Stand By You",3110,-258,-862,-219,13.572,-1.128,139,"42",19,4017,493,19.073
"27",27,"=","SHAWN HOOK","Sound Of Your Heart",2894,19,137,-2,10.203,0.424,67,"208",26,2915,576,10.203
"28",28,"=","GWEN STEFANI","Make Me Like You",2552,-13,51,-47,8.664,-0.264,28,"60",27,2598,1040,9.045
"29",29,"=","ZENDAYA","Something New f/Chris Brown",2509,-8,-32,-1,10.265,-0.121,34,"101",27,2568,892,10.907
"30",30,"=","NATHAN SYKES","Over And Over Again f/A.Grande",1938,9,103,-5,5.913,0.03,51,"193",30,1957,585,6.185
"31",31,"=","JAMES BAY","Let It Go",1863,21,104,-14,8.654,0.01,25,"17",31,1863,885,8.654
"32",32,"=","KYGO","Stole The Show f/Parson James",1471,3,-115,35,6.289,0.148,43,"147",32,1668,374,6.89
"33",33,"+2","RUTH B.","Lost Boy",1284,57,229,46,4.558,0.336,31,"40",33,1284,320,4.558
"34",34,"=","NELLY","Die A Happy Man",1266,7,5,1,3.903,-0.062,25,"158",34,1273,555,4.305
"35",35,"-2","ADELE","When We Were Young",1223,-41,-1330,335,5.245,-0.126,92,"53",11,8301,1962,41.764
"36",36,"=","ONE DIRECTION","History",1049,-105,-498,-38,3.142,-0.252,46,"146",31,1702,559,5.701
"37",37,"=","PANIC! AT THE DISCO","Victorious",1017,32,199,4,2.71,0.097,19,"108",37,1017,273,2.71
"38",38,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",925,26,99,-2,3.147,0.131,14,"378",38,925,560,3.331
"39",39,"=","COLDPLAY","Adventure Of A Lifetime",831,-58,-438,31,3.367,-0.176,60,"46",35,1369,341,6.099
"40",40,"+2","THE CHAINSMOKERS","Don't Let Me Down f/Daya",746,90,300,70,5.908,0.6,4,"37",40,746,300,5.908
"41",41,"-1","TORY LANEZ","Say It",734,-12,-57,-15,1.547,-0.041,25,"119",40,791,285,2.097
"42",42,"-1","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",718,25,139,5,3.075,0.043,11,"1225",41,718,283,3.075
