"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KE$HA","Die Young",15422,"+80",756,"+13",119.737,"+0.951",69,"5",1,15422,3842,119.737
"2",2,"=","BRUNO MARS","Locked Out Of Heaven",13473,"+374",2016,"+232",104.956,"+1.617",63,"2",2,13473,2790,104.956
"3",3,"=","MAROON 5","One More Night",12707,"-281",-1141,"-241",98.007,"-1.765",138,"13",1,15401,1593,119.954
"4",4,"=","RIHANNA","Diamonds",12408,"+227",1317,"+92",94.364,"+1.287",68,"8",4,12408,2812,94.364
"5",5,"=","NE-YO","Let Me Love You",11990,"+101",507,"+30",89.466,"+0.406",116,"27",4,11990,1345,89.77
"6",6,"=","FUN.","Some Nights",10700,"-286",-1602,"-199",75.706,"-1.701",176,"14",2,13297,1295,93.147
"7",7,"=","FLO RIDA","I Cry",9138,"+83",1071,"-44",66.809,"+1.214",79,"10",7,9138,1268,66.809
"8",8,"=","ALEX CLARE","Too Close",8624,"-328",-1979,"-161",54.956,"-2.352",188,"38",4,11973,1328,81.998
"9",9,"=","CHRIS BROWN","Don't Wake Me Up",7321,"-295",-1797,"-165",50.666,"-1.530",169,"54",6,10385,1456,75.301
"10",10,"+1","PHILLIP PHILLIPS","Home",7065,"+71",357,"+36",49.284,"+0.170",145,"7",10,7065,1033,49.801
"11",11,"+1","LUMINEERS","Ho Hey",6880,"+195",1464,"+63",55.474,"+1.466",78,"4",11,6880,1464,55.474
"12",12,"-2","TAYLOR SWIFT","We Are Never Ever Ge...",6665,"-392",-2123,"-155",44.377,"-2.663",111,"25",2,13523,4592,90.881
"13",13,"=","JUSTIN BIEBER","Beauty And A Beat f/...",6653,"+89",841,"-142",50.397,"+0.594",46,"12",13,6653,1998,50.397
"14",14,"+1","NICKI MINAJ","Va Va Voom",6211,"+23",161,"-67",44.549,"+0.682",45,"24",13,6223,1566,44.549
"15",15,"+1","ED SHEERAN","The A Team",5579,"+51",530,"-67",46.316,"+0.881",106,"26",15,5579,868,46.316
"16",16,"+1","PINK","Try",5474,"+205",987,"+72",34.957,"+1.821",36,"15",16,5474,1515,34.957
"17",17,"+1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",4800,"+108",517,"+44",38.875,"+1.367",85,"20",17,4800,904,38.875
"18",18,"+1","ONEREPUBLIC","Feel Again",4073,"+15",-39,"+13",24.308,"-0.096",88,"31",18,4153,813,25.014
"19",19,"+1","PITBULL","Don't Stop The Party",3555,"+188",413,"+164",23.086,"+1.465",57,"19",19,3555,554,23.086
"20",20,"+1","THE SCRIPT","Hall Of Fame f/will....",3096,"+20",142,"+10",16.324,"+0.186",78,"21",20,3096,493,16.324
"21",21,"+7","TAYLOR SWIFT","I Knew You Were Trou...",2842,"+435",1843,"+322",21.848,"+2.858",14,"9",21,2842,1843,21.848
"22",22,"=","KELLY CLARKSON","Catch My Breath",2838,"+155",378,"+15",16.554,"+1.297",38,"39",22,2838,767,16.554
"23",23,"+1","BRIDGIT MENDLER","Ready Or Not",2510,"+19",55,"-8",15.338,"+0.094",91,"59",23,2510,336,15.584
"24",24,"+1","IMAGINE DRAGONS","It's Time",2476,"+12",264,"-32",17.764,"-0.202",71,"23",24,2476,446,17.966
"25",25,"+1","ELLIE GOULDING","Anything Could Happe...",2449,"+10",46,"+2",14.125,"+0.106",71,"35",25,2449,455,14.125
"26",26,"-3","ENRIQUE IGLESIAS","Finally Found You f/...",2445,"-201",-1567,"-53",15.498,"-1.243",96,"105",12,7155,1803,47.652
"27",27,"=","PSY","Gangnam Style",2366,"-63",-600,"+122",15.84,"-0.590",85,"3",10,7746,1695,59.817
"28",28,"+1","CHER LLOYD","Oath f/Becky G",2089,"+36",189,"+4",10.7,"+0.117",57,"65",28,2089,343,11.061
"29",29,"+2","CALVIN HARRIS","Sweet Nothing f/Flor...",2023,"+99",745,"-3",20.591,"+1.233",18,"43",29,2023,748,20.591
"30",30,"=","ALICIA KEYS","Girl On Fire",1996,"+66",462,"+30",18.986,"+0.345",41,"6/33",30,1996,462,18.986
"31",31,"+1","LUDACRIS F/USHER/DAV...","Rest Of My Life",1904,"+54",459,"+3",14.527,"+0.702",21,"93",31,1904,615,14.527
"32",32,"+4","ONE DIRECTION","Little Things",1764,"+93",708,"-15",12.785,"+0.227",15,"63",32,1764,789,12.785
"33",33,"+1","HUNTER HAYES","Wanted",1743,"+18",191,"-18",9.173,"+0.122",50,"32",31,1743,368,9.173
"34",34,"-1","TRAIN","50 Ways To Say Goodb...",1699,"-85",-700,"+81",10.408,"-0.316",121,"51",16,4812,717,29.769
"35",35,"=","ONE DIRECTION","Live While We're You...",1619,"-87",-596,"+71",8.901,"-0.418",74,"52",15,5363,2151,28.68
"36",36,"+1","CHRIS WALLACE","Remember When (Push ...",1446,"-3",57,"-6",5.835,"+0.007",113,"335",32,1449,131,5.835
"37",37,"+1","MAROON 5","Daylight",1423,"+106",881,"+25",7.885,"+0.663",10,"124",37,1423,881,7.885
"38",38,"+1","MEGAN & LIZ","Bad For Me",1267,"-7",-63,"-49",3.959,"-0.030",85,"313",33,1330,313,4.799
"39",39,"+1","MIGUEL","Adorn",1192,"+25",15,"+9",7.691,"-0.070",50,"78",37,1192,248,9.94
"40",40,"+1","THE READY SET","Give Me Your Hand",1190,"+34",114,"+30",3.91,"+0.186",36,"--",39,1190,324,3.91
"41",41,"+1","WILL.I.AM & BRITNEY ...","Scream And Shout",1140,"+81",676,"-30",8.486,"+0.530",8,"--",41,1140,706,8.486
"42",42,"+1","CARLY RAE JEPSEN","This Kiss",969,"-38",-168,"-34",4.671,"-0.185",52,"137",36,1149,234,5.767
"43",43,"+1","THE WANTED","I Found You",916,"+7",10,"-6",7.291,"-0.022",52,"76",42,931,173,7.408
"44",44,"+1","OF MONSTERS AND MEN","Little Talks",839,"+13",161,"-6",3.309,"+0.032",15,"41",44,839,185,3.309
"45",45,"+1","CONOR MAYNARD","Turn Around f/Ne-Yo",715,"-1",38,"-11",2.629,"-0.005",26,"--",44,716,281,2.803
"46",46,"+2","MACKLEMORE & RYAN LE...","Thrift Shop f/Wanz",707,"+5",128,"-23",7.864,"+0.153",15,"16",46,707,160,7.864
"47",47,"+2","KANYE WEST","Clique f/Big Sean & ...",414,"-15",-27,"-28",2.115,"-0.139",27,"34",47,466,94,3.286
"48",48,"+2","SAM AND THE WOMP","Bom Bom",365,"-5",57,"-16",1.229,"-0.026",3,"--",48,370,73,1.255
"49",49,"--","THE CAB","Endlessly",364,"--",16,"--",1.096,"--",6,"--",49,364,52,1.126
"50",50,"--","SEAN KINGSTON","Rum And Raybans f/Ch...",343,"--",8,"--",0.872,"--",2,"179",50,343,120,0.916
