"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MEGHAN TRAINOR","All About That Bass",16482,"+29",770,"-116",105.224,"+1.168",76,"3",1,16507,3030,105.224
2,"=","CHARLI XCX","Boom Clap",15108,"-239",-1384,"-191",99.925,"-1.579",100,"20",1,16743,2210,108.049
3,"=","TAYLOR SWIFT","Shake It Off",14258,"+72",1196,"-65",91.791,"+0.672",35,"4",3,14258,9016,91.791
4,"=","ARIANA GRANDE","Break Free f/Zedd",13286,"-149",314,"-334",86.143,"-0.583",79,"15",4,13510,2327,87.168
5,"=","MAROON 5","Maps",12935,"-298",-1338,"-307",72.169,"-2.349",98,"18",2,14278,4866,79.434
6,"=","IGGY AZALEA","Black Widow f/Rita Ora",12491,"+85",968,"+22",84.242,"+0.766",85,"8",6,12491,1601,84.242
7,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",11325,"-59",-218,"-44",72.453,"+1.225",116,"7",6,11598,1590,72.453
8,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",10038,"+216",960,"+166",70.466,"+1.429",55,"5",8,10038,4716,70.466
9,"=","SAM SMITH","Stay With Me",9603,"-215",-1548,"-55",58.789,"-1.214",133,"19",1,17277,2202,112.938
10,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",8738,"-68",-360,"-78",59.079,"-0.767",120,"27",9,9201,1299,66.786
11,"=","JEREMIH","Don't Tell 'Em f/YG",8399,"+40",698,"-153",52.587,"+0.255",64,"16",11,8399,1458,52.587
12,"+1","TOVE LO","Habits (Stay High)",6787,"+40",744,"-41",40.339,"+0.590",91,"6",12,6787,1161,40.339
13,"+1","ECHOSMITH","Cool Kids",6603,"+71",439,"+51",36.371,"+0.812",106,"13",13,6603,978,36.371
14,"+1","ED SHEERAN","Don't",6498,"+80",790,"+20",35.703,"+0.354",71,"12",14,6498,947,35.703
15,"-3","SIA","Chandelier",6422,"-393",-2491,"-316",38.566,"-1.978",155,"14",10,9423,1217,63.413
16,"=","KATY PERRY","This Is How We Do",6234,"+7",322,"-75",29.201,"+0.046",47,"22",15,6234,1638,29.534
17,"=","COLDPLAY","A Sky Full Of Stars",5409,"+106",900,"+42",32.591,"+0.672",85,"28",17,5409,918,32.591
18,"=","5 SECONDS OF SUMMER","Amnesia",4999,"+10",156,"+55",21.621,"+0.257",68,"23",17,5081,912,21.852
19,"=","PITBULL","Fireball f/John Ryan",3713,"+53",677,"+9",20.2,"+0.345",50,"10",19,3713,739,20.2
20,"+1","TINASHE","2 On f/Schoolboy Q",3541,"+40",226,"-21",20.8,"+0.318",105,"81",20,3541,419,20.8
21,"+2","MR PROBZ","Waves",3321,"+124",613,"-89",22.242,"+0.902",71,"36",21,3321,1001,22.242
22,"+4","JASON DERULO","Trumpets",3233,"+240",787,"+175",15.977,"+1.487",28,"17",22,3233,787,15.977
23,"-1","KIESZA","Hideaway",3096,"-313",-1841,"-289",16.359,"-1.456",85,"33",17,5280,788,31.241
24,"+1","NICKI MINAJ","Anaconda",3088,"+22",266,"-55",15.217,"+0.213",48,"9/62",24,3107,974,15.393
25,"-1","INGRID MICHAELSON","Girls Chase Boys",3042,"-89",-441,"-101",12.955,"-0.384",106,"63",21,3542,499,14.978
26,"+1","CALVIN HARRIS","Blame f/John Newman",2514,"+169",1094,"+7",19.154,"+0.858",14,"40",26,2514,1209,19.154
27,"+1","NICK JONAS","Jealous",2294,"+152",1041,"-100",16.286,"+0.980",11,"72",27,2294,1379,16.286
28,"+1","DEMI LOVATO","Really Don't Care f/Cher Lloyd",1939,"-184",-1936,"+131",15.373,"-0.656",120,"80",7,9530,1152,57.524
29,"+1","THE 1975","Girls",1785,"+14",34,"-74",5.637,"+0.065",63,"260",28,1824,385,5.722
30,"+1","JAKE MILLER","First Flight Home",1624,"-5",74,"-93",5.419,"+0.042",56,"191",29,1668,302,5.495
31,"+1","KIM CESARION","Undressed",1315,"+8",185,"-9",4.501,"-0.060",42,"125",31,1315,217,4.591
32,"+1","MKTO","American Dream",1271,"+25",90,"+13",4.193,"+0.126",40,"182",32,1271,259,4.469
33,"+2","MARY LAMBERT","Secrets",1162,"+46",195,"+16",4.963,"+0.378",23,"75",33,1162,260,4.963
34,"=","RIXTON","Wait On Me",1154,"+2",121,"-24",3.569,"-0.021",31,"129",34,1154,352,3.59
35,"+1","LIL JON","Bend Ova f/Tyga",1109,"+3",55,"+3",3.782,"-0.052",37,"146",35,1143,306,4.266
36,"+1","BEBE REXHA","Can't Stop Drinking About You",1040,"-1",93,"-23",3.276,"+0.031",31,"359",36,1041,292,3.276
37,"+2","CHILDISH GAMBINO","V. 3005",1037,"+18",90,"+15",5.359,"+0.148",46,"677",37,1037,190,5.803
38,"+2","ALESSO","Heroes",1028,"+57",278,"+11",7.053,"+0.424",14,"85",38,1028,333,7.053
39,"-1","ONEREPUBLIC","Love Runs Out",986,"-36",-409,"+66",5.588,"-0.262",143,"53",9,8849,1336,45.354
40,"+2","HILARY DUFF","All About You",782,"+13",131,"+8",1.672,"+0.027",16,"1176",40,782,454,1.672
41,"=","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",765,"-90",-351,"-77",4.867,"-0.529",71,"91",33,1359,337,7.57
42,"+1","DAVID GUETTA","Lovers On The Sun f/Sam Martin",721,"+26",29,"+17",2.186,"+0.110",35,"195",42,723,158,2.594
43,"+2","FALL OUT BOY","Centuries",680,"+68",426,"+36",4.419,"+0.481",5,"24",43,680,426,4.419
44,"=","ELLA HENDERSON","Ghost",669,"+0",76,"-16",2.349,"-0.022",11,"206",44,669,172,2.371
45,"+1","JESSE MCCARTNEY","Superbad",572,"-2",-23,"+6",1.347,"-0.042",30,"568",45,604,115,1.628
46,"+1","T.I.","No Mediocre f/Iggy Azalea",487,"-11",48,"-13",1.725,"+0.006",14,"61",46,498,143,1.948
47,"+1","COBRA STARSHIP","Never Been In Love f/Icona Pop",440,"+12",138,"+14",1.636,"+0.082",4,"--",47,440,138,1.636
48,"+1","R5","Heart Made Up On You",417,"-3",-10,"-8",0.598,"-0.023",10,"627",48,427,24,0.752
49,"+1","G.R.L.","Ugly Heart",393,"-25",-217,"-5",1.294,"-0.114",77,"175",42,704,134,2.381
50,"--","VAMPS","Somebody To You f/Demi Lovato",389,"--",29,"--",0.858,"--",4,"234",50,389,29,0.858
