"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA We Found Love f/Calvin Harris",13775,22,801,-148,93.359,-0.032,68,"2",1,13775,2184,93.391
2,"=","DAVID GUETTA Without You f/Usher",13289,-81,-46,-141,82.966,-1.086,97,"10",1,13428,1586,84.476
3,"=","LMFAO Sexy And I Know It",11682,57,623,-37,73.62,-0.115,97,"3",3,11682,1530,74.146
4,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",11023,-23,-941,135,70.852,-0.568,156,"12",1,13951,1685,86.013
5,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",9525,-180,-724,-152,63.64,-1.092,146,"7",1,14127,1893,93.336
6,"+2","KATY PERRY The One That Got Away",9033,165,977,-33,58.858,0.535,56,"8",6,9033,1631,58.858
7,"-1","ADELE Someone Like You",8892,-165,-1255,-66,61.919,-1.056,117,"6",2,13563,2614,91.686
8,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",8731,-205,-1126,-124,52.362,-1.252,171,"27",4,11548,1097,70.438
9,"=","BRUNO MARS It Will Rain",8671,155,715,51,48.972,0.34,60,"1",8,8671,1337,48.972
10,"=","FLO RIDA Good Feeling",8107,93,759,-75,51.718,0.712,68,"4",10,8107,1207,51.718
11,"=","KELLY CLARKSON Mr. Know It All",6215,-16,59,-82,33.166,-0.176,89,"36",11,6231,1093,33.342
12,"=","DEV In The Dark",5840,-191,-541,-193,43.079,-1.359,126,"69",8,8037,1224,51.486
13,"=","JASON DERULO It Girl",5528,-319,-862,-282,24.528,-1.528,106,"46",10,6647,1048,29.647
14,"=","FOSTER THE PEOPLE Pumped Up Kicks",5417,-143,-644,-51,30.052,-1.032,141,"13",3,12112,1356,70.246
15,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5335,14,468,-106,30.257,-0.173,55,"9",15,5335,1264,30.43
16,"=","NICKI MINAJ Fly f/Rihanna",4945,-22,-26,-77,26.171,-0.596,75,"47",15,4998,987,27.303
17,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4771,50,462,-54,23.771,0.443,101,"44",17,4771,636,23.771
18,"=","LADY GAGA Marry The Night",4237,91,1013,-86,23.229,0.574,23,"45",18,4237,1570,23.229
19,"=","GAVIN DEGRAW Not Over You",3633,116,527,57,17.903,0.319,99,"29",19,3633,532,17.903
20,"=","DRAKE Headlines",3414,31,327,-23,25.673,0.417,47,"24",20,3414,754,25.673
21,"=","JESSIE J Domino",3161,60,344,1,17.176,0.153,77,"48",21,3161,381,17.176
22,"=","RIHANNA You Da One",3091,98,590,-22,19.351,0.238,21,"--",20,3394,3394,36.963
23,"=","LADY ANTEBELLUM Just A Kiss",2731,2,98,-36,12.958,0.05,72,"49",23,2731,525,12.958
24,"+1","BREATHE CAROLINA Blackout",2574,72,353,29,14.391,0.097,99,"59",24,2574,353,14.391
25,"-1","HOT CHELLE RAE I Like It Like That f/New...",2555,42,366,-15,11.576,0.117,63,"--",24,2555,407,11.576
26,"+1","J. COLE Workout",2526,90,412,27,21.592,0.513,39,"18",26,2526,614,21.592
27,"-1","LADY GAGA You And I",2423,-78,-411,-67,12.98,-0.589,115,"34",7,7824,1553,44.474
28,"=","FRAY Heartbeat",2232,-16,184,-92,10.987,-0.143,36,"127",28,2248,677,11.162
29,"=","ALEXANDRA STAN Mr. Saxobeat",2089,-45,-44,-91,19.773,-0.588,131,"107",18,4585,673,38.816
30,"=","OUTASIGHT Tonight Is The Night",1987,28,225,-32,9.988,0.05,31,"65",30,1987,500,9.988
31,"=","JAY Z & KANYE WEST N***** In Paris",1821,57,247,4,9.495,0.128,26,"5",31,1821,581,9.495
32,"=","AVRIL LAVIGNE Wish You Were Here",1587,22,208,-13,5.532,0.065,26,"130",32,1587,503,5.532
33,"=","PITBULL F/CHRIS BROWN International Love",1528,19,165,-11,11.229,0.195,29,"58",33,1528,418,11.229
34,"=","ADELE Set Fire To The Rain",1262,68,783,-35,6.687,0.369,7,"28",34,1262,818,6.687
35,"=","NICKELBACK When We Stand Together",1020,-74,-363,-33,3.472,-0.282,61,"--",30,1615,457,5.4
36,"=","ANDY GRAMMER Keep Your Head Up",999,-23,4,-43,5.455,-0.088,159,"242",21,3215,355,13.959
37,"=","TAIO CRUZ Hangover f/Flo Rida",963,-2,14,-19,3.522,-0.066,35,"304",37,965,194,3.608
38,"=","WE THE KINGS Say You Like Me",927,4,57,-36,2.202,-0.01,74,"666",38,927,320,2.212
39,"=","KARMIN Crash Your Party",888,27,169,18,4.353,0.004,19,"--",39,888,234,4.353
40,"+1","TIMBALAND Pass At Me f/Pitbull",847,12,77,-7,5.38,0.167,19,"235",40,847,319,5.38
41,"+1","JOJO Disaster",777,20,70,-3,1.479,0.019,19,"775",41,777,197,1.479
42,"+2","GYM CLASS HEROES Ass Back Home",770,64,258,44,5.486,0.406,8,"474",42,770,260,5.486
43,"-3","BRITNEY SPEARS Criminal",757,-91,-686,14,3.658,-0.287,72,"186",19,3422,669,17.372
44,"-1","COLBIE CAILLAT Brighter Than The Sun",745,11,23,-2,2.086,-0.007,26,"92",43,745,119,2.164
45,"+2","BIG TIME RUSH Music Sounds Better With U",628,34,123,18,2.161,0.103,5,"554",45,628,141,2.161
46,"=","THE CAB Bad",619,-14,-15,-15,1.349,-0.022,45,"759",45,655,106,1.371
47,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",609,24,111,21,3.249,0.117,8,"--",47,609,194,3.249
48,"-3","BEYONCE Countdown",588,-76,-424,-29,1.729,-0.255,48,"94",36,1162,255,3.747
49,"=","DAUGHTRY Crawling Back To You",537,3,-23,9,1.717,0.012,35,"--",46,573,134,1.717
50,"=","COLDPLAY Princess Of China",488,-8,9,-20,2.99,0.007,6,"160",50,496,105,3.128
