"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"+1","MAROON 5","One More Night",12902,375,1510,294,85.539,2.217,74,"3",1,12902,1593,85.539
"2",2,"-1","PINK","Blow Me (One Last Ki...",12633,91,285,122,86.812,0.58,88,"17",1,12633,2737,86.812
"3",3,"+1","JUSTIN BIEBER","As Long As You Love ...",10715,165,788,161,76.829,0.748,87,"11",3,10715,1300,76.829
"4",4,"-1","FLO RIDA","Whistle",10601,0,-871,247,62.819,-0.489,117,"8",1,12179,1412,76.089
"5",5,"=","NEON TREES","Everybody Talks",10562,90,-185,189,63.707,-0.023,174,"19",3,10891,1632,66.269
"6",6,"=","OWL CITY & CARLY RAE...","Good Time",10353,144,505,215,69.134,0.121,96,"12",6,10353,1961,69.602
"7",7,"=","TAYLOR SWIFT","We Are Never Ever Ge...",9210,163,626,108,66.299,1.499,47,"4",7,9210,4592,66.299
"8",8,"=","FUN.","Some Nights",9019,139,703,144,58.465,0.821,112,"6",8,9019,1295,58.465
"9",9,"=","ELLIE GOULDING","Lights",7820,-107,-887,100,58.99,-1.43,233,"40",1,13999,1482,101.262
"10",10,"+1","ALEX CLARE","Too Close",7815,165,467,161,50.413,0.817,124,"9",10,7815,1328,50.413
"11",11,"-1","DEMI LOVATO","Give Your Heart A Br...",7569,-224,-1824,136,55.045,-1.581,214,"39",1,11880,1256,80.294
"12",12,"+1","NICKI MINAJ","Pound The Alarm",6566,82,21,120,41.345,-0.538,76,"29",12,6583,1036,45.522
"13",13,"-1","KATY PERRY","Wide Awake",6500,-104,-950,91,43.356,-0.796,131,"37",1,14124,2824,100.029
"14",14,"=","CHRIS BROWN","Don't Wake Me Up",5962,121,527,134,47.664,0.563,105,"21",14,5962,982,47.664
"15",15,"=","ENRIQUE IGLESIAS","Finally Found You f/...",5012,102,572,85,32.267,0.474,32,"10",15,5012,1803,32.267
"16",16,"=","PSY","Gangnam Style",4528,170,1323,-81,34.206,1.681,21,"1",16,4528,1695,34.206
"17",17,"=","KARMIN","Hello",4417,82,79,113,23.548,-0.126,54,"43",16,4417,1012,25.698
"18",18,"=","NE-YO","Let Me Love You",4237,166,758,76,33.118,0.915,52,"24",17,4237,758,33.118
"19",19,"=","TRAIN","50 Ways To Say Goodb...",3731,67,178,25,20.13,0.384,57,"14",17,3731,717,20.13
"20",20,"=","DAVID GUETTA","I Can Only Imagine f...",3464,82,252,115,19.97,-0.379,63,"61",20,3464,589,21.757
"21",21,"=","CHRISTINA AGUILERA","Your Body",3177,124,1370,-36,18.327,0.525,16,"31",21,3177,2059,18.79
"22",22,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",2992,-50,-359,34,20.691,-0.078,155,"90",5,9398,1254,61.384
"23",23,"=","USHER","Numb",2972,20,625,-166,16.361,0.383,28,"132",23,2972,1028,16.361
"24",24,"=","CHER LLOYD","Want U Back",2813,-75,-824,215,16.072,-0.554,141,"28",9,8069,1103,45.503
"25",25,"+1","KE$HA","Die Young",2787,518,2787,518,27.087,4.394,5,"2",25,2787,2787,27.087
"26",26,"-1","LINKIN PARK","Burn It Down",2574,88,103,131,11.849,0.362,116,"81",23,2574,475,11.849
"27",27,"=","ONE DIRECTION","Live While We're You...",2571,338,1471,74,17.314,1.947,10,"--",26,2571,2151,18.445
"28",28,"=","ONEREPUBLIC","Feel Again",2050,36,19,9,9.892,0.05,24,"50",26,2072,813,9.995
"29",29,"=","PHILLIP PHILLIPS","Home",1886,20,184,-20,11.418,0.201,81,"13",29,1886,311,11.418
"30",30,"+1","CONOR MAYNARD","Vegas Girl",1801,-3,-44,-9,8.344,-0.025,64,"115",27,1870,280,8.839
"31",31,"+1","RIHANNA","Diamonds",1761,223,1761,223,20.835,2.267,4,"7",31,1761,1761,20.835
"32",32,"-2","OLLY MURS","Heart Skips A Beat",1717,-119,-633,-80,8.487,-0.753,79,"73",25,2416,401,13.274
"33",33,"=","ED SHEERAN","The A Team",1432,12,144,0,10.428,0.271,42,"34",31,1432,231,10.428
"34",34,"=","TREY SONGZ","2 Reasons f/T.I.",1357,23,132,-15,7.998,-0.022,42,"92",32,1357,243,8.02
"35",35,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1185,36,141,0,4.536,0.137,28,"212",34,1185,352,4.536
"36",36,"=","ZEDD","Spectrum f/Matthew K...",1167,25,-9,47,5.904,0.255,40,"157",33,1198,305,6.722
"37",37,"+1","FLO RIDA","I Cry",1122,76,448,46,6.67,0.387,15,"63",37,1122,448,6.67
"38",38,"-1","AUSTIN MAHONE","Say Somethin",1098,-23,5,-76,4.466,-0.255,58,"250",35,1121,195,4.861
"39",39,"=","THE SCRIPT","Hall Of Fame f/will....",973,16,316,-57,3.831,0.143,14,"110",39,973,468,3.831
"40",40,"=","CHRIS WALLACE","Remember When (Push ...",922,12,53,5,2.84,0.039,49,"--",37,922,122,2.84
"41",41,"=","KELLY CLARKSON","Dark Side",834,-39,-810,174,8.614,-0.699,113,"96",20,3559,493,18.412
"42",42,"=","BRIDGIT MENDLER","Ready Or Not",798,47,81,46,3.473,0.258,27,"85",39,798,218,3.473
"43",43,"=","MEGAN & LIZ","Bad For Me",690,30,131,-6,2.546,-0.086,21,"--",42,690,313,3.348
"44",44,"=","KANYE WEST","Mercy f/Big Sean/Pus...",598,1,-78,5,4.677,-0.362,40,"35",40,699,131,6.418
"45",45,"+1","ELLIE GOULDING","Anything Could Happe...",509,24,280,-31,2.983,0.06,7,"100",44,509,406,2.991
"46",46,"-1","WIZ KHALIFA","Work Hard, Play Hard",500,-20,-110,-1,1.697,-0.058,74,"83",41,681,95,2.822
"47",47,"=","IMAGINE DRAGONS","It's Time",469,25,222,-2,1.619,0.135,7,"30",47,469,230,1.619
"48",48,"+1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",468,41,78,-17,3.421,0.495,21,"66",44,468,95,3.663
"49",49,"-1","BOYS LIKE GIRLS","Be Your Everything",452,18,163,-10,1.418,0.058,7,"--",47,452,173,1.418
"50",50,"=","LUMINEERS","Ho Hey",378,1,18,-9,1.765,-0.059,14,"26",45,378,115,1.824
