"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MILEY CYRUS","Wrecking Ball",14533,"-89",-670,"-6",97.087,"-0.437",75,"14",1,15459,2954,107.57
2,"=","AVICII","Wake Me Up",13446,"-258",-1592,"-172",104.355,"-1.211",121,"11",1,17010,2103,116.977
3,"=","LORDE","Royals",12848,"-233",-1272,"-93",88.938,"-2.668",105,"6",1,16495,2817,112.509
4,"=","IMAGINE DRAGONS","Demons",12017,"+141",1068,"-7",81.439,"+1.111",85,"9",4,12017,1982,81.439
5,"=","DRAKE","Hold On We're Goi...",11542,"-86",-419,"-166",64.781,"-0.074",106,"23",4,11961,1610,74.25
6,"=","LADY GAGA","Applause",10350,"-236",-1468,"-157",68.658,"-1.576",105,"22",4,12273,3922,81.876
7,"+1","EMINEM","The Monster f/Rih...",10040,"+341",2904,"+47",74.127,"+2.331",27,"2/35",7,10040,2904,74.127
8,"-1","SELENA GOMEZ","Slow Down",9720,"-76",-79,"-141",55.59,"-0.690",99,"46",7,9868,1167,57.795
9,"=","KATY PERRY","Roar",8777,"-263",-1746,"+15",61.463,"-2.382",106,"13",1,17176,6098,117.145
10,"=","ONEREPUBLIC","Counting Stars",8757,"+254",2228,"-65",67.814,"+2.291",44,"8",10,8757,2293,67.814
11,"=","KATY PERRY","Unconditionally",8337,"+92",820,"-31",47.343,"+0.073",37,"18",9,8337,3384,47.343
12,"=","PITBULL","Timber f/Ke$ha",7810,"+123",1188,"-120",52.082,"+0.850",42,"4",12,7810,1716,52.082
13,"=","ZEDD","Stay The Night f/...",7359,"+147",996,"+13",51.846,"+1.226",57,"33",13,7359,1238,51.846
14,"=","JUSTIN TIMBERLAKE","TKO",6611,"+24",17,"-35",32.007,"+0.245",62,"67",11,6611,1724,32.813
15,"+2","NEIGHBOURHOOD","Sweater Weather",5961,"+82",658,"+31",31.686,"+0.774",149,"21",15,5961,869,31.686
