"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",14040,"+8",191,"+35",106.819,"+0.325",97,"3",1,14242,2018,106.819
2,"=","CARLY RAE JEPSEN Call Me Maybe",13070,"+245",1711,"+7",101.524,"+2.342",87,"1",2,13070,1711,101.524
3,"=","ONE DIRECTION What Makes You Beautiful",11838,"+18",503,"-64",78.338,"-0.088",98,"10",3,11838,1579,78.567
4,"=","NICKI MINAJ Starships",11429,"-168",-451,"-200",85.654,"-1.094",113,"22/45",3,12071,1834,87.938
5,"+1","MAROON 5 Payphone f/Wiz Khalifa",11368,"+178",1534,"-28",83.629,"+1.542",51,"4",5,11368,3415,83.629
6,"-1","FUN. We Are Young f/Janelle Monae",11362,"-229",-911,"-137",81.65,"-1.929",105,"8",1,14439,2738,110.772
7,"=","FLO RIDA Wild Ones f/Sia",9271,"-104",-1637,"+189",75.398,"-1.317",123,"12",2,12595,1940,93.589
8,"=","WANTED Glad You Came",8276,"-55",-593,"+100",63.307,"-1.003",150,"29",1,13712,1363,101.962
9,"=","JUSTIN BIEBER Boyfriend",7487,"+77",622,"+10",48.525,"+0.123",72,"11",9,7937,4726,51.492
10,"=","USHER Scream",7433,"+51",594,"-10",51.222,"+0.685",41,"13",9,7433,2323,51.222
11,"+1","RIHANNA Where Have You Been",7296,"+130",789,"+42",56.527,"+1.292",52,"9",11,7296,1884,56.527
12,"-1","KARMIN Broken Hearted",7237,"+25",588,"-109",47.053,"+0.334",108,"19",10,7237,936,47.053
13,"=","ELLIE GOULDING Lights",6089,"+47",628,"-79",40.217,"+0.293",117,"14",13,6089,786,40.217
14,"=","TRAIN Drive By",5866,"-92",-217,"-119",34.989,"-0.645",143,"24",13,6123,601,36.311
15,"=","PITBULL Back In Time",5598,"+5",284,"-41",34.859,"+0.044",69,"7",15,5598,925,34.859
16,"=","KATY PERRY Part Of Me",5122,"-158",-713,"-134",39.41,"-1.197",114,"56",3,12039,3625,78.553
17,"=","DAVID GUETTA Titanium f/Sia",5085,"+137",929,"+88",35.316,"+0.983",59,"15",17,5085,929,35.316
18,"+1","KATY PERRY Wide Awake",4965,"+278",2612,"-86",35.168,"+2.379",15,"5",18,4965,2824,35.168
19,"-1","GYM CLASS HEROES Fighter f/Ryan Tedder",4855,"+96",887,"-64",30.19,"+1.029",37,"26",18,4855,1441,30.19
20,"=","ADELE Rumour Has It",4385,"-168",-1008,"-14",28.683,"-0.194",94,"40",8,8497,1514,56.313
21,"=","CALVIN HARRIS Feel So Close",4211,"-79",-378,"-42",28.462,"-0.506",118,"39",7,8145,1329,55.352
22,"=","DEMI LOVATO Give Your Heart A Break",3707,"+32",266,"+28",25.207,"+0.132",98,"31",21,3707,665,25.207
23,"=","DRAKE Take Care f/Rihanna",3186,"+6",-161,"+62",26.384,"-0.116",151,"98",8,7620,1220,60.618
24,"=","HAVANA BROWN We Run The Night f/Pitbull",2848,"+9",171,"-27",22.571,"+0.021",115,"37",24,2848,278,22.571
25,"=","CALVIN HARRIS Let's Go f/Ne-Yo",2660,"+50",727,"-46",20.59,"+0.264",39,"64",25,2660,836,20.59
26,"+1","ONE DIRECTION One Thing",2569,"+125",975,"+59",14.27,"+0.568",31,"52",26,2569,975,14.27
27,"-1","RITA ORA How We Do (Party)",2528,"+2",276,"-18",13.963,"-0.062",41,"109",25,2528,620,14.025
28,"=","KIRKO BANGZ Drank In My Cup",1779,"+26",200,"+1",8.667,"+0.073",64,"72",28,1779,312,8.667
29,"=","THE WANTED Chasing The Sun",1526,"+64",395,"+41",11.587,"+0.470",33,"91",29,1526,423,11.587
30,"+1","B.O.B Both Of Us f/Taylor Swift",1461,"+107",372,"+79",8.718,"+0.346",24,"88",30,1461,486,8.718
31,"-1","NEON TREES Everybody Talks",1422,"+34",238,"+16",7.669,"-0.113",58,"27",30,1422,240,7.782
32,"+1","GROUPLOVE Tongue Tied",1264,"+3",170,"-24",6.535,"+0.044",43,"68",32,1264,284,6.535
33,"-1","DRAKE The Motto f/Lil Wayne",1248,"-22",-77,"-29",12.948,"+0.057",108,"50",25,2047,321,19.147
34,"=","CHRIS RENE Young Homie",1089,"-141",-725,"-117",4.652,"-0.645",87,"167",25,1933,226,8.787
35,"=","JASON MRAZ I Won't Give Up",1072,"+13",113,"-4",5.136,"+0.044",52,"20",35,1072,210,5.136
36,"=","CHER LLOYD Want U Back",1067,"+54",318,"+46",5.83,"+0.301",25,"104",36,1067,335,5.83
