"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",13739,-74,-484,-69,91.77,-1.09,97,"3",1,14238,2184,95.493
"2",2,"=","BRUNO MARS It Will Rain",12665,-11,-191,-73,78.144,-0.456,89,"4",2,12856,2024,78.935
"3",3,"=","KATY PERRY The One That Got Away",12594,-31,-2,-127,71.853,-0.302,85,"6",3,12625,1631,75.028
"4",4,"=","LMFAO Sexy And I Know It",10711,-34,-601,57,66.448,0.046,126,"1",2,12000,1530,74.768
"5",5,"=","FLO RIDA Good Feeling",10235,9,-62,-108,66.14,0.176,97,"5",5,10297,1207,67.253
"6",6,"=","DAVID GUETTA Without You f/Usher",9371,-51,-786,43,58.921,-0.573,126,"17",1,13428,1586,84.476
"7",7,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8157,-34,-491,35,57.018,-0.688,185,"10",1,13951,1685,86.013
"8",8,"=","SELENA GOMEZ & THE SCENE Love You Like A...",7379,30,106,-47,37.531,0.193,130,"30",8,7379,1048,37.84
"9",9,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6548,-17,-132,37,41.129,-0.265,175,"14",1,14127,1893,93.336
"10",10,"=","T-PAIN 5 O'clock f/Wiz Khalifa",6320,19,-320,-5,32.255,-0.058,84,"16",10,6640,1264,34.118
"11",11,"=","ADELE Someone Like You",5924,-24,-127,-21,43.064,-0.234,146,"9",2,13563,2614,91.686
"12",12,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",5883,-15,-92,-12,38.412,-0.351,200,"35",4,11548,1097,70.438
"13",13,"=","KELLY CLARKSON Mr. Know It All",5457,-66,-723,20,27.494,-0.589,118,"31",11,6408,1093,34.137
"14",14,"=","LADY GAGA Marry The Night",5215,-15,-254,15,28.273,-0.145,52,"47",14,5499,1570,30.701
"15",15,"=","ADELE Set Fire To The Rain",5163,54,260,-40,32.563,-0.211,36,"2",15,5163,1581,32.774
"16",16,"=","GAVIN DEGRAW Not Over You",5056,-33,-134,-137,24.664,-0.099,128,"21",15,5190,547,25.648
"17",17,"=","JESSIE J Domino",5054,22,69,-20,29.591,-0.472,106,"18",16,5054,769,30.063
"18",18,"=","J. COLE Workout",4740,27,400,-76,32.034,0.199,68,"20",18,4740,659,32.034
"19",19,"=","DRAKE Headlines",4603,11,111,-92,30.766,-0.015,76,"25",17,4603,754,30.781
"20",20,"=","RIHANNA You Da One",3996,8,-43,-4,23.088,0.039,50,"24",19,4063,3394,36.963
"21",21,"=","JAY Z & KANYE WEST N***** In Paris",3934,23,152,-38,30.874,0.274,55,"7",21,3934,785,30.874
"22",22,"=","BREATHE CAROLINA Blackout",3842,25,61,-34,18.456,-0.143,128,"41",21,3842,498,20.033
"23",23,"=","HOT CHELLE RAE I Like It Like That f/New...",3539,3,-63,2,15.783,-0.009,92,"29",23,3602,535,16.585
"24",24,"=","DEV In The Dark",3469,3,-414,13,26.361,-0.155,155,"95",8,8037,1224,51.486
"25",25,"=","OUTASIGHT Tonight Is The Night",2921,-31,93,-116,14.663,-0.128,60,"59",25,2952,500,14.791
"26",26,"=","PITBULL F/CHRIS BROWN International Love",2815,27,224,-34,18.989,-0.015,58,"27",26,2815,507,19.004
"27",27,"+1","GYM CLASS HEROES Ass Back Home",2351,39,321,-24,15.454,0.051,37,"116",27,2351,514,15.454
"28",28,"-1","FRAY Heartbeat",2345,-3,-167,0,10.427,-0.187,65,"131",27,2515,677,12.362
"29",29,"=","JASON DERULO It Girl",2197,-6,-284,36,9.617,0.068,135,"23",10,6647,1048,29.647
"30",30,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",1990,58,433,-9,13.586,0.317,20,"53",30,1990,730,13.586
"31",31,"=","AVRIL LAVIGNE Wish You Were Here",1844,-26,-114,-48,6.299,-0.125,55,"79",30,1965,503,7.725
"32",32,"=","LADY ANTEBELLUM Just A Kiss",1482,-37,-362,-1,5.978,-0.205,101,"37",23,2755,525,13.059
"33",33,"=","NICKI MINAJ Fly f/Rihanna",1386,-25,-430,54,8.988,-0.085,104,"56",15,4998,987,27.303
"34",34,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",1374,15,118,-18,7.561,-0.05,37,"11",34,1374,307,7.611
