"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","SELENA GOMEZ","Same Old Love",18683,-123,787,-533,118.291,-1.35,122,"26/88",1,18836,1774,120.08
"2",2,"=","JUSTIN BIEBER","Sorry",17934,-142,-163,-356,119.88,-1.008,85,"5",1,19494,3902,127.324
"3",3,"=","ALESSIA CARA","Here",17089,141,1198,-291,102.875,1.596,180,"17",3,17089,1489,102.875
"4",4,"+1","THE WEEKND","In The Night",13847,140,1873,-238,81.452,0.662,64,"24",4,13847,3011,81.452
"5",5,"-1","ADELE","Hello",13370,-354,-2084,-277,95.077,-1.975,84,"3",1,19167,4705,124.831
"6",6,"=","JUSTIN BIEBER","Love Yourself",13256,471,3860,-243,93.88,4.111,42,"1/87",6,13256,4103,93.88
"7",7,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",12210,-281,-644,-484,70.637,-1.965,200,"19",5,13735,1275,83.171
"8",8,"=","TWENTY ONE PILOTS","Stressed Out",11324,359,2621,-81,71.046,2.565,61,"2",8,11324,2702,71.046
"9",9,"=","THE CHAINSMOKERS","Roses f/Rozes",10816,128,1805,-210,64.195,1.554,110,"6",8,10816,2023,64.195
"10",10,"=","DEMI LOVATO","Confident",8742,-75,25,-279,45.833,-0.803,106,"33",9,9049,1761,48.443
"11",11,"+1","DAYA","Hide Away",8642,72,719,-67,48.344,0.301,152,"16",11,8642,883,48.344
"12",12,"+1","ONE DIRECTION","Perfect",8464,12,214,-127,42.057,0.158,89,"20",10,8635,1211,42.552
"13",13,"-2","ELLIE GOULDING","On My Mind",8414,-370,-3137,-19,57.845,-2.706,120,"50",4,14332,3457,82.642
"14",14,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7492,56,854,-199,38.95,0.252,52,"11",14,7492,1989,38.95
"15",15,"+1","ADELE","When We Were Young",6611,146,1660,-188,34.075,0.451,30,"10",15,6611,1962,34.075
"16",16,"-1","DRAKE","Hotline Bling",6349,-175,-857,-111,38.671,-1.02,123,"23",2,16016,2377,99.499
"17",17,"=","DNCE","Cake By The Ocean",6251,188,1051,41,30.46,0.762,107,"15",17,6251,1051,30.46
"18",18,"=","TAYLOR SWIFT","Wildest Dreams",5447,-110,-811,7,36.636,-0.928,141,"44",1,18848,3531,112.715
"19",19,"+1","CHARLIE PUTH","One Call Away",4755,63,480,-99,21.116,0.285,67,"7",19,4755,819,21.116
"20",20,"+1","FLO RIDA","My House",4681,234,1302,92,24.261,1.731,88,"4",20,4681,1302,24.261
"21",21,"-2","JUSTIN BIEBER","What Do You Mean?",4625,-165,-736,-134,39.741,-1.593,140,"21",1,18691,5900,114.523
"22",22,"+1","TAYLOR SWIFT","Out Of The Woods",4274,311,2731,-75,26.706,1.644,12,"63",22,4274,2806,26.706
"23",23,"-1","FALL OUT BOY","Irresistible f/Demi Lovato",4108,-4,216,-52,17.011,0.048,79,"54",22,4112,560,17.116
