"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY E.T.",14197,-103,-513,-101,94.157,-0.591,7,1,14624,0,96.745
2,"=","BLACK EYED PEAS Just Can't Get Enough",13258,71,376,54,83.012,0.167,7,2,13258,715,83.012
3,"=","BRITNEY SPEARS Till The World Ends",11605,76,478,-72,75.074,0.253,7,3,11605,966,75.074
4,"=","ADELE Rolling In The Deep",11408,219,1947,-183,75.98,1.226,7,4,11408,2273,75.98
5,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9796,74,354,-13,62.221,0.642,7,5,9796,668,62.323
6,"+1","BRUNO MARS Lazy Song",8938,101,802,-32,52.653,0.426,7,6,8938,834,52.653
7,"+1","TINIE TEMPAH Written In The Stars",8759,77,548,-7,54.175,0.405,7,7,8759,756,54.175
8,"-2","KE$HA Blow",8584,-284,-1771,-154,49.046,-1.111,7,4,10135,0,56.264
9,"=","RIHANNA S&M",8230,-170,-2161,225,52.662,-1.621,7,5,10081,0,64.524
10,"=","JEREMIH Down On Me f/50 Cent",7806,-126,-285,-183,41.972,-0.608,7,10,8052,153,44.2
11,"=","THE SCRIPT For The First Time",6114,28,412,-14,32.321,-0.242,7,11,6114,433,33.625
12,"=","JESSIE J Price Tag f/B.O.B",5820,26,275,-98,29.811,-0.215,7,12,5820,582,30.026
13,"=","PITBULL Give Me Everything f/Ne-Yo",5757,242,1367,83,43.403,1.576,7,13,5757,1367,43.403
14,"=","CEE LO GREEN F**k You (Forget You)",5455,-34,-488,175,31.39,-0.206,7,11,5830,0,32.865
15,"=","PINK F**kin' Perfect (Perfect)",4825,-119,-664,-79,24.234,-0.669,7,14,5394,0,27.986
16,"=","LUPE FIASCO The Show Goes On",4771,186,844,93,30.371,1.09,7,16,4771,844,30.371
17,"=","NEW BOYZ Back Seat f/Cataracs & Dev",3811,39,194,-17,19.826,0.298,7,17,3811,331,19.826
18,"+1","SELENA GOMEZ & THE SCENE Who Says",3422,57,547,-73,19.349,0.131,7,18,3422,707,19.349
19,"+2","WIZ KHALIFA Roll Up",3294,54,426,-49,16.173,0.251,7,19,3294,725,16.173
20,"=","LADY GAGA Born This Way",3262,-59,-497,63,16.69,-0.493,7,19,3651,0,20.436
