"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",14123,"-4",404,"-110",92.781,"-0.500",91,"5",1,14127,1893,93.336
"2",2,"=","ADELE Someone Like You",12245,"+174",2048,"-245",84.805,"+1.181",62,"1",2,12245,2614,84.805
"3",3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12037,"+60",853,"-195",74.673,"+0.907",101,"6",2,12037,1685,74.673
"4",4,"=","FOSTER THE PEOPLE Pumped Up Kicks",11807,"+76",1091,"-153",67.65,"+0.677",86,"3",3,11807,1356,67.65
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",9951,"+173",1097,"+25",62.353,"+0.601",116,"11",5,9951,1097,62.353
"6",6,"=","BAD MEETS EVIL Lighters f/Bruno Mars",9323,"-206",-1082,"-101",61.205,"-0.405",104,"32",2,11835,1599,78.403
"7",7,"=","LMFAO Party Rock Anthem",7832,"-69",-320,"-83",51.32,"-0.430",150,"10",1,14043,1859,94.193
"8",8,"+1","LADY GAGA You And I",7635,"-8",347,"-87",43.894,"+0.184",60,"9",8,7643,1553,43.894
"9",9,"-1","BRITNEY SPEARS I Wanna Go",7507,"-164",-977,"+13",48.388,"-0.852",116,"54",1,12853,1768,82.422
"10",10,"=","DAVID GUETTA Without You f/Usher",7255,"+118",938,"-57",45.074,"+0.814",42,"7",10,7255,1586,45.074
"11",11,"+1","DEV In The Dark",7107,"+65",626,"-58",48.004,"+0.161",71,"15",11,7107,1224,48.004
"12",12,"+1","PITBULL Give Me Everything f/Ne-Yo",6926,"-55",-210,"-37",45.305,"-0.214",150,"38",1,14233,1811,95.596
"13",13,"-2","KATY PERRY Last Friday Night (T.G.I.F.)",6913,"-133",-1008,"+41",37.67,"-0.665",133,"44",1,14935,2322,96.531
"14",14,"=","NICKI MINAJ Super Bass",6719,"-111",-824,"+23",46.322,"-0.949",150,"23",3,12009,1188,73.23
"15",15,"=","RIHANNA Cheers (Drink To That)",5834,"-282",-1519,"-117",29.903,"-0.975",72,"12",10,8085,1594,43.942
"16",16,"+1","LMFAO Sexy And I Know It",5281,"+156",1300,"-31",32.27,"+0.987",42,"2",16,5281,1530,32.27
"17",17,"-1","JASON DERULO It Girl",5244,"+80",443,"-1",25.996,"+0.149",51,"13",16,5244,1048,25.996
"18",18,"=","KELLY CLARKSON Mr. Know It All",4450,"+38",479,"-43",23.698,"+0.298",34,"26",18,4450,1093,23.698
"19",19,"=","ALEXANDRA STAN Mr. Saxobeat",4367,"+40",521,"-57",36.564,"+0.372",76,"27",19,4367,673,36.564
"20",20,"=","THE SCRIPT Nothing",4208,"+64",339,"+24",20.117,"+0.364",70,"36",18,4208,722,20.117
"21",21,"+1","RIHANNA We Found Love f/Calvin Harris",3472,"+311",2139,"+108",26.499,"+1.254",13,"4",21,3472,2139,26.499
"22",22,"-1","LIL WAYNE How To Love",3094,"-68",-265,"-49",20.146,"-0.754",125,"25",9,8047,1328,45.275
"23",23,"=","ANDY GRAMMER Keep Your Head Up",3083,"+47",144,"+45",12.531,"+0.201",104,"95",22,3083,355,12.531
"24",24,"=","NEW BOYZ Better With The Lights Off",2777,"+30",316,"-22",10.454,"+0.088",64,"39",23,2777,423,10.454
