"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",12323,182,1274,22,80.849,1.411,71,"1",1,12323,1893,80.849
2,"=","BAD MEETS EVIL Lighters f/Bruno Mars",11815,-20,523,-205,78.403,0.172,84,"16/85",2,11835,1599,78.403
3,"=","BRITNEY SPEARS I Wanna Go",11508,-239,-991,-136,70.023,-1.121,96,"25",1,12853,1768,82.422
4,"=","KATY PERRY Last Friday Night (T.G.I.F.)",11130,-140,-873,-74,63.598,-1.635,113,"23",1,14935,2322,96.531
5,"=","NICKI MINAJ Super Bass",10197,-113,-680,-66,64.862,-0.245,130,"19",3,12009,1188,73.23
6,"=","LMFAO Party Rock Anthem",9540,-174,-1187,2,64.624,-1.198,130,"6/88",1,14043,1859,94.193
7,"=","FOSTER THE PEOPLE Pumped Up Kicks",9113,123,884,7,55.137,1.185,66,"3",7,9113,1302,55.137
8,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8395,97,988,-105,49.643,0.34,81,"4",8,8395,1218,49.643
9,"=","PITBULL Give Me Everything f/Ne-Yo",7858,6,-254,58,57.152,0.609,130,"21",1,14233,1811,95.596
10,"=","RIHANNA Cheers (Drink To That)",7795,19,478,-143,43.347,0.077,52,"7",10,7795,1594,43.347
11,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7792,44,596,-57,48.577,0.193,96,"5",11,7792,1017,48.577
12,"=","ONEREPUBLIC Good Life",7531,-62,-409,-14,44.987,-0.739,130,"20",6,9571,978,57.364
13,"=","LADY GAGA You And I",6685,-26,549,-179,37.865,-0.141,40,"8",13,6711,1553,38.006
14,"+1","ADELE Someone Like You",6367,187,1653,-99,43.973,2.12,42,"2",14,6367,1752,43.973
15,"-1","HOT CHELLE RAE Tonight Tonight",6226,-235,-1416,-145,33.478,-1.755,130,"12",5,10036,838,54.593
16,"=","DEV In The Dark",5644,143,1003,4,37.894,0.619,51,"13",16,5644,1224,37.894
17,"=","LIL WAYNE How To Love",4813,-217,-1413,-104,32.943,-1.069,105,"15",9,8047,1328,45.275
18,"=","IYAZ Pretty Girls",4649,-31,2,-72,21.839,-0.319,105,"30",17,4770,659,22.767
19,"+1","DAVID GUETTA Without You f/Usher",3991,254,1497,96,25.541,1.611,22,"9",19,3991,1497,25.541
20,"-1","JASON DERULO It Girl",3788,-6,362,-164,18.068,0.21,31,"17",19,3794,1048,18.138
21,"=","THE BAND PERRY If I Die Young",3630,-93,-962,64,20.077,-0.5,130,"22",11,6052,768,32.555
22,"=","LADY GAGA The Edge Of Glory",3547,-43,-380,2,20.237,-0.431,130,"42",3,11672,2193,68.045
23,"=","THE SCRIPT Nothing",3514,37,393,-28,16.646,0.129,50,"32",21,3514,722,16.646
24,"=","ALEXANDRA STAN Mr. Saxobeat",3120,114,303,61,25.46,0.514,56,"27",23,3120,567,25.46
25,"=","KELLY ROWLAND Motivation f/Lil Wayne",2917,60,184,52,13.799,0.185,75,"51",21,2917,415,15.279
26,"=","AFROJACK Take Over Control f/Eva Simons",2774,-31,93,-90,22.736,-0.044,90,"48",25,2832,435,22.941
27,"=","ANDY GRAMMER Keep Your Head Up",2505,42,41,43,9.661,0.033,84,"69",25,2505,355,9.941
