"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",14133,"-60",-902,"+80",112.641,"-0.495",125,"10",1,15401,1593,119.954
"2",2,"=","KE$HA","Die Young",13753,"+244",2252,"-90",105.082,"+3.312",56,"3",2,13753,3842,105.082
"3",3,"=","FUN.","Some Nights",12799,"-113",-450,"-154",88.242,"-1.062",163,"18",2,13297,1295,93.147
"4",4,"=","ALEX CLARE","Too Close",11590,"-57",-323,"-3",71.841,"+0.247",175,"43",4,11973,1328,81.998
"5",5,"=","NE-YO","Let Me Love You",10979,"+93",854,"-94",87.829,"+0.331",103,"25",5,10979,1345,87.886
"6",6,"=","TAYLOR SWIFT","We Are Never Ever Ge...",10377,"-447",-2436,"-348",67.702,"-3.443",98,"22",2,13523,4592,90.881
"7",7,"+1","RIHANNA","Diamonds",10308,"+181",1065,"+45",81.14,"+1.244",55,"6",7,10308,2812,81.14
"8",8,"-1","CHRIS BROWN","Don't Wake Me Up",10069,"-119",-326,"-191",71.201,"-1.556",156,"57",6,10385,1456,75.301
"9",9,"=","BRUNO MARS","Locked Out Of Heaven",9918,"+264",1543,"+85",75.771,"+2.233",50,"4",9,9918,2790,75.771
"10",10,"=","JUSTIN BIEBER","As Long As You Love ...",8227,"-355",-2018,"-101",61.38,"-2.186",138,"34",2,13498,1300,100.233
"11",11,"=","FLO RIDA","I Cry",7275,"+108",824,"-37",55.091,"+0.736",66,"9",11,7275,1268,55.091
"12",12,"=","PHILLIP PHILLIPS","Home",6356,"+89",902,"-33",43.605,"+0.405",132,"8",12,6356,1033,43.605
"13",13,"=","PINK","Blow Me (One Last Ki...",6183,"-64",-730,"+108",46.346,"-1.054",139,"78",1,12762,2737,90.315
"14",14,"+1","NICKI MINAJ","Va Va Voom",5374,"+187",1464,"-13",39.9,"+0.770",32,"27",14,5374,1566,39.9
"15",15,"-1","ENRIQUE IGLESIAS","Finally Found You f/...",5100,"-292",-1710,"-232",32.926,"-2.007",83,"94",12,7155,1803,47.652
"16",16,"=","JUSTIN BIEBER","Beauty And A Beat f/...",4983,"+214",1684,"-23",37.132,"+1.871",33,"16",16,4983,1998,37.132
"17",17,"=","LUMINEERS","Ho Hey",4581,"+172",1352,"+20",35.993,"+1.750",65,"7",17,4581,1352,35.993
"18",18,"+1","ED SHEERAN","The A Team",4430,"+127",832,"+64",34.97,"+0.925",93,"37",18,4430,832,34.97
"19",19,"+1","ONEREPUBLIC","Feel Again",3993,"-23",134,"-92",24.436,"+0.009",75,"45",19,4016,813,24.436
"20",20,"-2","PSY","Gangnam Style",3992,"-352",-1871,"-143",25.86,"-2.317",72,"2",10,7746,1695,59.817
"21",21,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",3578,"+150",795,"+41",27.194,"+0.543",72,"33",21,3578,872,27.194
"22",22,"+2","PINK","Try",3435,"+264",1313,"+141",20.605,"+1.476",23,"13",22,3435,1313,20.605
"23",23,"=","TRAIN","50 Ways To Say Goodb...",3192,"-92",-613,"+59",16.822,"-0.277",108,"46",16,4812,717,29.769
"24",24,"-2","ONE DIRECTION","Live While We're You...",3104,"-252",-1647,"-126",16.932,"-0.997",61,"70",15,5363,2151,28.68
"25",25,"=","THE SCRIPT","Hall Of Fame f/will....",2812,"+42",420,"-27",14.565,"+0.274",65,"39",25,2812,493,14.565
"26",26,"=","PITBULL","Don't Stop The Party",2727,"+100",430,"+96",17.618,"+0.463",44,"35",25,2727,503,17.618
"27",27,"=","ELLIE GOULDING","Anything Could Happe...",2349,"+75",333,"+86",13.662,"+0.297",58,"69",27,2349,455,13.662
"28",28,"=","BRIDGIT MENDLER","Ready Or Not",2295,"+42",235,"+6",14.936,"+0.121",78,"108",28,2295,336,14.936
"29",29,"=","IMAGINE DRAGONS","It's Time",1835,"+69",399,"+37",12.895,"+0.572",58,"31",29,1835,399,12.895
"30",30,"+1","KELLY CLARKSON","Catch My Breath",1789,"+96",295,"+67",9.147,"+0.506",25,"64",30,1789,568,9.147
"31",31,"-1","CHER LLOYD","Oath f/Becky G",1736,"-19",139,"-50",10.53,"-0.362",44,"158",30,1755,343,10.892
"32",32,"=","CHRIS WALLACE","Remember When (Push ...",1345,"-3",5,"-13",5.362,"-0.013",100,"--",32,1351,131,5.547
"33",33,"=","MEGAN & LIZ","Bad For Me",1297,"+56",169,"+50",4.335,"+0.151",72,"352",33,1297,313,4.504
"34",34,"=","ALICIA KEYS","Girl On Fire",1265,"+68",436,"+29",13.311,"+0.706",28,"53",34,1265,436,13.311
"35",35,"=","HUNTER HAYES","Wanted",1236,"+47",325,"+7",6.619,"+0.214",37,"48",35,1236,325,6.619
"36",36,"+1","CARLY RAE JEPSEN","This Kiss",1129,"+1",64,"-6",5.561,"-0.021",39,"172",36,1129,234,5.767
