"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",17147,-149,-715,-18,96.806,0.278,160,"3",1,18123,2285,104.909
"2",2,"+1","SELENA GOMEZ","Hands To Myself",15459,-23,171,-178,87.72,0.107,84,"30",2,15590,1952,89.574
"3",3,"-1","TWENTY ONE PILOTS","Stressed Out",15310,-257,-1307,-112,101.054,-0.747,133,"6",1,19140,2702,124.646
"4",4,"=","JUSTIN BIEBER","Love Yourself",15026,34,-526,383,106.233,0.542,114,"13",1,19000,4103,124.28
"5",5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15014,203,1183,139,84.465,0.429,80,"12/65",5,15014,1836,84.465
"6",6,"=","DNCE","Cake By The Ocean",13963,66,1116,-69,87.72,0.294,179,"9",6,13963,1185,87.72
"7",7,"=","ZAYN","Pillowtalk",12315,113,895,-83,76.472,0.1,58,"14/41/77",7,12315,2441,76.472
"8",8,"=","MIKE POSNER","I Took A Pill In Ibiza",11660,171,1075,2,67.615,0.901,72,"10",8,11660,1578,67.615
"9",9,"=","RIHANNA","Work f/Drake",11562,187,688,213,66.918,0.775,60,"5/60",8,11562,3999,66.918
"10",10,"=","MEGHAN TRAINOR","NO",9619,161,1515,-210,56.107,0.892,23,"2",10,9619,5498,56.107
"11",11,"=","THE CHAINSMOKERS","Roses f/Rozes",8999,-266,-2170,18,53.896,-0.292,182,"29",3,14687,2023,83.872
"12",12,"+1","LUKAS GRAHAM","7 Years",8421,132,1099,-89,48.518,1.68,70,"1",12,8421,1392,48.518
"13",13,"-1","CHARLIE PUTH","One Call Away",8137,-266,-1191,-154,42.276,-1.877,139,"11",10,9491,931,51.298
"14",14,"=","ZARA LARSSON & MNEK","Never Forget You",7915,47,669,-87,45.631,0.61,53,"7",14,7915,1534,45.631
"15",15,"=","FIFTH HARMONY","Work From Home",7416,52,804,-203,38.192,0.007,30,"4",15,7416,4059,38.192
"16",16,"=","DJ SNAKE","Middle f/Bipolar Sunshine",6750,63,435,-3,35.384,0.04,70,"25",16,6750,1239,35.384
"17",17,"=","TAYLOR SWIFT","New Romantics",5862,6,445,-128,28.461,0.058,32,"20",17,5862,2558,28.461
"18",18,"=","ARIANA GRANDE","Dangerous Woman",5840,196,1848,-290,30.667,1.103,16,"8",18,5840,4214,33.464
"19",19,"=","JUSTIN BIEBER","Company",5445,3,738,-192,26.078,-0.126,28,"98",19,5451,2006,26.211
"20",20,"=","THE WEEKND","In The Night",4811,-102,-698,10,29.005,-0.447,136,"165",3,15760,3011,89.68
"21",21,"+1","TROYE SIVAN","Youth",4669,-22,386,-92,17.819,-0.132,84,"22",21,4691,660,17.951
"22",22,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",4598,-266,-1931,24,28.698,-0.416,121,"90",13,7836,1193,44.484
"23",23,"=","ALESSIA CARA","Wild Things",4001,20,161,-4,15.639,-0.048,56,"57",23,4014,814,15.944
"24",24,"+1","SHAWN HOOK","Sound Of Your Heart",3149,-14,121,-42,10.353,-0.081,77,"94",24,3163,576,10.588
"25",25,"-1","ELLIE GOULDING","Something In The Way You Move",3043,-261,-2320,279,10.847,-1.101,79,"189",14,7731,1673,38.605
"26",26,"=","GWEN STEFANI","Make Me Like You",2904,55,235,1,9.539,0.186,38,"93",26,2904,1040,9.539
"27",27,"=","JAMES BAY","Let It Go",2214,38,252,14,9.451,0.277,35,"23",27,2214,885,9.451
"28",28,"=","NATHAN SYKES","Over And Over Again f/A.Grande",2151,20,177,-22,6.773,0.067,61,"221",28,2151,585,6.773
"29",29,"=","ZENDAYA","Something New f/Chris Brown",1936,-108,-552,-66,6.887,-0.462,44,"174",27,2568,892,10.907
"30",30,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",1921,234,873,146,12.075,1.347,14,"18",30,1921,873,12.075
"31",31,"-1","RUTH B.","Lost Boy",1782,48,318,-58,6.997,0.406,41,"17",30,1782,425,6.997
"32",32,"+1","NICK JONAS","Close f/Tove Lo",1542,277,1542,277,14.026,1.698,2,"15",32,1542,1542,14.026
"33",33,"-1","NELLY","Die A Happy Man",1433,20,53,-23,3.836,0.155,35,"225",32,1440,555,4.305
"34",34,"=","PANIC! AT THE DISCO","Victorious",1290,44,210,48,3.138,0.132,29,"51",34,1290,273,3.138
"35",35,"+3","IGGY AZALEA","Team",1277,187,915,91,6.327,0.406,7,"83",35,1277,1132,7.021
"36",36,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1180,1,144,-69,3.391,-0.117,24,"286",36,1180,560,3.508
"37",37,"-2","KYGO","Stole The Show f/Parson James",1143,-99,-294,-67,3.893,-0.499,53,"258",32,1668,374,6.89
"38",38,"+1","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",1084,71,221,-19,3.861,0.194,21,"1221",37,1084,283,3.861
"39",39,"-2","RACHEL PLATTEN","Stand By You",1062,-60,-1144,284,5.227,-0.193,149,"54",19,4017,493,19.073
"40",40,"+2","DEMI LOVATO","Stone Cold",948,105,626,57,4.538,0.275,6,"204",40,948,626,4.538
"41",41,"-1","MAJOR LAZER","Light It Up f/Nyla",919,19,220,0,3.782,0.132,25,"294",39,919,224,3.782
"42",42,"-1","SIA","Cheap Thrills",887,43,233,16,2.591,0.12,19,"33",40,887,233,2.591
"43",43,"=","FLUME","Never Be Like You f/Kai",847,33,244,14,5.345,0.303,12,"200",42,847,284,5.345
"44",44,"=","HALSEY","Colors",787,5,87,-18,2.077,-0.034,21,"358",40,787,304,2.111
"45",45,"=","ADELE","When We Were Young",705,-44,-305,79,3.269,-0.293,102,"52",11,8301,1962,41.764
