"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",13639,113,920,-16,93.166,0.411,66,"3",1,13639,2184,93.166
"2",2,"=","DAVID GUETTA Without You f/Usher",13428,12,196,-19,84.476,0.067,95,"11",1,13428,1586,84.476
"3",3,"=","LMFAO Sexy And I Know It",11590,16,783,-133,73.897,-0.249,95,"2",3,11590,1530,74.146
"4",4,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",11088,-158,-1206,-9,71.823,-1.212,154,"14",1,13951,1685,86.013
"5",5,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",9878,-104,-452,-13,66.323,-1.399,144,"5",1,14127,1893,93.336
"6",6,"=","ADELE Someone Like You",9227,-127,-1290,84,63.638,-1.1,115,"7",2,13563,2614,91.686
"7",7,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",9127,-157,-967,5,54.385,-1.116,169,"23",4,11548,1097,70.438
"8",8,"=","KATY PERRY The One That Got Away",8685,160,1011,-14,57.203,1.235,54,"6",8,8685,1631,57.203
"9",9,"=","BRUNO MARS It Will Rain",8366,72,623,-88,47.895,0.167,58,"1",8,8366,1337,47.895
"10",10,"=","FLO RIDA Good Feeling",7849,114,788,-61,49.658,0.76,66,"4",10,7849,1207,49.658
"11",11,"+2","KELLY CLARKSON Mr. Know It All",6217,60,163,11,33.331,0.354,87,"35",11,6217,1093,33.331
"12",12,"=","DEV In The Dark",6136,-49,-338,81,45.05,-0.429,124,"63",8,8037,1224,51.486
"13",13,"-2","JASON DERULO It Girl",6073,-124,-437,-43,27.13,-0.906,104,"39",10,6647,1048,29.647
"14",14,"=","FOSTER THE PEOPLE Pumped Up Kicks",5593,-76,-706,37,31.364,-0.832,139,"16",3,12112,1356,70.246
"15",15,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5268,49,643,-106,29.889,0.215,53,"10",15,5268,1264,29.889
"16",16,"=","NICKI MINAJ Fly f/Rihanna",4950,-48,-11,-69,26.797,-0.283,73,"42",15,4998,987,27.303
"17",17,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4653,63,501,4,22.805,0.371,99,"48",17,4653,636,22.805
"18",18,"=","LADY GAGA Marry The Night",4020,160,1104,3,22.235,0.433,21,"75",18,4020,1570,22.235
"19",19,"=","GAVIN DEGRAW Not Over You",3451,64,455,2,17.386,0.399,97,"28",19,3451,532,17.386
"20",20,"=","DRAKE Headlines",3342,67,362,-6,24.85,0.538,45,"29",20,3342,754,24.85
"21",21,"=","JESSIE J Domino",3032,53,305,14,16.791,0.359,75,"49",21,3032,381,16.791
"22",22,"=","RIHANNA You Da One",2897,47,659,-167,18.573,0.198,19,"--",20,3394,3394,36.963
"23",23,"=","LADY ANTEBELLUM Just A Kiss",2708,22,127,24,12.789,0.112,70,"47",23,2708,525,12.789
"24",24,"=","LADY GAGA You And I",2566,-70,-326,-53,13.922,-0.408,113,"46",7,7824,1553,44.474
"25",25,"=","HOT CHELLE RAE I Like It Like That f/New...",2456,45,331,26,11.21,0.21,61,"--",25,2456,407,11.21
"26",26,"=","BREATHE CAROLINA Blackout",2434,32,291,-27,14.164,0.322,97,"64",25,2434,343,14.164
"27",27,"=","J. COLE Workout",2371,46,380,-5,20.551,0.052,37,"24",27,2371,614,20.551
"28",28,"=","FRAY Heartbeat",2238,18,307,-41,11.162,0.126,34,"125",28,2238,677,11.162
"29",29,"=","ALEXANDRA STAN Mr. Saxobeat",2179,-8,114,26,20.997,-0.382,129,"95",18,4585,673,38.816
"30",30,"=","OUTASIGHT Tonight Is The Night",1916,21,265,-28,9.826,0.171,29,"94",30,1916,500,9.826
"31",31,"=","JAY Z & KANYE WEST N***** In Paris",1708,8,203,-3,9.115,0.209,24,"9",31,1708,581,9.115
"32",32,"=","AVRIL LAVIGNE Wish You Were Here",1534,33,225,13,5.404,0.11,24,"120",32,1534,503,5.404
"33",33,"=","PITBULL F/CHRIS BROWN International Love",1469,20,148,-10,10.625,0.252,27,"62",33,1469,418,10.625
"34",34,"=","NICKELBACK When We Stand Together",1158,-55,-314,-30,3.933,-0.193,59,"--",30,1615,457,5.4
"35",35,"+3","ADELE Set Fire To The Rain",1071,129,765,92,5.575,0.647,5,"33",35,1071,765,5.575
"36",36,"-1","ANDY GRAMMER Keep Your Head Up",1039,4,68,15,5.531,-0.016,157,"240",21,3215,355,13.959
"37",37,"=","TAIO CRUZ Hangover f/Flo Rida",961,5,37,-5,3.608,0.087,33,"308",37,961,194,3.608
"38",38,"-2","BRITNEY SPEARS Criminal",942,-63,-722,142,4.184,-0.236,70,"148",19,3422,669,17.372
"39",39,"=","WE THE KINGS Say You Like Me",915,4,113,-8,2.161,0.044,72,"744",38,915,320,2.161
"40",40,"=","KARMIN Crash Your Party",850,15,170,-7,4.315,-0.005,17,"--",40,850,234,4.32
"41",41,"+1","TIMBALAND Pass At Me f/Pitbull",811,12,77,-25,4.813,0.361,17,"259",41,811,319,4.813
"42",42,"+1","JOJO Disaster",752,12,95,-8,1.43,0.017,17,"739",42,752,197,1.43
"43",43,"+1","COLBIE CAILLAT Brighter Than The Sun",741,3,50,-7,2.158,-0.003,24,"89",43,741,119,2.164
"44",44,"-3","BEYONCE Countdown",739,-71,-354,-52,2.15,-0.126,46,"92",36,1162,255,3.747
