"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",14040,63,401,-46,94.602,0.62,73,"4",1,14040,2184,94.602
"2",2,"=","DAVID GUETTA Without You f/Usher",12787,-174,-641,-184,76.66,-1.494,102,"13",1,13428,1586,84.476
"3",3,"=","LMFAO Sexy And I Know It",12000,72,410,59,74.416,0.44,102,"2",3,12000,1530,74.416
"4",4,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",10842,-93,-240,74,69.284,-0.016,161,"19",1,13951,1685,86.013
"5",5,"=","KATY PERRY The One That Got Away",10056,240,1363,72,64.055,1.419,61,"6",5,10056,1631,64.055
"6",6,"=","BRUNO MARS It Will Rain",9544,259,1179,188,56.983,2.102,65,"3",6,9544,1337,56.983
"7",7,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",8827,-176,-1048,-67,57.496,-1.023,151,"12",1,14127,1893,93.336
"8",8,"=","FLO RIDA Good Feeling",8768,141,914,26,56.009,0.624,73,"5",8,8768,1207,56.009
"9",9,"=","ADELE Someone Like You",8178,-131,-1047,1,56.969,-0.348,122,"11",2,13563,2614,91.686
"10",10,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7780,-198,-1348,-42,50.018,-0.38,176,"42",4,11548,1097,70.438
"11",11,"=","KELLY CLARKSON Mr. Know It All",6333,-13,117,-68,33.714,-0.073,94,"41",11,6346,1093,33.787
"12",12,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5509,52,242,6,30.423,0.094,60,"10",12,5509,1264,30.44
"13",13,"+2","SELENA GOMEZ & THE SCENE Love You Like A...",5198,124,543,59,27.73,0.957,106,"48",13,5198,636,27.73
"14",14,"=","FOSTER THE PEOPLE Pumped Up Kicks",4995,-80,-599,-2,27.755,-0.337,146,"27",3,12112,1356,70.246
"15",15,"-2","DEV In The Dark",4994,-176,-1143,-127,37.796,-1.022,131,"86",8,8037,1224,51.486
"16",16,"=","NICKI MINAJ Fly f/Rihanna",4745,-46,-209,-2,24.371,-0.332,80,"60",15,4998,987,27.303
"17",17,"=","LADY GAGA Marry The Night",4657,64,637,-95,26.408,0.501,28,"31",17,4657,1570,26.408
"18",18,"=","JASON DERULO It Girl",4103,-250,-1969,-124,18.266,-0.754,111,"51",10,6647,1048,29.647
"19",19,"=","GAVIN DEGRAW Not Over You",3967,52,515,-13,18.785,0.166,104,"33",19,3967,545,18.785
"20",20,"=","RIHANNA You Da One",3724,57,824,10,21.753,-0.079,26,"21",20,3724,3394,36.963
"21",21,"=","JESSIE J Domino",3632,78,600,27,19.506,0.28,82,"46",21,3632,600,19.506
"22",22,"=","DRAKE Headlines",3589,45,247,-22,26.633,0.1,52,"32",20,3589,754,26.633
"23",23,"=","J. COLE Workout",2988,84,617,40,24.813,0.793,44,"23",23,2988,617,24.813
"24",24,"=","BREATHE CAROLINA Blackout",2932,69,498,38,15.492,0.234,104,"58",23,2932,498,15.492
"25",25,"+1","HOT CHELLE RAE I Like It Like That f/New...",2773,55,317,10,12.356,0.191,68,"36",24,2773,407,12.356
"26",26,"-1","LADY ANTEBELLUM Just A Kiss",2747,-8,39,-30,13.059,0.035,77,"50",23,2755,525,13.059
"27",27,"=","FRAY Heartbeat",2382,5,143,-14,12.032,0.038,41,"127",27,2382,677,12.032
"28",28,"+1","JAY Z & KANYE WEST N***** In Paris",2199,88,491,80,11.635,0.332,31,"7",28,2199,581,11.635
"29",29,"-1","LADY GAGA You And I",2190,-58,-374,14,10.455,-0.308,120,"62",7,7824,1553,44.474
"30",30,"+1","OUTASIGHT Tonight Is The Night",2151,71,235,51,11.496,0.345,36,"73",30,2151,500,11.496
"31",31,"-1","ALEXANDRA STAN Mr. Saxobeat",2075,-9,-104,-2,18.187,-0.377,136,"122",18,4585,673,38.816
