"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","KATY PERRY","Dark Horse",17174,122,1204,-109,119.104,1.211,84,"2",1,17174,2780,119.104
"2",2,"=","ONEREPUBLIC","Counting Stars",14956,-126,-589,-5,107.523,-0.945,125,"13",1,16524,2609,113.696
"3",3,"=","ELLIE GOULDING","Burn",14568,-90,-211,-140,91.457,-0.494,131,"27",3,14810,1623,95.425
"4",4,"=","PITBULL","Timber f/Ke$ha",13761,-384,-1985,-246,95.602,-1.943,123,"10",1,16901,2001,117.778
"5",5,"=","ONE DIRECTION","Story Of My Life",12722,-24,203,-62,80.167,-0.309,107,"21",5,12746,1527,82.164
"6",6,"=","LORDE","Team",12068,184,1069,86,83.359,1.153,83,"9",6,12068,1641,83.359
"7",7,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",10197,-2,213,-107,61.964,-0.161,84,"6/99",7,10199,1506,62.915
"8",8,"+1","BASTILLE","Pompeii",9750,206,1270,85,67.395,1.803,98,"5",8,9750,1270,67.395
"9",9,"-1","PASSENGER","Let Her Go",9536,-155,-260,-209,56.856,-1.112,138,"7",7,9912,1223,59.781
"10",10,"=","EMINEM","The Monster f/Rihanna",9157,-291,-1716,-48,67.976,-2.046,108,"29",1,16414,2904,117.022
"11",11,"=","JASON DERULO","Talk Dirty f/2 Chainz",8873,186,1003,56,55.863,0.919,47,"3",11,8873,2775,55.863
"12",12,"+1","PHARRELL WILLIAMS","Happy",7260,311,2386,56,57.671,2.395,27,"1",12,7260,2386,57.671
"13",13,"-1","BRUNO MARS","Young Girls",7016,17,467,-77,38.988,0.443,63,"49",12,7016,938,38.988
"14",14,"=","JOHN NEWMAN","Love Me Again",6481,19,129,-18,34.079,-0.116,133,"32",13,6481,697,35.821
"15",15,"=","MILEY CYRUS","Adore You",5823,-35,140,-118,27.429,-0.032,50,"16",15,5927,1542,27.855
"16",16,"+2","ALOE BLACC","The Man",5138,157,1411,-73,29.51,0.629,23,"8",16,5138,1722,29.51
