"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","AVICII","Wake Me Up",16268,"-228",-559,"-146",113.393,"-0.693",105,"8",1,17010,2103,116.977
2,"=","LORDE","Royals",15729,"-160",-571,"-172",109.594,"-0.334",89,"2",1,16495,2817,112.509
3,"=","MILEY CYRUS","Wrecking Ball",15362,"-97",313,"-251",106.316,"-0.748",59,"9",3,15459,2954,107.57
4,"+1","LADY GAGA","Applause",12179,"-10",468,"-82",79.422,"+1.051",89,"15",4,12189,3922,80.17
5,"-1","KATY PERRY","Roar",12109,"-283",-1068,"-195",91.163,"-1.868",90,"5",1,17176,6098,117.145
6,"=","DRAKE","Hold On We're Goi...",11694,"-127",339,"-170",72.717,"-0.748",90,"14",6,11821,1610,74.25
7,"=","SELENA GOMEZ","Slow Down",9661,"+34",559,"-141",55.895,"+0.590",83,"51",7,9661,1167,55.895
8,"=","IMAGINE DRAGONS","Demons",9270,"+229",1746,"-22",60.95,"+1.723",69,"10",8,9270,1982,60.95
9,"=","PARAMORE","Still Into You",8139,"-10",40,"-117",47.104,"-0.064",184,"31",9,8192,961,48.594
10,"=","JAY Z","Holy Grail f/Just...",7441,"-177",-1612,"+80",55.187,"-0.947",128,"35",4,11700,2095,78.442
11,"=","BRUNO MARS","Gorilla",6627,"-239",-637,"-285",29.856,"-1.327",61,"56",10,7264,1872,38.774
12,"=","JUSTIN TIMBERLAKE","TKO",6438,"+22",433,"-64",32.678,"+0.118",46,"73",12,6438,1724,32.76
13,"=","KATY PERRY","Unconditionally",6349,"+162",997,"-74",40.292,"+0.646",21,"26",13,6349,3384,40.292
14,"=","LANA DEL REY","Summertime Sadnes...",5430,"-245",-981,"-80",38.786,"-0.731",129,"90",2,13737,1923,88.403
15,"=","JASON DERULO","Marry Me",5208,"+40",462,"-132",26.796,"+0.262",56,"33",15,5208,856,26.796
16,"=","ZEDD","Stay The Night f/...",4953,"+173",987,"+54",36.689,"+1.143",41,"42",16,4953,1238,36.689
17,"=","NEIGHBOURHOOD","Sweater Weather",4792,"+128",869,"+46",20.618,"+0.369",133,"28",17,4792,869,20.618
18,"=","PITBULL","Timber f/Ke$ha",4561,"+192",1240,"-32",33.285,"+1.291",26,"6",18,4561,1350,33.285
19,"+4","EMINEM","The Monster f/Rih...",4209,"+361",2308,"-57",35.094,"+2.249",11,"1/81",19,4209,2782,35.094
20,"+2","ONEREPUBLIC","Counting Stars",4126,"+236",1621,"+23",30.931,"+2.107",28,"4",20,4126,1621,30.931
21,"-2","RIHANNA","What Now",3961,"+0",274,"-116",17.184,"+0.248",49,"111",19,3961,821,17.184
22,"+2","TRAVIE MCCOY","Rough Water f/Jas...",3758,"-20",320,"-161",21.778,"-0.185",47,"93",22,3778,705,22.078
23,"-3","TEGAN & SARA","Closer",3747,"-205",-613,"-114",16.677,"-1.128",146,"140",17,4451,570,22.41
24,"-3","TAYLOR SWIFT","Everything Has .....",3668,"-246",-1288,"-156",16.082,"-1.203",118,"80",14,5693,990,31.815
25,"+1","MACKLEMORE & RYAN...","White Walls f/ScH...",2540,"+73",539,"+76",15.541,"+0.816",56,"41",25,2540,539,15.541
26,"+3","PASSENGER","Let Her Go",2401,"+74",533,"+54",12.766,"+0.474",41,"7",26,2401,538,12.766
27,"+1","ENRIQUE IGLESIAS","Heart Attack",2383,"-12",356,"-111",11.739,"-0.106",34,"149",27,2395,649,11.845
28,"+2","J. COLE","Crooked Smile f/T...",2274,"-24",-70,"+9",11.679,"+0.086",82,"201",26,2407,332,12.679
29,"-4","BRITNEY SPEARS","Work Bitch",2232,"-337",-2283,"-106",8.617,"-1.052",55,"--",13,5635,3487,31.994
30,"+2","ONE DIRECTION","Story Of My Life",2109,"+175",1202,"+123",11.21,"+0.586",10,"16",30,2109,1202,11.21
31,"-4","ROBIN THICKE","Give It 2 U f/Ken...",2097,"-356",-1928,"-139",9.069,"-1.061",97,"190",12,6339,1340,33.892
32,"-1","ELLIE GOULDING","Burn",2085,"+62",289,"-5",12.912,"+0.316",34,"60",31,2085,475,12.912
33,"=","LADY GAGA","Do What U Want f/...",2064,"+163",1069,"+57",17.7,"+0.565",11,"34",33,2064,1069,17.7
34,"=","FALL OUT BOY","Alone Together",1840,"-1",104,"-4",7.761,"+0.067",82,"167",29,1841,326,7.762
35,"=","AWOLNATION","Sail",1705,"-129",-772,"+49",8.872,"-0.629",170,"58",17,4079,550,18.593
36,"=","SARA BAREILLES","Brave",1632,"+35",282,"+95",8.994,"+0.230",69,"53",35,1632,282,8.994
37,"=","ZENDAYA","Replay",1491,"+16",244,"-28",6.67,"+0.010",23,"98",37,1491,457,6.67
38,"+1","EMELI SANDE","My Kind Of Love",1470,"+23",46,"+12",4.528,"+0.096",41,"224",34,1470,433,4.528
39,"+1","JOHN NEWMAN","Love Me Again",1425,"+8",153,"-6",6.388,"+0.133",36,"161",36,1425,288,6.388
40,"-2","ICONA POP","All Night",1380,"-89",-203,"-84",6.946,"-0.239",83,"215",31,1608,231,7.786
41,"=","NEW POLITICS","Harlem",1189,"+14",99,"-15",3.737,"-0.035",65,"178",39,1189,285,3.778
42,"+1","CHRIS WALLACE","Keep Me Crazy",867,"+5",26,"+3",1.549,"+0.072",66,"--",42,868,133,1.549
43,"-1","CHRIS BROWN","Love More f/Nicki...",838,"-39",-175,"+67",3.627,"-0.083",47,"92",39,1132,161,6.171
44,"+1","CALVIN HARRIS","Thinking About Yo...",835,"+42",158,"+21",4.244,"+0.352",8,"374",44,835,158,4.244
45,"-1","BIG SEAN","Beware f/Lil Wayn...",809,"-18",14,"-3",3.577,"+0.005",16,"102",44,837,225,3.577
46,"=","MIDNIGHT RED","Take Me Home",743,"+1",28,"-10",2.39,"+0.045",11,"--",46,744,88,2.492
47,"+1","ARIANA GRANDE","Right There f/Big...",632,"-4",108,"+9",3.383,"+0.159",7,"266",47,636,108,3.383
48,"-1","YLVIS","The Fox",620,"-65",-209,"-59",1.916,"-0.293",20,"18",44,859,272,3.398
49,"+1","BASTILLE","Pompeii",539,"+21",123,"+31",3.428,"-0.174",2,"68",49,539,123,3.602
50,"--","FLO RIDA","How I Feel",490,"--",236,"--",3.044,"--",1,"71",50,490,236,3.044
